"Year","CITATION","SAMPLE NAME","UNIQUE_ID","LOCATION","LOCATION COMMENT","LATITUDE (MIN.)","LONGITUDE (MIN.)","LATITUDE (MAX.)","LONGITUDE (MAX.)","ELEVATION (MIN.)","ELEVATION (MAX.)","SAMPLING TECHNIQUE","LAND/SEA (SAMPLING)","ROCK TYPE","ROCK NAME","ROCK TEXTURE","SAMPLE COMMENT","AGE (MIN.)","AGE (MAX.)","GEOLOGICAL AGE","GEOLOGICAL AGE PREFIX","TYPE OF MATERIAL","MINERAL / COMPONENT","SPOT (MINERAL)","CRYSTAL","RIM / CORE (MINERAL GRAINS)","PRIMARY/SECONDARY","INCLUSION TYPE","MINERAL (INCLUSION)","HOSTMINERAL (INCLUSION)","HEATING","SIO2(WT%)","TIO2(WT%)","ZRO2(WT%)","AL2O3(WT%)","CR2O3(WT%)","FE2O3T(WT%)","FE2O3(WT%)","FEOT(WT%)","FEO(WT%)","CAO(WT%)","MGO(WT%)","MNO(WT%)","BAO(WT%)","SRO(WT%)","K2O(WT%)","NA2O(WT%)","P2O5(WT%)","H2O(WT%)","H2OP(WT%)","H2OM(WT%)","CO2(WT%)","F(WT%)","CL(WT%)","SO3(WT%)","S(WT%)","LOI(WT%)","K(WT%): altern. values or methods","","","","LI(PPM)","BE(PPM)","F(PPM)","S(PPM)","CL(PPM)","AR40(MOL/G)","SC(PPM)","TI(PPM)","V(PPM)","CR(PPM)","MN(PPM)","CO(PPM)","NI(PPM)","CU(PPM)","ZN(PPM)","GA(PPM)","RB(PPM): altern. values or methods","","","","SR(PPM): altern. values or methods","","","","Y(PPM): altern. values or methods","","","","ZR(PPM): altern. values or methods","","","","NB(PPM): altern. values or methods","","","","SN(PPM)","CS(PPM)","BA(PPM): altern. values or methods","","","","LA(PPM): altern. values or methods","","","","CE(PPM): altern. values or methods","","","","PR(PPM)","ND(PPM): altern. values or methods","","","","SM(PPM): altern. values or methods","","","","EU(PPM)","GD(PPM)","TB(PPM): altern. values or methods","","","","DY(PPM)","HO(PPM)","ER(PPM)","TM(PPM)","YB(PPM)","LU(PPM)","HF(PPM)","TA(PPM)","PB(PPM): altern. values or methods","","","","TH(PPM)","U(PPM): altern. values or methods","","","","ND143_ND144","SM147_ND144","SR87_SR86","SR87_SR86_INI","RB87_SR86","PB206_PB204","PB207_PB204","PB208_PB204","TH232_PB204","U238_PB204","D7LI(VS LSVEC)","D18O(VS SMOW)","D34S(VS CDT)","DD(VS SMOW)","ALBITE(MOL%)","AEGIRINE(MOL%)","ANORTHITE(MOL%)","CELSIAN(MOL%)","DIOPSIDE(MOL%)","ENSTATITE(MOL%)","FE-ORTHOCLASE(MOL%)","FERROSILITE(MOL%)","HEDENBERGITE(MOL%)","JADEITE(MOL%)","(AL)KALIFELDSPAR(MOL%)","NEPTUNITE(MOL%)","ORTHOCLASE(MOL%)","TI-AEGIRINE(MOL%)","AGE(MA): altern. values or methods","","","",
"2017 "," [21392] KRAMM U.(2017)  [GeoReM [10509] ]","samp. PG 55","","ETENDEKA PROVINCE / SOUTHERN ETENDEKA PROVINCE - NAMIBIA / KALKFELD COMPLEX","","-20.57","16","-20.57","16","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","TINGUAITE","","","","","TRIASSIC","","WHOLE ROCK","","","","","","","","","","55.22","0.81","","20.68","","4.36","","","","1.2","0.3","0.15","","","7.14","8.46","0","","","","","","","","","0.58","","","","","","","","","","","","","","46","","","33","","91","","199.7","TIMS_ID","","","1162","TIMS_ID","","","","","","","372","XRF","","","256","XRF","","","","","98","XRF","","","70","XRF","","","122","XRF","","","","35.16","TIMS_ID","","","4.88","TIMS_ID","","","","","","","","","","","","","","","","","","","","","","","","","","0.512576","0.0839","0.705467","","0.497","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2017 "," [21392] KRAMM U.(2017)  [GeoReM [10509] ]","samp. FS 04","","ETENDEKA PROVINCE / SOUTHERN ETENDEKA PROVINCE - NAMIBIA / KALKFELD COMPLEX","","-20.57","16","-20.57","16","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","TINGUAITE","","","","","TRIASSIC","","WHOLE ROCK","","","","","","","","","","53.98","0.7","","19.72","","5.26","","","","1.22","0.38","0.2","","","7.73","8.26","0","","","","","","","","","1.03","","","","","","","","","","","","","","39","","","21","","109","","198","TIMS_ID","","","1526","TIMS_ID","","","","","","","660","XRF","","","268","XRF","","","","","281","XRF","","","54","XRF","","","95","XRF","","","","23.35","TIMS_ID","","","3.21","TIMS_ID","","","","","","","","","","","","","","","","","","","","","","","","","","0.51257","0.083","0.705002","","0.3754","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2017 "," [21392] KRAMM U.(2017)  [GeoReM [10509] ]","samp. PG 06","","ETENDEKA PROVINCE / SOUTHERN ETENDEKA PROVINCE - NAMIBIA / KALKFELD COMPLEX","","-20.57","16","-20.57","16","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","TINGUAITE","","","","","TRIASSIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","(AL)KALIFELDSPAR","","","","PRIMARY","","","","","64.23","","","18.8","","0.52","","","","0","","","0.01","","15.52","0.75","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","93","","","0","","","","","","","7","","","","","","","",
"2017 "," [21392] KRAMM U.(2017)  [GeoReM [10509] ]","samp. PG 06","","ETENDEKA PROVINCE / SOUTHERN ETENDEKA PROVINCE - NAMIBIA / KALKFELD COMPLEX","","-20.57","16","-20.57","16","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","TINGUAITE","","","","","TRIASSIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","ALBITE","","","","PRIMARY","","","","","67.95","","","20.34","","0.2","","","","0.01","","","0","","0.12","10.73","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","0","","","","","","","99","","","","","","","",
"2017 "," [21392] KRAMM U.(2017)  [GeoReM [10509] ]","samp. PG 06","","ETENDEKA PROVINCE / SOUTHERN ETENDEKA PROVINCE - NAMIBIA / KALKFELD COMPLEX","","-20.57","16","-20.57","16","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","TINGUAITE","","","","","TRIASSIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","NEPHELINE","","","","PRIMARY","","","","","41.76","","","35.11","","0.33","","","","0.02","","","0","","7.14","14.94","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22","","","69","","","","","","","9","","","","","","","",
"2017 "," [21392] KRAMM U.(2017)  [GeoReM [10509] ]","samp. NJ 160","","ETENDEKA PROVINCE / SOUTHERN ETENDEKA PROVINCE - NAMIBIA / KALKFELD COMPLEX","","-20.57","16","-20.57","16","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","TINGUAITE","","","","","TRIASSIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","NEPHELINE","","","","PRIMARY","","","","","44.01","","","33.2","","0.76","","","","0.03","","","0","","6.26","16.76","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18","","","70","","","","","","","12","","","","","","","",
"2017 "," [21392] KRAMM U.(2017)  [GeoReM [10509] ]","samp. PG 06","","ETENDEKA PROVINCE / SOUTHERN ETENDEKA PROVINCE - NAMIBIA / KALKFELD COMPLEX","","-20.57","16","-20.57","16","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","TINGUAITE","","","","","TRIASSIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","CLINOPYROXENE","","","","PRIMARY","","","","","53.23","1.66","","1.36","","","23.37","","4.39","2.19","1.2","0.6","","","","11.91","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","67","","","7","","","4","2","6","","10","","","","","","",
"2017 "," [21392] KRAMM U.(2017)  [GeoReM [10509] ]","samp. TK 70","","ETENDEKA PROVINCE / SOUTHERN ETENDEKA PROVINCE - NAMIBIA / KALKFELD COMPLEX","","-20.57","16","-20.57","16","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","TINGUAITE","","","","","TRIASSIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","CLINOPYROXENE","","","","PRIMARY","","","","","51.59","0.25","","1.02","","","19.91","","4.84","9.04","3.08","1.78","","","","8.24","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","57","","","18","","","0","19","5","","0","","","","","","",
"2017 "," [21392] KRAMM U.(2017)  [GeoReM [10509] ]","samp. NJ 160","","ETENDEKA PROVINCE / SOUTHERN ETENDEKA PROVINCE - NAMIBIA / KALKFELD COMPLEX","","-20.57","16","-20.57","16","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","TINGUAITE","","","","","TRIASSIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","CLINOPYROXENE","","","","PRIMARY","","","","","52.48","3.65","","1.21","","","18.57","","6.57","4.28","1.26","0.74","","","","10.99","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","54","","","7","","","1","10","6","","21","","","","","","",
"2017 "," [21392] KRAMM U.(2017)  [GeoReM [10509] ]","samp. PG 06","","ETENDEKA PROVINCE / SOUTHERN ETENDEKA PROVINCE - NAMIBIA / KALKFELD COMPLEX","","-20.57","16","-20.57","16","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","TINGUAITE","","","","","TRIASSIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","BIOTITE","","","","PRIMARY","","","","","36.24","2.42","","11.44","","","","24.09","","0","6.81","4.2","","","9.87","0.1","","","","","","0.78","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2017 "," [21392] KRAMM U.(2017)  [GeoReM [10509] ]","samp. NJ 160","","ETENDEKA PROVINCE / SOUTHERN ETENDEKA PROVINCE - NAMIBIA / KALKFELD COMPLEX","","-20.57","16","-20.57","16","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","TINGUAITE","","","","","TRIASSIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","BIOTITE","","","","PRIMARY","","","","","35.62","3.73","","11.41","","","","29.18","","0.03","4.96","2.05","","","9.31","0.14","","","","","","0.62","0.02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2017 "," [21392] KRAMM U.(2017)  [GeoReM [10509] ]","samp. TK 70","","ETENDEKA PROVINCE / SOUTHERN ETENDEKA PROVINCE - NAMIBIA / KALKFELD COMPLEX","","-20.57","16","-20.57","16","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","TINGUAITE","","","","","TRIASSIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","BIOTITE","","","","PRIMARY","","","","","35.23","2.46","","11.58","","","","24.5","","0","7.33","3.94","","","9.65","0.14","","","","","","0.97","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2018 "," [21767] BATKI A.(2018)  [GeoReM [11041] ]","samp. VRG7338T","","CARPATHIAN BELT AND PANNONIAN BASIN / EASTERN ALPINE-WESTERN CARPATHIAN-NORTHERN PANNONI / CALIMANI-GURGHIU HARGHITA MOUNTAINS / DITRAU ALKALINE MASSIF","","47","25","47","25","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","TINGUAITE","","DIKE","","","TRIASSIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","CLINOPYROXENE","UP24","","","PRIMARY","","","","","46.312","1.855","","5.806","0","","","11.806","","21.772","9.201","0.411","","","0.003","1.67","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2018 "," [21767] BATKI A.(2018)  [GeoReM [11041] ]","samp. VRG7338T","","CARPATHIAN BELT AND PANNONIAN BASIN / EASTERN ALPINE-WESTERN CARPATHIAN-NORTHERN PANNONI / CALIMANI-GURGHIU HARGHITA MOUNTAINS / DITRAU ALKALINE MASSIF","","47","25","47","25","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","TINGUAITE","","DIKE","","","TRIASSIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","CLINOPYROXENE","UP25","","","PRIMARY","","","","","49.351","1.963","","1.983","0","","","23.691","","10.084","1.259","1.39","","","0","7.519","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2018 "," [21767] BATKI A.(2018)  [GeoReM [11041] ]","samp. VRG7338T","","CARPATHIAN BELT AND PANNONIAN BASIN / EASTERN ALPINE-WESTERN CARPATHIAN-NORTHERN PANNONI / CALIMANI-GURGHIU HARGHITA MOUNTAINS / DITRAU ALKALINE MASSIF","","47","25","47","25","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","TINGUAITE","","DIKE","","","TRIASSIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","CLINOPYROXENE","UP23","","","PRIMARY","","","","","52.897","0.021","","1.732","0","","","22.998","","6.79","3.339","0.925","","","0.004","9.59","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2018 "," [21767] BATKI A.(2018)  [GeoReM [11041] ]","samp. VRG7338T","","CARPATHIAN BELT AND PANNONIAN BASIN / EASTERN ALPINE-WESTERN CARPATHIAN-NORTHERN PANNONI / CALIMANI-GURGHIU HARGHITA MOUNTAINS / DITRAU ALKALINE MASSIF","","47","25","47","25","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","TINGUAITE","","DIKE","","","TRIASSIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","CLINOPYROXENE","UP29","","","PRIMARY","","","","","52.003","0.057","","2.165","0","","","26.119","","4.108","1.25","0.661","","","0","11.062","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2018 "," [21767] BATKI A.(2018)  [GeoReM [11041] ]","samp. VRG7338T","","CARPATHIAN BELT AND PANNONIAN BASIN / EASTERN ALPINE-WESTERN CARPATHIAN-NORTHERN PANNONI / CALIMANI-GURGHIU HARGHITA MOUNTAINS / DITRAU ALKALINE MASSIF","","47","25","47","25","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","TINGUAITE","","DIKE","","","TRIASSIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","CLINOPYROXENE","UP30","","","PRIMARY","","","","","52.116","0.149","","1.918","0.02","","","25.25","","3.49","1.393","0.615","","","0","11.52","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2018 "," [21767] BATKI A.(2018)  [GeoReM [11041] ]","samp. VRG7338T","","CARPATHIAN BELT AND PANNONIAN BASIN / EASTERN ALPINE-WESTERN CARPATHIAN-NORTHERN PANNONI / CALIMANI-GURGHIU HARGHITA MOUNTAINS / DITRAU ALKALINE MASSIF","","47","25","47","25","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","TINGUAITE","","DIKE","","","TRIASSIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","CLINOPYROXENE","TÜ51","","","PRIMARY","","","","","53.08","0.785","0.674","1.701","","","","22.59","","7.53","1.9","1.81","","","0.022","9.19","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2018 "," [21767] BATKI A.(2018)  [GeoReM [11041] ]","samp. VRG7338T","","CARPATHIAN BELT AND PANNONIAN BASIN / EASTERN ALPINE-WESTERN CARPATHIAN-NORTHERN PANNONI / CALIMANI-GURGHIU HARGHITA MOUNTAINS / DITRAU ALKALINE MASSIF","","47","25","47","25","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","TINGUAITE","","DIKE","","","TRIASSIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","CLINOPYROXENE","TÜ52","","","PRIMARY","","","","","52.84","0.462","0.322","1.492","","","","19.77","","11.35","4.28","1.13","","","0.035","6.92","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2018 "," [21767] BATKI A.(2018)  [GeoReM [11041] ]","samp. VRG7338T","","CARPATHIAN BELT AND PANNONIAN BASIN / EASTERN ALPINE-WESTERN CARPATHIAN-NORTHERN PANNONI / CALIMANI-GURGHIU HARGHITA MOUNTAINS / DITRAU ALKALINE MASSIF","","47","25","47","25","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","TINGUAITE","","DIKE","","","TRIASSIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","CLINOPYROXENE","TÜ53","","","PRIMARY","","","","","48.43","1.74","0.062","5.61","","","","10.91","","19.78","9.79","0.391","","","0","1.63","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2018 "," [21767] BATKI A.(2018)  [GeoReM [11041] ]","samp. VRG7338T","","CARPATHIAN BELT AND PANNONIAN BASIN / EASTERN ALPINE-WESTERN CARPATHIAN-NORTHERN PANNONI / CALIMANI-GURGHIU HARGHITA MOUNTAINS / DITRAU ALKALINE MASSIF","","47","25","47","25","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","TINGUAITE","","DIKE","","","TRIASSIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","CLINOPYROXENE","TÜ54","","","PRIMARY","","","","","48.08","1.85","0.045","5.78","","","","11.5","","19.59","9.51","0.416","","","0","1.61","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2018 "," [21767] BATKI A.(2018)  [GeoReM [11041] ]","samp. VRG7338T","","CARPATHIAN BELT AND PANNONIAN BASIN / EASTERN ALPINE-WESTERN CARPATHIAN-NORTHERN PANNONI / CALIMANI-GURGHIU HARGHITA MOUNTAINS / DITRAU ALKALINE MASSIF","","47","25","47","25","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","TINGUAITE","","DIKE","","","TRIASSIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","CLINOPYROXENE","TÜ55","","","PRIMARY","","","","","46.85","2.16","0.075","6.86","","","","11.89","","19.97","9.15","0.407","","","0.01","1.66","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2018 "," [21767] BATKI A.(2018)  [GeoReM [11041] ]","samp. VRG7338T","","CARPATHIAN BELT AND PANNONIAN BASIN / EASTERN ALPINE-WESTERN CARPATHIAN-NORTHERN PANNONI / CALIMANI-GURGHIU HARGHITA MOUNTAINS / DITRAU ALKALINE MASSIF","","47","25","47","25","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","TINGUAITE","","DIKE","","","TRIASSIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","CLINOPYROXENE","TÜ56","","","PRIMARY","","","","","51.74","1.032","0.203","2.01","","","","21.01","","11.79","3.28","1.26","","","0.017","6.44","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2018 "," [21767] BATKI A.(2018)  [GeoReM [11041] ]","samp. VRG7338T","","CARPATHIAN BELT AND PANNONIAN BASIN / EASTERN ALPINE-WESTERN CARPATHIAN-NORTHERN PANNONI / CALIMANI-GURGHIU HARGHITA MOUNTAINS / DITRAU ALKALINE MASSIF","","47","25","47","25","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","TINGUAITE","","DIKE","","","TRIASSIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","CLINOPYROXENE","TÜ57","","","PRIMARY","","","","","45.58","3.36","0.02","8.37","","","","7.59","","22.01","12.15","0.11","","","0","0.666","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2018 "," [21767] BATKI A.(2018)  [GeoReM [11041] ]","samp. VRG7338T","","CARPATHIAN BELT AND PANNONIAN BASIN / EASTERN ALPINE-WESTERN CARPATHIAN-NORTHERN PANNONI / CALIMANI-GURGHIU HARGHITA MOUNTAINS / DITRAU ALKALINE MASSIF","","47","25","47","25","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","TINGUAITE","","DIKE","","","TRIASSIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","CLINOPYROXENE","TÜ58","","","PRIMARY","","","","","45.32","3.46","0.037","8.57","","","","7.56","","21.91","12.06","0.093","","","0","0.663","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2018 "," [21767] BATKI A.(2018)  [GeoReM [11041] ]","samp. VRG7306","","CARPATHIAN BELT AND PANNONIAN BASIN / EASTERN ALPINE-WESTERN CARPATHIAN-NORTHERN PANNONI / CALIMANI-GURGHIU HARGHITA MOUNTAINS / DITRAU ALKALINE MASSIF","","47","25","47","25","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","TINGUAITE","","DIKE","","","TRIASSIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","CLINOPYROXENE","","","","PRIMARY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12130","199.8","126","808.6","","74.17","","","","1.874","ICPMS_LA","","","214.6","ICPMS_LA","","","17.78","ICPMS_LA","","","169.5","ICPMS_LA","","","1.766","ICPMS_LA","","","","0.101","1.983","ICPMS_LA","","","12.16","ICPMS_LA","","","36.35","ICPMS_LA","","","5.387","26.33","ICPMS_LA","","","6.298","ICPMS_LA","","","2.221","5.593","0.808","ICPMS_LA","","","4.39","0.608","1.536","0.23","1.165","0.177","6.338","0.211","2.013","ICPMS_LA","","","0.135","0.061","ICPMS_LA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2018 "," [21767] BATKI A.(2018)  [GeoReM [11041] ]","samp. VRG7306","","CARPATHIAN BELT AND PANNONIAN BASIN / EASTERN ALPINE-WESTERN CARPATHIAN-NORTHERN PANNONI / CALIMANI-GURGHIU HARGHITA MOUNTAINS / DITRAU ALKALINE MASSIF","","47","25","47","25","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","TINGUAITE","","DIKE","","","TRIASSIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","CLINOPYROXENE","","","","PRIMARY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12420","198.9","87.12","805.7","","61.28","","","","3.96","ICPMS_LA","","","227.2","ICPMS_LA","","","19.69","ICPMS_LA","","","209.7","ICPMS_LA","","","1.894","ICPMS_LA","","","","0.121","0.678","ICPMS_LA","","","13.6","ICPMS_LA","","","41.92","ICPMS_LA","","","6.198","32.1","ICPMS_LA","","","7.567","ICPMS_LA","","","2.388","6.024","0.979","ICPMS_LA","","","4.342","0.701","1.657","0.289","1.27","0.194","7.163","0.297","1.565","ICPMS_LA","","","0.139","0.026","ICPMS_LA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2018 "," [21767] BATKI A.(2018)  [GeoReM [11041] ]","samp. VRG7306","","CARPATHIAN BELT AND PANNONIAN BASIN / EASTERN ALPINE-WESTERN CARPATHIAN-NORTHERN PANNONI / CALIMANI-GURGHIU HARGHITA MOUNTAINS / DITRAU ALKALINE MASSIF","","47","25","47","25","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","TINGUAITE","","DIKE","","","TRIASSIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","CLINOPYROXENE","","","","PRIMARY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8695","200.6","162.2","926.8","","73.29","","","","1.745","ICPMS_LA","","","230.5","ICPMS_LA","","","16.65","ICPMS_LA","","","158.6","ICPMS_LA","","","1.133","ICPMS_LA","","","","0.1","0.39","ICPMS_LA","","","11.04","ICPMS_LA","","","35.71","ICPMS_LA","","","4.843","24.49","ICPMS_LA","","","6.22","ICPMS_LA","","","2.068","4.768","0.777","ICPMS_LA","","","3.405","0.591","1.382","0.145","1.265","0.155","5.818","0.192","0.253","ICPMS_LA","","","0.102","0.02","ICPMS_LA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
