Year;CITATION;SAMPLE NAME;UNIQUE_ID;LOCATION;LOCATION COMMENT;LATITUDE (MIN.);LONGITUDE (MIN.);LATITUDE (MAX.);LONGITUDE (MAX.);ELEVATION (MIN.);ELEVATION (MAX.);SAMPLING TECHNIQUE;LAND/SEA (SAMPLING);ROCK TYPE;ROCK NAME;ROCK TEXTURE;SAMPLE COMMENT;AGE (MIN.);AGE (MAX.);GEOLOGICAL AGE;GEOLOGICAL AGE PREFIX;ALTERATION;ALTERATION TYPE;TYPE OF MATERIAL;MINERAL / COMPONENT;SPOT (MINERAL);CRYSTAL;RIM / CORE (MINERAL GRAINS);PRIMARY/SECONDARY;INCLUSION TYPE;MINERAL (INCLUSION);RIM / CORE (INCLUSION);HOSTMINERAL (INCLUSION);HEATING;SIO2(WT%);TIO2(WT%);AL2O3(WT%);CR2O3(WT%);FE2O3T(WT%);FE2O3(WT%);FEOT(WT%);FEO(WT%);CAO(WT%);MGO(WT%);MNO(WT%);NIO(WT%);K2O(WT%);;;;NA2O(WT%);P2O5(WT%);H2O(WT%);H2OP(WT%);H2OM(WT%);CO2(WT%);F(WT%);CL(WT%);LOI(WT%);K(WT%);LI(PPM);BE(PPM);B(PPM);P(PPM);AR36(CCMSTP/G);AR40(CCMSTP/G);AR40(MOL/G);K(PPM);SC(PPM);TI(PPM);V(PPM);;;;CR(PPM);;;;MN(PPM);CO(PPM);NI(PPM): altern. values or methods;;;;CU(PPM);ZN(PPM);GA(PPM);GE(PPM);AS(PPM);SE(PPM);BR(PPM);RB(PPM): altern. values or methods;;;;SR(PPM): altern. values or methods;;;;Y(PPM): altern. values or methods;;;;ZR(PPM): altern. values or methods;;;;NB(PPM): altern. values or methods;;;;MO(PPM);AG(PPM);CD(PPM);IN(PPM);SN(PPM);SB(PPM);CS(PPM);BA(PPM): altern. values or methods;;;;LA(PPM): altern. values or methods;;;;CE(PPM): altern. values or methods;;;;PR(PPM);ND(PPM): altern. values or methods;;;;SM(PPM): altern. values or methods;;;;EU(PPM);GD(PPM);TB(PPM);DY(PPM);HO(PPM);ER(PPM);TM(PPM);YB(PPM);LU(PPM);HF(PPM);TA(PPM): altern. values or methods;;;;W(PPM);RE(PPT);OS(PPT);IR(PPB);AU(PPB);TL(PPM);PB(PPM);PB206(PPM);BI(PPM);RA(PPT);TH(PPM): altern. values or methods;;;;U(PPM);ND143_ND144;ND143_ND144_INI;EPSILON_ND;EPSILON_ND_INI;SM147_ND144;SR87_SR86;SR87_SR86_INI;RB87_SR86;PB206_PB204;PB207_PB204;PB207_PB206;PB208_PB204;OS187_OS188;RE187_OS188;HF176_HF177;HF176_HF177_INI;EPSILON_HF;EPSILON_HF_INI;LU176_HF177;YB176_HF177;PB206_U238;PB207_U235;PB208_TH232;RA226_TH230_ACT;TH230_TH232_ACT;TH232_U238;U238_TH230_ACT;U238_TH232_ACT;D7LI(PER MIL);D18O(PER MIL);D18O(VS SMOW);D18O(VS VSMOW);D29SI(VS NBS28);D30SI(VS NBS28);D41K(VS SRM3141A);D49TI(VS OL-TI);D65CU(VS NBS-976);D66ZN(VS JMC-LYON);D68ZN(VS JMC-LYON);D98_95MO(VS NIST3134);ALBITE(MOL%);ANORTHITE(MOL%);ENSTATITE(MOL%);FERROSILITE(MOL%);ORTHOCLASE(MOL%);WOLLASTONITE(MOL%);AGE(MA): altern. values or methods;;;;AGE_PB207_PB206(MA);AGE_PB207_U235(MA);AGE_PB206_U238(MA);AGE_PB208_TH232(MA);
1998;[2198] YOGODZINSKI G. M. (1998);samp. KCPY1;28891;ALEUTIAN ARC / KOMANDORSKY ISLANDS / MEDNY;DREDGE 36;54;168.6;54;168.6;;;DREDGE;SUBAQUATIC;VOLCANIC ROCK;ADAKITE;;;;;MIOCENE;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);CLINOPYROXENE;;PHENOCRYST;RIM;PRIMARY;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;41;1266;154;SIMS;;;3108;SIMS;;;;;;;;;;;;;;;;;;;;110;SIMS;;;;;;;7.51;SIMS;;;;;;;;;;;;;;;;;;0.76;SIMS;;;3.14;SIMS;;;;3.54;SIMS;;;1.04;SIMS;;;0.38;;;0.6;;0.37;;0.31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1998;[2198] YOGODZINSKI G. M. (1998);samp. KCPY4;;ALEUTIAN ARC / KOMANDORSKY ISLANDS / MEDNY;DREDGE 36;54;168.6;54;168.6;;;DREDGE;SUBAQUATIC;VOLCANIC ROCK;ADAKITE;;;;;MIOCENE;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);CLINOPYROXENE;;PHENOCRYST;;PRIMARY;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;53;1426;180;SIMS;;;4247;SIMS;;;;;;;;;;;;;;;;;;;;125;SIMS;;;3.33;SIMS;;;12.5;SIMS;;;;;;;;;;;;;;;;;;0.72;SIMS;;;2.67;SIMS;;;;2.46;SIMS;;;0.83;SIMS;;;0.36;;;0.61;;0.32;;0.25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1998;[2198] YOGODZINSKI G. M. (1998);samp. KCPY4;;ALEUTIAN ARC / KOMANDORSKY ISLANDS / MEDNY;DREDGE 36;54;168.6;54;168.6;;;DREDGE;SUBAQUATIC;VOLCANIC ROCK;ADAKITE;;;;;MIOCENE;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);CLINOPYROXENE;;PHENOCRYST;;PRIMARY;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;67;1348;138;SIMS;;;1616;SIMS;;;;;;;;;;;;;;;;;;;;85;SIMS;;;4.28;SIMS;;;13.3;SIMS;;;;;;;;;;;;;;;;;;0.51;SIMS;;;1.99;SIMS;;;;2.31;SIMS;;;0.72;SIMS;;;0.32;;;0.55;;0.29;;0.28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1998;[2198] YOGODZINSKI G. M. (1998);samp. KCPY4;;ALEUTIAN ARC / KOMANDORSKY ISLANDS / MEDNY;DREDGE 36;54;168.6;54;168.6;;;DREDGE;SUBAQUATIC;VOLCANIC ROCK;ADAKITE;;;;;MIOCENE;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);CLINOPYROXENE;;PHENOCRYST;;PRIMARY;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;92;2833;283;SIMS;;;1059;SIMS;;;;;;;;;;;;;;;;;;;;109;SIMS;;;11.2;SIMS;;;45.9;SIMS;;;;;;;;;;;;;;;;;;1.27;SIMS;;;4.56;SIMS;;;;4.94;SIMS;;;1.55;SIMS;;;0.66;;;1.07;;0.71;;0.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1978;[2212] KAY R. W. (1978);samp. ADK-53;30926;ALEUTIAN ARC / CENTRAL ALEUTIAN ARC / ADAK / MOUNT MOFFETT;;51.92;-176.75;51.92;-176.75;;;OUTCROP;SUBAERIAL;VOLCANIC ROCK;ADAKITE;;;;;;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);CLINOPYROXENE;;;;PRIMARY;;;;;;53;0.17;2.53;0.66;;;4.91;;21.5;16.8;0.09;0.05;0.05;EMP (EPMA);;;0.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1978;[2212] KAY R. W. (1978);samp. ADK-53;30926;ALEUTIAN ARC / CENTRAL ALEUTIAN ARC / ADAK / MOUNT MOFFETT;;51.92;-176.75;51.92;-176.75;;;OUTCROP;SUBAERIAL;VOLCANIC ROCK;ADAKITE;;;;;;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);CLINOPYROXENE;;;;PRIMARY;;;;;;52.9;0.42;2.53;0.4;;;4.79;;21.4;17;0.02;0.02;0;EMP (EPMA);;;1.27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1978;[2212] KAY R. W. (1978);samp. ADK-53;30926;ALEUTIAN ARC / CENTRAL ALEUTIAN ARC / ADAK / MOUNT MOFFETT;;51.92;-176.75;51.92;-176.75;;;OUTCROP;SUBAERIAL;VOLCANIC ROCK;ADAKITE;;;;;;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);CLINOPYROXENE;;;;PRIMARY;;;;;;49.7;0.36;5.14;0;;;11.25;;19.9;11.11;0.38;0;0.01;EMP (EPMA);;;0.74;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1978;[2212] KAY R. W. (1978);samp. ADK-53;30926;ALEUTIAN ARC / CENTRAL ALEUTIAN ARC / ADAK / MOUNT MOFFETT;;51.92;-176.75;51.92;-176.75;;;OUTCROP;SUBAERIAL;VOLCANIC ROCK;ADAKITE;;;;;;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);CLINOPYROXENE;;;;PRIMARY;;;;;;51.9;0.18;3.13;0;;;7.03;;23.1;14.27;0.25;0;0;EMP (EPMA);;;0.26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1978;[2212] KAY R. W. (1978);samp. ADK-53;30926;ALEUTIAN ARC / CENTRAL ALEUTIAN ARC / ADAK / MOUNT MOFFETT;;51.92;-176.75;51.92;-176.75;;;OUTCROP;SUBAERIAL;VOLCANIC ROCK;ADAKITE;;;;;;;;;WHOLE ROCK;;;;;;;;;;;55.5;0.86;15.5;;;4.7;;1.98;9.51;5.58;0.07;;1.47;NOT;;;3.22;0.32;;;;;;;;;;;;;;;;12790;;;;;;;;;;;;;150;NOT;;;;;;;;;;16.4;NOT;;;1783;NOT;;;;;;;54;NOT;;;;;;;;;;;;;;476;NOT;;;28.8;NOT;;;64.2;NOT;;;;33;NOT;;;5.7;NOT;;;1.82;;;2.4;;1.07;;0.948;0.138;;;;;;;;;;;;;;;;;;;;;;;;;;0.70285;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1997;[2484] KEPEZHINSKAS P. K. (1997);samp. P3/86;28255;KAMCHATKA ARC / KAMCHATKA ARC / NORTHERN KAMCHATKA SEGMENT / TYMLAT VOLCANIC FIELD / OLDER SERIES;;59.67;163.13;59.67;163.13;;;OUTCROP;SUBAERIAL;VOLCANIC ROCK;ADAKITE;;;;;;;;;WHOLE ROCK;;;;;;;;;;;54.2;0.79;15.9;;7.55;;;;8.28;8.65;0.14;;0.8;NOT;;;3.44;0.16;;;;;;;0.31;;;;;;;;;;20.4;;118;NOT;;;364;NOT;;;;;230;NOT;;;;;;;;;;14;NOT;;;390;NOT;;;14;NOT;;;102;NOT;;;11;NOT;;;;;;;;;;242;NOT;;;8.4;NOT;;;17.7;NOT;;;;9.8;NOT;;;2.6;NOT;;;0.59;3;;2.8;;;;1.6;0.11;2.7;;;;;;;;;;;;;;;1.5;NOT;;;0.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1997;[2484] KEPEZHINSKAS P. K. (1997);samp. P10/86;28258;KAMCHATKA ARC / KAMCHATKA ARC / NORTHERN KAMCHATKA SEGMENT / TYMLAT VOLCANIC FIELD / OLDER SERIES;;59.67;163.13;59.67;163.13;;;OUTCROP;SUBAERIAL;VOLCANIC ROCK;ADAKITE;;;;;;;;;WHOLE ROCK;;;;;;;;;;;57;0.56;17.6;;6.21;;;;7.55;4.3;0.14;;0.52;NOT;;;3.87;0.14;;;;;;;2.7;;;;;;;;;;15.5;;101;NOT;;;101;NOT;;;;;30;NOT;;;;;;;;;;3;NOT;;;455;NOT;;;9.3;NOT;;;65;NOT;;;2.3;NOT;;;;;;;;;;193;NOT;;;5.8;NOT;;;12.4;NOT;;;;7.6;NOT;;;1.8;NOT;;;0.57;2;;2;;;;1.2;0.07;1;;;;;;;;;;;;;;;0.4;NOT;;;0.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1997;[2484] KEPEZHINSKAS P. K. (1997);samp. P11/86;28256;KAMCHATKA ARC / KAMCHATKA ARC / NORTHERN KAMCHATKA SEGMENT / TYMLAT VOLCANIC FIELD / OLDER SERIES;;59.67;163.13;59.67;163.13;;;OUTCROP;SUBAERIAL;VOLCANIC ROCK;ADAKITE;;;;;;;;;WHOLE ROCK;;;;;;;;;;;54.4;0.58;17.3;;6.44;;;;7.55;4.29;0.14;;0.65;NOT;;;3.37;0.12;;;;;;;5.54;;;;;;;;;;17;;101;NOT;;;116;NOT;;;;;36;NOT;;;;;;;;;;6;NOT;;;397;NOT;;;10.4;NOT;;;53;NOT;;;2.8;NOT;;;;;;;;;;216;NOT;;;6;NOT;;;12.8;NOT;;;;7.6;NOT;;;1.8;NOT;;;0.61;2;;1.8;;;;1.1;0.06;1.2;;;;;;;;;;;;;;;0.2;NOT;;;0.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2000;[3520] SAJONA F. G. (2000);samp. B42;48096;LUZON ARC / LUZON ARC / BATAN / IRAYA;;20.25;121.9;20.25;121.9;;;OUTCROP;SUBAERIAL;VOLCANIC ROCK;ADAKITE;;;;;;;;;WHOLE ROCK;;;;;;;;;;;59;0.78;16.4;;5.99;;;;6.7;3.51;0.08;;2.7;ICPAES;;;3.75;0.35;;;;;;;0.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;61;ICPAES;;;1225;ICPAES;;;13.8;ICPAES;;;120;ICPAES;;;5.5;ICPAES;;;;;;;;;;520;ICPAES;;;28.5;ICPAES;;;59;ICPAES;;;;31;ICPAES;;;;;;;1.28;3.8;;2.4;;1.2;;1.1;;;;;;;;;;;;;;;;;9.5;ICPAES;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2000;[3520] SAJONA F. G. (2000);samp. NEG96-37;;LUZON ARC / LUZON ARC / NEGROS / CUERNOS DE NEGROS;;9.3;122.98;9.3;122.98;;;OUTCROP;SUBAERIAL;VOLCANIC ROCK;ADAKITE;;;;;;;FRESH;<3% SECONDARY MINERALS;WHOLE ROCK;;;;;;;;;;;;;;;;;;;;;;;1.87;AAS;;;;;;;;;;;;;;;;;;1.9E-08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.31;K-AR;;;;;;;
2000;[3520] SAJONA F. G. (2000);samp. NEG96-43;;LUZON ARC / LUZON ARC / NEGROS / CUERNOS DE NEGROS;;9.3;122.98;9.3;122.98;;;OUTCROP;SUBAERIAL;VOLCANIC ROCK;ADAKITE;;;;;;;FRESH;;WHOLE ROCK;;;;;;;;;;;;;;;;;;;;;;;1.68;AAS;;;;;;;;;;;;;;;;;;1.7E-08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.32;K-AR;;;;;;;
2000;[3520] SAJONA F. G. (2000);samp. NEG96-34;;LUZON ARC / LUZON ARC / NEGROS / CUERNOS DE NEGROS;;9.3;122.98;9.3;122.98;;;OUTCROP;SUBAERIAL;VOLCANIC ROCK;ADAKITE;;;;;;;SLIGHTLY ALTERED;3-5% SECONDARY MINERALS;WHOLE ROCK;;;;;;;;;;;;;;;;;;;;;;;2.02;AAS;;;;;;;;;;;;;;;;;;2.5E-08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.39;K-AR;;;;;;;
2000;[3520] SAJONA F. G. (2000);samp. NEG96-38;;LUZON ARC / LUZON ARC / NEGROS / CUERNOS DE NEGROS;;9.3;122.98;9.3;122.98;;;OUTCROP;SUBAERIAL;VOLCANIC ROCK;ADAKITE;;;;;;;FRESH;;WHOLE ROCK;;;;;;;;;;;;;;;;;;;;;;;1.7;AAS;;;;;;;;;;;;;;;;;;5.6E-08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.02;K-AR;;;;;;;
2000;[3521] PROUTEAU G. (2000);samp. BKAR1;;LUZON ARC / LUZON ARC / LUZON;;12.5;119.5;18.5;124.5;;;OUTCROP;SUBAERIAL;VOLCANIC ROCK;ADAKITE;;;;;;;;;WHOLE ROCK;;;;;;;;;;;61.2;0.35;16.65;;4.28;;;;6.47;2.1;0.11;;1.2;ICPAES;;;3.3;0.12;;;;;;;5.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;520;ICPAES;;;10.8;ICPAES;;;69;INAA;;;2.3;ICPAES;;;;;;;;;;;;;;8.2;ICPAES;;;;;;;;;;;;;;;;;;;;;;;1.08;;1.91;0.161;INAA;;;;;;;;;;;;;2.22;INAA;;;0.67;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2000;[3521] PROUTEAU G. (2000);samp. CT18-93;;LUZON ARC / LUZON ARC / LUZON;;12.5;119.5;18.5;124.5;;;OUTCROP;SUBAERIAL;VOLCANIC ROCK;ADAKITE;;;;;;;;;WHOLE ROCK;;;;;;;;;;;55.8;0.46;20.58;;5.15;;;;6.35;3.17;0.11;;0.9;ICPAES;;;6.27;0.16;;;;;;;1.33;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;770;ICPAES;;;12.4;ICPAES;;;127;INAA;;;1.6;ICPAES;;;;;;;;;;;;;;10.4;ICPAES;;;;;;;;;;;;;;;;;;;;;;;1.2;;3.38;0.092;INAA;;;;;;;;;;;;;3.64;INAA;;;0.93;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2000;[3521] PROUTEAU G. (2000);samp. BI84-47;;LUZON ARC / LUZON ARC / LUZON;;12.5;119.5;18.5;124.5;;;OUTCROP;SUBAERIAL;VOLCANIC ROCK;ADAKITE;;;;;;;;;WHOLE ROCK;;;;;;;;;;;65.25;0.38;16.37;;3.12;;;;4.13;1.81;0.07;;1.63;ICPAES;;;4.88;0.18;;;;;;;2.38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;761;ICPAES;;;8.1;ICPAES;;;104;INAA;;;2.7;ICPAES;;;;;;;;;;;;;;9.3;ICPAES;;;;;;;;;;;;;;;;;;;;;;;0.65;;2.79;0.167;INAA;;;;;;;;;;;;;1.19;INAA;;;0.61;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2000;[3521] PROUTEAU G. (2000);samp. BI5D;;LUZON ARC / LUZON ARC / LUZON;;12.5;119.5;18.5;124.5;;;OUTCROP;SUBAERIAL;VOLCANIC ROCK;ADAKITE;;;;;;;;;WHOLE ROCK;;;;;;;;;;;68.6;0.26;15.6;;3.43;;;;3.32;1.37;0.07;;1.47;ICPAES;;;4.47;0.05;;;;;;;1.04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;559;ICPAES;;;6.5;ICPAES;;;68;INAA;;;2.6;ICPAES;;;;;;;;;;;;;;7.4;ICPAES;;;;;;;;;;;;;;;;;;;;;;;0.58;;2.01;0.198;INAA;;;;;;;;;;;;;1.46;INAA;;;0.77;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2000;[3521] PROUTEAU G. (2000);samp. B42;48096;LUZON ARC / LUZON ARC / BATAN / IRAYA;;20.25;121.9;20.25;121.9;;;OUTCROP;SUBAERIAL;VOLCANIC ROCK;ADAKITE;;;;;;;;;WHOLE ROCK;;;;;;;;;;;59;0.78;16.4;;5.99;;;;6.7;3.51;0.08;;2.7;ICPAES;;;3.75;0.35;;;;;;;0.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1225;ICPAES;;;13.8;ICPAES;;;161;INAA;;;5.5;ICPAES;;;;;;;;;;;;;;28.5;ICPAES;;;;;;;;;;;;;;;;;;;;;;;1.1;;3.91;0.367;INAA;;;;;;;;;;;;;10.1;INAA;;;2.33;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2000;[3521] PROUTEAU G. (2000);samp. PH92-28;48217;LUZON ARC / LUZON ARC / MINDANAO;SURIGAO PENINSULA;9.78;125.48;9.78;125.48;;;OUTCROP;SUBAERIAL;VOLCANIC ROCK;ADAKITE;;;;;;;;;WHOLE ROCK;;;;;;;;;;;59.1;0.65;17.25;;5.47;;;;5.8;3.48;0.11;;2.05;ICPAES;;;4.9;0.25;;;;;;;0.67;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;780;ICPAES;;;11.8;ICPAES;;;115;INAA;;;4;ICPAES;;;;;;;;;;;;;;14.6;ICPAES;;;;;;;;;;;;;;;;;;;;;;;0.98;;3.1;0.272;INAA;;;;;;;;;;;;;2.58;INAA;;;1.38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2000;[3521] PROUTEAU G. (2000);samp. PH93-91;48218;LUZON ARC / LUZON ARC / MINDANAO;EAST MINDANAO;6;125;10;127;;;OUTCROP;SUBAERIAL;VOLCANIC ROCK;ADAKITE;;;;;;;;;WHOLE ROCK;;;;;;;;;;;63;0.4;17.87;;3.72;;;;4.84;1.71;0.1;;1.32;ICPAES;;;5;0.13;;;;;;;1.61;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;600;ICPAES;;;8.6;ICPAES;;;81;INAA;;;2.2;ICPAES;;;;;;;;;;;;;;4.8;ICPAES;;;;;;;;;;;;;;;;;;;;;;;0.75;;2.28;0.157;INAA;;;;;;;;;;;;;0.62;INAA;;;0.49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2000;[3521] PROUTEAU G. (2000);samp. PH92-80;48219;LUZON ARC / LUZON ARC / MINDANAO;EAST MINDANAO;6;125;10;127;;;OUTCROP;SUBAERIAL;VOLCANIC ROCK;ADAKITE;;;;;;;;;WHOLE ROCK;;;;;;;;;;;60;0.44;18.15;;4.43;;;;5.3;2.53;0.1;;2.47;ICPAES;;;4.76;0.2;;;;;;;1.65;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;855;ICPAES;;;10;ICPAES;;;95;INAA;;;3.5;ICPAES;;;;;;;;;;;;;;10.6;ICPAES;;;;;;;;;;;;;;;;;;;;;;;0.88;;2.54;0.236;INAA;;;;;;;;;;;;;2.05;INAA;;;1.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2000;[3521] PROUTEAU G. (2000);samp. PH92-74;;LUZON ARC / LUZON ARC / MINDANAO;EAST MINDANAO;6;125;10;127;;;OUTCROP;SUBAERIAL;VOLCANIC ROCK;ADAKITE;;;;;;;;;WHOLE ROCK;;;;;;;;;;;64.9;0.31;16.8;;3.24;;;;2.45;1.78;0.08;;2.41;ICPAES;;;7.42;0.15;;;;;;;0.32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;955;ICPAES;;;7;ICPAES;;;90;INAA;;;4.4;ICPAES;;;;;;;;;;;;;;5.6;ICPAES;;;;;;;;;;;;;;;;;;;;;;;0.8;;2.6;0.273;INAA;;;;;;;;;;;;;1.61;INAA;;;1.51;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2000;[3521] PROUTEAU G. (2000);samp. PH93-86;;LUZON ARC / LUZON ARC / MINDANAO;SOUTH MINDANAO;5.5;124;7;126;;;OUTCROP;SUBAERIAL;VOLCANIC ROCK;ADAKITE;;;;;;;;;WHOLE ROCK;;;;;;;;;;;64.2;0.44;17.6;;3.42;;;;4.8;1.5;0.07;;1.89;ICPAES;;;4.55;0.21;;;;;;;0.57;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1200;ICPAES;;;7.5;ICPAES;;;127;INAA;;;2.3;ICPAES;;;;;;;;;;;;;;11.4;ICPAES;;;;;;;;;;;;;;;;;;;;;;;0.64;;3.38;0.168;INAA;;;;;;;;;;;;;1.78;INAA;;;0.68;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2000;[3521] PROUTEAU G. (2000);samp. PH93-85;;LUZON ARC / LUZON ARC / MINDANAO;SOUTH MINDANAO;5.5;124;7;126;;;OUTCROP;SUBAERIAL;VOLCANIC ROCK;ADAKITE;;;;;;;;;WHOLE ROCK;;;;;;;;;;;61.5;0.55;17.8;;4.55;;;;5.6;2.16;0.1;;1.78;ICPAES;;;4.65;0.24;;;;;;;0.66;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1085;ICPAES;;;12.5;ICPAES;;;100;INAA;;;3.6;ICPAES;;;;;;;;;;;;;;12.2;ICPAES;;;;;;;;;;;;;;;;;;;;;;;1.05;;3.01;0.238;INAA;;;;;;;;;;;;;1.54;INAA;;;0.59;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
