Year;CITATION;SAMPLE NAME;UNIQUE_ID;LOCATION;LOCATION COMMENT;LATITUDE (MIN.);LONGITUDE (MIN.);LATITUDE (MAX.);LONGITUDE (MAX.);ELEVATION (MIN.);ELEVATION (MAX.);SAMPLING TECHNIQUE;DRILLING DEPTH (MIN.);DRILLING DEPTH (MAX.);LAND/SEA (SAMPLING);ROCK TYPE;ROCK NAME;ROCK TEXTURE;SAMPLE COMMENT;AGE (MIN.);AGE (MAX.);GEOLOGICAL AGE;GEOLOGICAL AGE PREFIX;ERUPTION YEAR;ALTERATION;ALTERATION TYPE;TYPE OF MATERIAL;MINERAL / COMPONENT;SPOT (MINERAL);CRYSTAL;RIM / CORE (MINERAL GRAINS);PRIMARY/SECONDARY;SIO2(WT%);TIO2(WT%);AL2O3(WT%);CR2O3(WT%);V2O3(WT%);FE2O3T(WT%);FE2O3(WT%);FEOT(WT%);FEO(WT%);CAO(WT%);MGO(WT%);MNO(WT%);BAO(WT%);NIO(WT%);K2O(WT%);;;;;;;;NA2O(WT%);P2O5(WT%);H2O(WT%);H2OP(WT%);H2OM(WT%);CO2(WT%);F(WT%);LOI(WT%);K(WT%);;;;HE(CCMSTP/G);BE(PPM);F(PPM);;;;NE22(CCMSTP/G);S(PPM);CL(PPM);AR36(CCMSTP/G);AR40(MOL/G): altern. values or methods;;;;SC(PPM): altern. values or methods;;;;V(PPM): altern. values or methods;;;;CR(PPM): altern. values or methods;;;;MN(PPM);CO(PPM): altern. values or methods;;;;NI(PPM): altern. values or methods;;;;CU(PPM): altern. values or methods;;;;ZN(PPM): altern. values or methods;;;;GA(PPM);GE(PPM);AS(PPM);RB(PPM): altern. values or methods;;;;SR(PPM): altern. values or methods;;;;Y(PPM): altern. values or methods;;;;ZR(PPM): altern. values or methods;;;;NB(PPM);MO(PPM);CD(PPM);SN(PPM);SB(PPM);TE(PPM);CS(PPM);BA(PPM): altern. values or methods;;;;LA(PPM): altern. values or methods;;;;CE(PPM);PR(PPM);ND(PPM): altern. values or methods;;;;SM(PPM): altern. values or methods;;;;EU(PPM);GD(PPM);TB(PPM);DY(PPM);HO(PPM);ER(PPM);TM(PPM);YB(PPM);LU(PPM);HF(PPM);TA(PPM);W(PPM);RE(PPT): altern. values or methods;;;;AU(PPB);TL(PPM);PB(PPM);BI(PPM);TH(PPM);U(PPM);ND143_ND144;SM147_ND144;SR87_SR86;RB87_SR86;PB206_PB204;PB207_PB204;PB208_PB204;PB208_PB206;HE3_HE4(R/R(A));AR38_AR36;AR40_AR36;KR78_KR84;KR80_KR84;KR82_KR84;KR83_KR84;KR86_KR84;XE124_XE132;XE126_XE132;XE128_XE132;XE129_XE132;XE130_XE132;XE131_XE132;XE134_XE132;XE136_XE132;TH230_TH232_ACT;U238_TH232_ACT;D18O(PER MIL);D18O(VS SMOW);D18O(VS VSMOW);D34S(VS CDT);DD(VS VSMOW);ALBITE(MOL%);ANORTHITE(MOL%);FORSTERITE(MOL%);MAGNETITE(MOL%);ORTHOCLASE(MOL%);ULVOSPINEL(MOL%);AGE(KA);AGE(MA);
2010;[14135] VAN DER ZANDER I. (2010);samp. WD-354;272786;HAWAIIAN ISLANDS / OAHU / WAIANAE / SHIELD STAGE / KAMEILE^UNU MEMBER;MAUNA KUWALE;21.48;-158.121;21.48;-158.121;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;ICELANDITE;;"BASALTIC; DIKE/SILL";2800000;3900000;PLIOCENE;;;;;WHOLE ROCK;;;;;;53.31;3.91;13.43;;;;;9.82;;9.08;4.91;0.17;;;1;XRF;;;;;;;3.06;0.79;;;;;;1.89;;;;;;;;;;;;;;;;;;;29;XRF;;;356;XRF;;;36;XRF;;;;50;XRF;;;49;XRF;;;81;XRF;;;158;XRF;;;;;;17;XRF;;;568;XRF;;;56;XRF;;;315;XRF;;;26;;;;;;;453;XRF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010;[14135] VAN DER ZANDER I. (2010);samp. OW-109C;;HAWAIIAN ISLANDS / OAHU / WAIANAE / SHIELD STAGE / KAMEILE^UNU MEMBER;MAUNA KUWALE;21.463;-158.15;21.463;-158.15;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;ICELANDITE;;"BASALTIC; DIKE/SILL";2800000;3900000;PLIOCENE;;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);OLIVINE;;;CORE;PRIMARY;39.2;;;;;;;17.5;;0.19;42.9;0.24;;0.33;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;81.4;;;;;;
2010;[14135] VAN DER ZANDER I. (2010);samp. OW-109C;;HAWAIIAN ISLANDS / OAHU / WAIANAE / SHIELD STAGE / KAMEILE^UNU MEMBER;MAUNA KUWALE;21.463;-158.15;21.463;-158.15;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;ICELANDITE;;"BASALTIC; DIKE/SILL";2800000;3900000;PLIOCENE;;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);OLIVINE;;;CORE;PRIMARY;38.7;;;;;;;21.2;;0.28;39.7;0.29;;0.27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;77;;;;;;
2010;[14135] VAN DER ZANDER I. (2010);samp. OW-109C;;HAWAIIAN ISLANDS / OAHU / WAIANAE / SHIELD STAGE / KAMEILE^UNU MEMBER;MAUNA KUWALE;21.463;-158.15;21.463;-158.15;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;ICELANDITE;;"BASALTIC; DIKE/SILL";2800000;3900000;PLIOCENE;;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);OLIVINE;;;RIM;PRIMARY;38.7;;;;;;;22.3;;0.27;38.7;0.36;;0.23;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;75.6;;;;;;
2010;[14135] VAN DER ZANDER I. (2010);samp. OW-4;;HAWAIIAN ISLANDS / OAHU / WAIANAE / SHIELD STAGE / KAMEILE^UNU MEMBER;MAUNA KUWALE;21.466;-158.129;21.466;-158.129;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;ICELANDITE;;"BASALTIC; LAVA";2800000;3900000;PLIOCENE;;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);PLAGIOCLASE;;;CORE;PRIMARY;57;;26.4;;;;1.29;;;9;;;;;0.46;EMP (EPMA);;;;;;;6.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;43.7;;;;;;;
2010;[14135] VAN DER ZANDER I. (2010);samp. OW-4;;HAWAIIAN ISLANDS / OAHU / WAIANAE / SHIELD STAGE / KAMEILE^UNU MEMBER;MAUNA KUWALE;21.466;-158.129;21.466;-158.129;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;ICELANDITE;;"BASALTIC; LAVA";2800000;3900000;PLIOCENE;;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);PLAGIOCLASE;;;RIM;PRIMARY;59;;24.8;;;;0.4;;;6.81;;;;;0.6;EMP (EPMA);;;;;;;7.23;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;33;;;;;;;
2010;[14135] VAN DER ZANDER I. (2010);samp. OW-4;;HAWAIIAN ISLANDS / OAHU / WAIANAE / SHIELD STAGE / KAMEILE^UNU MEMBER;MAUNA KUWALE;21.466;-158.129;21.466;-158.129;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;ICELANDITE;;"BASALTIC; LAVA";2800000;3900000;PLIOCENE;;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);PLAGIOCLASE;;;CORE;PRIMARY;57.4;;25.9;;;;0.44;;;8.21;;;;;0.41;EMP (EPMA);;;;;;;6.65;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;39.6;;;;;;;
2010;[14135] VAN DER ZANDER I. (2010);samp. OW-4;;HAWAIIAN ISLANDS / OAHU / WAIANAE / SHIELD STAGE / KAMEILE^UNU MEMBER;MAUNA KUWALE;21.466;-158.129;21.466;-158.129;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;ICELANDITE;;"BASALTIC; LAVA";2800000;3900000;PLIOCENE;;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);PLAGIOCLASE;;;RIM;PRIMARY;60;;24.1;;;;0.43;;;5.95;;;;;0.7;EMP (EPMA);;;;;;;7.68;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28.8;;;;;;;
2010;[14135] VAN DER ZANDER I. (2010);samp. 1.1.42;272775;HAWAIIAN ISLANDS / OAHU / WAIANAE / SHIELD STAGE / KAMEILE^UNU MEMBER;VICINITY OF KOLEKOLE PASS;21.462;-158.15;21.462;-158.15;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;ICELANDITE;;DIKE/SILL;2800000;3900000;PLIOCENE;;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);PLAGIOCLASE;;;CORE;PRIMARY;55.9;;27.2;;;;0.64;;;9.78;;;;;0.33;EMP (EPMA);;;;;;;5.78;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;47.4;;;;;;;
2010;[14135] VAN DER ZANDER I. (2010);samp. 1.1.42;272775;HAWAIIAN ISLANDS / OAHU / WAIANAE / SHIELD STAGE / KAMEILE^UNU MEMBER;VICINITY OF KOLEKOLE PASS;21.462;-158.15;21.462;-158.15;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;ICELANDITE;;DIKE/SILL;2800000;3900000;PLIOCENE;;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);PLAGIOCLASE;;;CORE;PRIMARY;58.5;;26.2;;;;0.59;;;8.38;;;;;0.43;EMP (EPMA);;;;;;;6.77;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;39.6;;;;;;;
2010;[14135] VAN DER ZANDER I. (2010);samp. 1.1.42;272775;HAWAIIAN ISLANDS / OAHU / WAIANAE / SHIELD STAGE / KAMEILE^UNU MEMBER;VICINITY OF KOLEKOLE PASS;21.462;-158.15;21.462;-158.15;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;ICELANDITE;;DIKE/SILL;2800000;3900000;PLIOCENE;;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);PLAGIOCLASE;;;RIM;PRIMARY;56.8;;26.4;;;;0.86;;;9.15;;;;;0.34;EMP (EPMA);;;;;;;6.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;44.4;;;;;;;
2010;[14135] VAN DER ZANDER I. (2010);samp. WD-21;;HAWAIIAN ISLANDS / OAHU / WAIANAE / SHIELD STAGE / KAMEILE^UNU MEMBER;MAUNA KUWALE;21.468;-158.147;21.468;-158.147;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;ICELANDITE;;"BASALTIC; DIKE/SILL";2800000;3900000;PLIOCENE;;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);PLAGIOCLASE;;;CORE;PRIMARY;52;;29.8;;;;0.64;;;13.3;;;;;0.12;EMP (EPMA);;;;;;;3.97;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;64.4;;;;;;;
2010;[14135] VAN DER ZANDER I. (2010);samp. WD-21;;HAWAIIAN ISLANDS / OAHU / WAIANAE / SHIELD STAGE / KAMEILE^UNU MEMBER;MAUNA KUWALE;21.468;-158.147;21.468;-158.147;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;ICELANDITE;;"BASALTIC; DIKE/SILL";2800000;3900000;PLIOCENE;;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);PLAGIOCLASE;;;RIM;PRIMARY;54.7;;27.5;;;;0.84;;;11;;;;;0.24;EMP (EPMA);;;;;;;5.16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;53.3;;;;;;;
2010;[14135] VAN DER ZANDER I. (2010);samp. WD-65;272781;HAWAIIAN ISLANDS / OAHU / WAIANAE / SHIELD STAGE / KAMEILE^UNU MEMBER;MAUNA KUWALE;21.473;-158.119;21.473;-158.119;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;ICELANDITE;;"BASALTIC; DIKE/SILL";2800000;3900000;PLIOCENE;;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);PLAGIOCLASE;;;CORE;PRIMARY;54.5;;28.2;;;;0.78;;;11.1;;;;;0.2;EMP (EPMA);;;;;;;5.15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;53.7;;;;;;;
2010;[14135] VAN DER ZANDER I. (2010);samp. WD-65;272781;HAWAIIAN ISLANDS / OAHU / WAIANAE / SHIELD STAGE / KAMEILE^UNU MEMBER;MAUNA KUWALE;21.473;-158.119;21.473;-158.119;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;ICELANDITE;;"BASALTIC; DIKE/SILL";2800000;3900000;PLIOCENE;;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);PLAGIOCLASE;;;CORE;PRIMARY;61.2;;23.8;;;;0.38;;;5.81;;;;;0.63;EMP (EPMA);;;;;;;7.84;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28;;;;;;;
2010;[14135] VAN DER ZANDER I. (2010);samp. WD-65;272781;HAWAIIAN ISLANDS / OAHU / WAIANAE / SHIELD STAGE / KAMEILE^UNU MEMBER;MAUNA KUWALE;21.473;-158.119;21.473;-158.119;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;ICELANDITE;;"BASALTIC; DIKE/SILL";2800000;3900000;PLIOCENE;;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);PLAGIOCLASE;;;RIM;PRIMARY;56.3;;26.7;;;;0.92;;;9.74;;;;;0.36;EMP (EPMA);;;;;;;5.86;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;46.9;;;;;;;
2010;[14135] VAN DER ZANDER I. (2010);samp. WD-65;272781;HAWAIIAN ISLANDS / OAHU / WAIANAE / SHIELD STAGE / KAMEILE^UNU MEMBER;MAUNA KUWALE;21.473;-158.119;21.473;-158.119;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;ICELANDITE;;"BASALTIC; DIKE/SILL";2800000;3900000;PLIOCENE;;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);PLAGIOCLASE;;;CORE;PRIMARY;58.5;;26.1;;;;0.51;;;8.03;;;;;0.4;EMP (EPMA);;;;;;;6.89;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;38.3;;;;;;;
2010;[14135] VAN DER ZANDER I. (2010);samp. WD-65;272781;HAWAIIAN ISLANDS / OAHU / WAIANAE / SHIELD STAGE / KAMEILE^UNU MEMBER;MAUNA KUWALE;21.473;-158.119;21.473;-158.119;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;ICELANDITE;;"BASALTIC; DIKE/SILL";2800000;3900000;PLIOCENE;;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);PLAGIOCLASE;;;RIM;PRIMARY;61.6;;24.1;;;;0.47;;;5.78;;;;;0.61;EMP (EPMA);;;;;;;8.03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27.5;;;;;;;
2010;[14135] VAN DER ZANDER I. (2010);samp. WD-65;272781;HAWAIIAN ISLANDS / OAHU / WAIANAE / SHIELD STAGE / KAMEILE^UNU MEMBER;MAUNA KUWALE;21.473;-158.119;21.473;-158.119;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;ICELANDITE;;"BASALTIC; DIKE/SILL";2800000;3900000;PLIOCENE;;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);PLAGIOCLASE;;;RIM;PRIMARY;57;;26.7;;;;0.69;;;9.13;;;;;0.41;EMP (EPMA);;;;;;;6.15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;44;;;;;;;
2010;[14135] VAN DER ZANDER I. (2010);samp. WD-320;272785;HAWAIIAN ISLANDS / OAHU / WAIANAE / SHIELD STAGE / KAMEILE^UNU MEMBER;MAUNA KUWALE;21.469;-158.119;21.469;-158.119;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;ICELANDITE;;DIKE/SILL;2800000;3900000;PLIOCENE;;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);PLAGIOCLASE;;;CORE;PRIMARY;55.5;;27.5;;;;0.66;;;10.3;;;;;0.29;EMP (EPMA);;;;;;;5.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;50;;;;;;;
2010;[14135] VAN DER ZANDER I. (2010);samp. WD-320;272785;HAWAIIAN ISLANDS / OAHU / WAIANAE / SHIELD STAGE / KAMEILE^UNU MEMBER;MAUNA KUWALE;21.469;-158.119;21.469;-158.119;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;ICELANDITE;;DIKE/SILL;2800000;3900000;PLIOCENE;;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);PLAGIOCLASE;;;CORE;PRIMARY;58;;26;;;;0.62;;;8.26;;;;;0.4;EMP (EPMA);;;;;;;6.69;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;39.6;;;;;;;
2010;[14135] VAN DER ZANDER I. (2010);samp. WD-320;272785;HAWAIIAN ISLANDS / OAHU / WAIANAE / SHIELD STAGE / KAMEILE^UNU MEMBER;MAUNA KUWALE;21.469;-158.119;21.469;-158.119;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;ICELANDITE;;DIKE/SILL;2800000;3900000;PLIOCENE;;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);PLAGIOCLASE;;;RIM;PRIMARY;57.1;;26.4;;;;0.77;;;9.12;;;;;0.34;EMP (EPMA);;;;;;;6.24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;43.8;;;;;;;
2010;[14135] VAN DER ZANDER I. (2010);samp. OW-109C;;HAWAIIAN ISLANDS / OAHU / WAIANAE / SHIELD STAGE / KAMEILE^UNU MEMBER;MAUNA KUWALE;21.463;-158.15;21.463;-158.15;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;ICELANDITE;;"BASALTIC; DIKE/SILL";2800000;3900000;PLIOCENE;;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);PLAGIOCLASE;;;CORE;PRIMARY;51.4;;31.2;;;;0.76;;;14;;;;;0.21;EMP (EPMA);;;;;;;3.47;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68.2;;;;;;;
2010;[14135] VAN DER ZANDER I. (2010);samp. OW-109C;;HAWAIIAN ISLANDS / OAHU / WAIANAE / SHIELD STAGE / KAMEILE^UNU MEMBER;MAUNA KUWALE;21.463;-158.15;21.463;-158.15;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;ICELANDITE;;"BASALTIC; DIKE/SILL";2800000;3900000;PLIOCENE;;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);PLAGIOCLASE;;;RIM;PRIMARY;59.1;;25.4;;;;0.81;;;7.65;;;;;0.68;EMP (EPMA);;;;;;;7.01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;36.2;;;;;;;
2010;[14135] VAN DER ZANDER I. (2010);samp. OW-109C;;HAWAIIAN ISLANDS / OAHU / WAIANAE / SHIELD STAGE / KAMEILE^UNU MEMBER;MAUNA KUWALE;21.463;-158.15;21.463;-158.15;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;ICELANDITE;;"BASALTIC; DIKE/SILL";2800000;3900000;PLIOCENE;;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);PLAGIOCLASE;;;CORE;PRIMARY;51.9;;30.7;;;;0.67;;;13.8;;;;;0.18;EMP (EPMA);;;;;;;3.69;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;66.7;;;;;;;
2010;[14135] VAN DER ZANDER I. (2010);samp. OW-109C;;HAWAIIAN ISLANDS / OAHU / WAIANAE / SHIELD STAGE / KAMEILE^UNU MEMBER;MAUNA KUWALE;21.463;-158.15;21.463;-158.15;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;ICELANDITE;;"BASALTIC; DIKE/SILL";2800000;3900000;PLIOCENE;;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);PLAGIOCLASE;;;RIM;PRIMARY;53.5;;29.6;;;;0.71;;;12.6;;;;;0.27;EMP (EPMA);;;;;;;4.41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60.3;;;;;;;
2010;[14135] VAN DER ZANDER I. (2010);samp. OW-4;;HAWAIIAN ISLANDS / OAHU / WAIANAE / SHIELD STAGE / KAMEILE^UNU MEMBER;MAUNA KUWALE;21.466;-158.129;21.466;-158.129;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;ICELANDITE;;"BASALTIC; LAVA";2800000;3900000;PLIOCENE;;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);PYROXENE;;;CORE;PRIMARY;52.2;0.94;1.86;0;;;;9.41;;19.1;15.9;0.29;;;;;;;;;;;0.37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
