Year;CITATION;SAMPLE NAME;UNIQUE_ID;LOCATION;LOCATION COMMENT;LATITUDE (MIN.);LONGITUDE (MIN.);LATITUDE (MAX.);LONGITUDE (MAX.);ELEVATION (MIN.);ELEVATION (MAX.);SAMPLING TECHNIQUE;DRILLING DEPTH (MIN.);DRILLING DEPTH (MAX.);LAND/SEA (SAMPLING);ROCK TYPE;ROCK NAME;ROCK TEXTURE;SAMPLE COMMENT;AGE (MIN.);AGE (MAX.);GEOLOGICAL AGE;GEOLOGICAL AGE PREFIX;ERUPTION YEAR;ALTERATION;ALTERATION TYPE;TYPE OF MATERIAL;MINERAL / COMPONENT;SPOT (MINERAL);CRYSTAL;RIM / CORE (MINERAL GRAINS);PRIMARY/SECONDARY;SIO2(WT%);TIO2(WT%);AL2O3(WT%);CR2O3(WT%);V2O3(WT%);FE2O3T(WT%);FE2O3(WT%);FEOT(WT%);FEO(WT%);CAO(WT%);MGO(WT%);MNO(WT%);BAO(WT%);NIO(WT%);K2O(WT%);;;;;;;;NA2O(WT%);P2O5(WT%);H2O(WT%);H2OP(WT%);H2OM(WT%);CO2(WT%);F(WT%);LOI(WT%);K(WT%);;;;HE(CCMSTP/G);BE(PPM);F(PPM);;;;NE22(CCMSTP/G);S(PPM);CL(PPM);AR36(CCMSTP/G);AR40(MOL/G): altern. values or methods;;;;SC(PPM): altern. values or methods;;;;V(PPM): altern. values or methods;;;;CR(PPM): altern. values or methods;;;;MN(PPM);CO(PPM): altern. values or methods;;;;NI(PPM): altern. values or methods;;;;CU(PPM): altern. values or methods;;;;ZN(PPM): altern. values or methods;;;;GA(PPM);GE(PPM);AS(PPM);RB(PPM): altern. values or methods;;;;SR(PPM): altern. values or methods;;;;Y(PPM): altern. values or methods;;;;ZR(PPM): altern. values or methods;;;;NB(PPM);MO(PPM);CD(PPM);SN(PPM);SB(PPM);TE(PPM);CS(PPM);BA(PPM): altern. values or methods;;;;LA(PPM): altern. values or methods;;;;CE(PPM);PR(PPM);ND(PPM): altern. values or methods;;;;SM(PPM): altern. values or methods;;;;EU(PPM);GD(PPM);TB(PPM);DY(PPM);HO(PPM);ER(PPM);TM(PPM);YB(PPM);LU(PPM);HF(PPM);TA(PPM);W(PPM);RE(PPT): altern. values or methods;;;;AU(PPB);TL(PPM);PB(PPM);BI(PPM);TH(PPM);U(PPM);ND143_ND144;SM147_ND144;SR87_SR86;RB87_SR86;PB206_PB204;PB207_PB204;PB208_PB204;PB208_PB206;HE3_HE4(R/R(A));AR38_AR36;AR40_AR36;KR78_KR84;KR80_KR84;KR82_KR84;KR83_KR84;KR86_KR84;XE124_XE132;XE126_XE132;XE128_XE132;XE129_XE132;XE130_XE132;XE131_XE132;XE134_XE132;XE136_XE132;TH230_TH232_ACT;U238_TH232_ACT;D18O(PER MIL);D18O(VS SMOW);D18O(VS VSMOW);D34S(VS CDT);DD(VS VSMOW);ALBITE(MOL%);ANORTHITE(MOL%);FORSTERITE(MOL%);MAGNETITE(MOL%);ORTHOCLASE(MOL%);ULVOSPINEL(MOL%);AGE(KA);AGE(MA);
1981;[1516] CONDOMINES M. (1981);samp. H70-14;19711;ICELAND / ICELAND / HEKLA;ÖLDU CRATERS;64.02;-19.65;64.02;-19.65;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;ICELANDITE;;;;;HOLOCENE;;1970;;;WHOLE ROCK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.49;1.36;;;;;;;;;;;;;;;;;;;;;;;;;1.06;0.91;;;;;;;;;;;;;;
1977;[1574] MCDOUGALL I. (1977);samp. NT13;;ICELAND / ICELAND;BORGARFJÖRDUR AREA, NORDURARDALUR, EAST OF BIFRÖST;64.7;-20.9;64.7;-20.9;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;ICELANDITE;;;;;;;;;;WHOLE ROCK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.8672;AES;0.8671;AES;;;;;;;;;;;9.551E-12;MS;9.611E-12;MS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6200;;
1977;[1574] MCDOUGALL I. (1977);samp. NT12;;ICELAND / ICELAND;BORGARFJÖRDUR AREA, NORDURARDALUR, EAST OF BIFRÖST;64.7;-20.9;64.7;-20.9;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;ICELANDITE;;;;;;;;;;WHOLE ROCK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.9452;AES;0.9504;AES;;;;;;;;;;;1.0486E-11;MS;1.0645E-11;MS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6250;;
1987;[2056] RIDGEWAY J. (1987);samp. F2;40064;SOLOMON ISLAND ARC / SOLOMON ISLAND ARC - WESTERN PROVINCE / SHORTLAND ISLANDS - FAURO ISLAND GROUP;FAURO;-6.5;155.5;-7.5;156.5;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;ICELANDITE;;;;;;;;;;WHOLE ROCK;;;;;;57.85;0.99;13.36;;;;6.83;;3.81;6.21;4.7;0.14;;;0.3;NOT;;;;;;;2.77;0.07;;;0.18;;;2.04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1993;[2170] GREEN J. C. (1993);samp. D-91;33991;MIDCONTINENT RIFT SYSTEM-KEWEENAWAN / NORTH SHORE VOLCANIC GROUP / 40TH AVENUE EAST FLOW;;46.75;-89.7;48;-92.1;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;ICELANDITE;;LAVA FLOW;1100000000;1100000000;PROTEROZOIC;MESO;;;;WHOLE ROCK;;;;;;67.7;0.53;12.6;;;;;6.16;;1.13;0.22;0.05;;;4.85;NOT;;;;;;;3.95;0.1;;;;;;1.23;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;170;NOT;;;100;NOT;;;;;;;750;NOT;;;54;;;;;;;1000;NOT;;;74.8;NOT;;;;;;;;;;;;;;;;;;;;9.6;;21;3.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1993;[2170] GREEN J. C. (1993);samp. D-31A;33992;MIDCONTINENT RIFT SYSTEM-KEWEENAWAN / NORTH SHORE VOLCANIC GROUP / LESTER PARK FLOW;SHORELINE FROM DULUTH TO TOFTE;46.75;-89.7;48;-92.1;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;ICELANDITE;;LAVA FLOW;1100000000;1100000000;PROTEROZOIC;MESO;;;;WHOLE ROCK;;;;;;67.8;0.52;12.2;;;;;5.52;;2.19;0.27;0.06;;;4.88;NOT;;;;;;;3.42;0.07;;;;;;2.31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;170;NOT;;;50;NOT;;;;;;;1100;NOT;;;70;;;;;;;1100;NOT;;;109;NOT;;;;;;;;;;;;;;;;;;;;12.7;;24;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1993;[2170] GREEN J. C. (1993);samp. MI-2;33993;MIDCONTINENT RIFT SYSTEM-KEWEENAWAN / NORTH SHORE VOLCANIC GROUP / RANGELINE FLOW;;46.75;-89.7;48;-92.1;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;ICELANDITE;;LAVA FLOW;1100000000;1100000000;PROTEROZOIC;MESO;;;;WHOLE ROCK;;;;;;62.6;1.09;12.01;;;;;9.38;;2.22;1.4;0.12;;;4.15;NOT;;;;;;;4.04;0.28;;1.72;;0.04;;1.77;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;81.5;NOT;;;;;;;;;;;;;;;;;;;;9;;19;3.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1997;[2175] VERVOORT J. D. (1997);samp. D-28;;MIDCONTINENT RIFT SYSTEM-KEWEENAWAN / NORTH SHORE VOLCANIC GROUP / CITY HALL FLOW;;46.75;-89.7;48;-92.1;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;ICELANDITE;APHANITIC, PORPHYRITIC;;;;PROTEROZOIC;MESO;;;;WHOLE ROCK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;84.62;TIMS_ID;;;17.99;TIMS_ID;;;;;;;;;;;;;;;;;;;;;;;;;0.512093;0.1285;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1997;[2175] VERVOORT J. D. (1997);samp. D-31A;33992;MIDCONTINENT RIFT SYSTEM-KEWEENAWAN / NORTH SHORE VOLCANIC GROUP / LESTER PARK FLOW;SHORELINE FROM DULUTH TO TOFTE;46.75;-89.7;48;-92.1;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;ICELANDITE;VERY FINE-GRAINED, PORPHYRITIC;;;;PROTEROZOIC;MESO;;;;WHOLE ROCK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;111.73;TIMS_ID;;;24.47;TIMS_ID;;;;;;;;;;;;;;;;;;;;;;;;;0.512165;0.1324;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1997;[2175] VERVOORT J. D. (1997);samp. D-91;33991;MIDCONTINENT RIFT SYSTEM-KEWEENAWAN / NORTH SHORE VOLCANIC GROUP / 40TH AVENUE EAST FLOW;;46.75;-89.7;48;-92.1;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;ICELANDITE;APHANITIC, PORPHYRITIC;VAGUELY LAMINATED;;;PROTEROZOIC;MESO;;;;WHOLE ROCK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;70.98;TIMS_ID;;;15.42;TIMS_ID;;;;;;;;;;;;;;;;;;;;;;;;;0.51209;0.1313;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1997;[2175] VERVOORT J. D. (1997);samp. F-21;;MIDCONTINENT RIFT SYSTEM-KEWEENAWAN / NORTH SHORE VOLCANIC GROUP / FINLAND FLOW;;46.75;-89.7;48;-92.1;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;ICELANDITE;APHANITIC, PORPHYRITIC;;;;PROTEROZOIC;MESO;;;;WHOLE ROCK;;;;;;63.22;1.2;10.61;;;;8.73;;1.43;1.49;1.81;0.09;;;4.95;NOT;;;;;;;2.69;0.35;2.8;;;;;;;;;;;;;;;;;;;;;;;;15.3;NOT;;;;;;;;;;;;10;NOT;;;;;;;;;;;;;;;;;;150;NOT;;;;;;;94;NOT;;;640;NOT;;;48;;;;;;0.7;;;;;76.4;NOT;;;158;;79.33;TIMS_ID;75;NOT;17.99;TIMS_ID;15.4;NOT;4.6;;3;;;;;9.5;1.38;21;2.6;;;;;;;;;;12;;0.512129;0.1371;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1997;[2175] VERVOORT J. D. (1997);samp. MC-3B;;MIDCONTINENT RIFT SYSTEM-KEWEENAWAN / NORTH SHORE VOLCANIC GROUP / DERONDA BAY FLOW;;46.75;-89.7;48;-92.1;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;ICELANDITE;VERY FINE-GRAINED, APHYRIC;;;;PROTEROZOIC;MESO;;;;WHOLE ROCK;;;;;;60.21;0.96;14.64;;;;2.71;;5.82;3.56;0.85;0.17;;;3.92;NOT;;;;;;;3.66;0.5;1.24;;;;;;;;;;;;;;;;;;;;;;;;10.6;NOT;;;;;;;5;NOT;;;;10;NOT;;;;;;;;;;;90;NOT;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;65.3;NOT;;;157;;84.44;TIMS_ID;;;15.91;TIMS_ID;16;NOT;4.7;;1.8;;;;;3.9;0.58;13.1;3.3;;;;;;;;;;10.3;;0.511805;0.1138;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1997;[2175] VERVOORT J. D. (1997);samp. MI-2;33993;MIDCONTINENT RIFT SYSTEM-KEWEENAWAN / NORTH SHORE VOLCANIC GROUP / RANGELINE FLOW;;46.75;-89.7;48;-92.1;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;ICELANDITE;VERY FINE-GRAINED, PORPHYRITIC;;;;PROTEROZOIC;MESO;;;;WHOLE ROCK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;80.17;TIMS_ID;;;16.82;TIMS_ID;;;;;;;;;;;;;;;;;;;;;;;;;0.511849;0.1268;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1997;[2175] VERVOORT J. D. (1997);samp. NL-2;;MIDCONTINENT RIFT SYSTEM-KEWEENAWAN / NORTH SHORE VOLCANIC GROUP / BRULE RIVER FLOW;;46.75;-89.7;48;-92.1;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;ICELANDITE;AMYGDALOIDAL, APHANITIC, PORPHYRITIC;FLOW-BANDED, BRECCIATED;;;PROTEROZOIC;MESO;;;;WHOLE ROCK;;;;;;66.2;0.55;14.9;;;;1.36;;4.9;1.7;1.1;0.1;;;2.57;NOT;;;;;;;4.6;0.09;0.85;;;;;;;;;;;;;;;;;;;;;;;;7.1;NOT;;;;;;;20;NOT;;;;2;NOT;;;6;NOT;;;;;;;140;NOT;;;;;;90;NOT;;;430;NOT;;;70;NOT;;;660;NOT;;;60;;;;;;1.8;900;NOT;;;105;NOT;;;215;;98.59;TIMS_ID;105;NOT;19.27;TIMS_ID;19.8;NOT;5.1;;1.8;;;;;4.5;0.65;17;4;;;;;;;;;;16;1.6;0.511909;0.1182;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1998;[2414] EWART A. (1998);samp. SMG032;;ETENDEKA PROVINCE / SOUTHERN ETENDEKA PROVINCE - NAMIBIA / TAFELBERG FORMATION;GOBOBOSEB MOUNTAINS, COPPER VALLEY;-21.09;14.01;-21.57;14.38;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;ICELANDITE;;;132000000;132000000;CRETACEOUS;;;;;WHOLE ROCK;;;;;;58.44;1.71;13.22;;;;;12.42;;6.26;2.61;0.17;;;2.35;XRF;;;;;;;2.58;0.24;;;;;;;;;;;;;;;;;;;;;;;;;34;XRF;;;318;XRF;;;9.3;XRF;;;;43;XRF;;;9.5;XRF;;;50;XRF;;;109;XRF;;;;;;88.6;XRF;;;197;XRF;;;40.3;XRF;;;215;XRF;;;15.8;;;;;;;440;XRF;;;32.8;INAA;;;70.1;;34.4;INAA;;;6.8;INAA;;;1.9;6.9;1.3;;1.4;;;3.8;0.56;5.3;1.7;;;;;;;;4.4;;8.6;2.1;0.512163;;0.716178;;18.853;15.701;39.046;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1982;[3723] TURNER C. C. (1982);samp. F3-12471;40065;SOLOMON ISLAND ARC / SOLOMON ISLAND ARC - WESTERN PROVINCE / SHORTLAND ISLANDS - FAURO ISLAND GROUP;FAURO;-6.5;155.5;-7.5;156.5;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;ICELANDITE;;;;;;;;;;WHOLE ROCK;;;;;;62.95;1.04;12.86;;;;5.08;;3.63;1.38;4.99;0.3;;;0.24;NOT;;;;;;;4.54;0.07;;;0.12;;;3.54;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1997;[4874] DAVIS D. W. (1997);samp. DD88-4;;MIDCONTINENT RIFT SYSTEM-KEWEENAWAN / NORTH SHORE VOLCANIC GROUP / 40TH AVENUE EAST FLOW;ELY^ PEAK, 1600 M ABOVE BASE OF SOUTHWEST LIMB OF THE NORTH SHORE VOLCANIC GROUP IN THE CITY OF DULUTH;46.75;-92.17;46.75;-92.17;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;ICELANDITE;;;1100000000;1100000000;PROTEROZOIC;MESO;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);ZIRCON;;;;PRIMARY;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.7;;;94;;;;;;245.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1100;
1997;[4874] DAVIS D. W. (1997);samp. DD88-4;;MIDCONTINENT RIFT SYSTEM-KEWEENAWAN / NORTH SHORE VOLCANIC GROUP / 40TH AVENUE EAST FLOW;ELY^ PEAK, 1600 M ABOVE BASE OF SOUTHWEST LIMB OF THE NORTH SHORE VOLCANIC GROUP IN THE CITY OF DULUTH;46.75;-92.17;46.75;-92.17;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;ICELANDITE;;;1100000000;1100000000;PROTEROZOIC;MESO;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);ZIRCON;;;;PRIMARY;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9.4;;;85;;;;;;145.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1098;
1997;[4874] DAVIS D. W. (1997);samp. DD88-4;;MIDCONTINENT RIFT SYSTEM-KEWEENAWAN / NORTH SHORE VOLCANIC GROUP / 40TH AVENUE EAST FLOW;ELY^ PEAK, 1600 M ABOVE BASE OF SOUTHWEST LIMB OF THE NORTH SHORE VOLCANIC GROUP IN THE CITY OF DULUTH;46.75;-92.17;46.75;-92.17;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;ICELANDITE;;;1100000000;1100000000;PROTEROZOIC;MESO;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);ZIRCON;;;;PRIMARY;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;;129;;;;;;307.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1098.8;
1997;[4874] DAVIS D. W. (1997);samp. DD88-4;;MIDCONTINENT RIFT SYSTEM-KEWEENAWAN / NORTH SHORE VOLCANIC GROUP / 40TH AVENUE EAST FLOW;ELY^ PEAK, 1600 M ABOVE BASE OF SOUTHWEST LIMB OF THE NORTH SHORE VOLCANIC GROUP IN THE CITY OF DULUTH;46.75;-92.17;46.75;-92.17;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;ICELANDITE;;;1100000000;1100000000;PROTEROZOIC;MESO;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);ZIRCON;;;;PRIMARY;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.8;;;109;;;;;;435;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1097.6;
1999;[5889] PARK Y.-R. (1999);samp. D13;;MIDCONTINENT RIFT SYSTEM-KEWEENAWAN / NORTH SHORE VOLCANIC GROUP / LAKESIDE LAVAS;SHORELINE FROM DULUTH TO TOFTE;46.78;-90.8;47.7;-92.1;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;ICELANDITE;;;;;;;;;;WHOLE ROCK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.99;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12.1;;-71;;;;;;;;;
1999;[5889] PARK Y.-R. (1999);samp. D14;;MIDCONTINENT RIFT SYSTEM-KEWEENAWAN / NORTH SHORE VOLCANIC GROUP / LAKESIDE LAVAS;SHORELINE FROM DULUTH TO TOFTE;46.78;-90.8;47.7;-92.1;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;ICELANDITE;;;;;;;;;;WHOLE ROCK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.63;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10.6;;-95;;;;;;;;;
1999;[5889] PARK Y.-R. (1999);samp. D15;;MIDCONTINENT RIFT SYSTEM-KEWEENAWAN / NORTH SHORE VOLCANIC GROUP / LAKESIDE LAVAS;SHORELINE FROM DULUTH TO TOFTE;46.78;-90.8;47.7;-92.1;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;ICELANDITE;;;;;;;;;;WHOLE ROCK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11.1;;-73;;;;;;;;;
1999;[5889] PARK Y.-R. (1999);samp. D16;;MIDCONTINENT RIFT SYSTEM-KEWEENAWAN / NORTH SHORE VOLCANIC GROUP / LAKESIDE LAVAS;SHORELINE FROM DULUTH TO TOFTE;46.78;-90.8;47.7;-92.1;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;ICELANDITE;;;;;;;;;;WHOLE ROCK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11.1;;-72;;;;;;;;;
1999;[5889] PARK Y.-R. (1999);samp. D17;;MIDCONTINENT RIFT SYSTEM-KEWEENAWAN / NORTH SHORE VOLCANIC GROUP / LAKESIDE LAVAS;SHORELINE FROM DULUTH TO TOFTE;46.78;-90.8;47.7;-92.1;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;ICELANDITE;;;;;;;;;;WHOLE ROCK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.55;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-94;;;;;;;;;
1986;[6480] ASHCROFT J. (1986);samp. AU37661;;NEW ZEALAND / NORTH ISLAND / NORTHLAND VOLCANIC ZONE / KERIKERI;KAIKOHE-BAY OF ISLANDS;-35.3;173.9;-35.3;173.9;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;ICELANDITE;;;;;QUATERNARY;;;;;WHOLE ROCK;;;;;;57.86;0.99;16.97;;;7;;;;6.08;3.11;0.16;;;1.6;XRF;;;;;;;4.43;0.3;0.74;;;;;0.61;;;;;;;;;;;;;;;;;;;;;;;98;XRF;;;28;XRF;;;;;;;;31;XRF;;;45;XRF;;;119;XRF;;;;;;47;XRF;;;273;XRF;;;95;XRF;;;253;XRF;;;18;;;;;;;;;;;41;XRF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2003;[6893] MCBIRNEY A. R. (2003);samp. E-50;10507;GALAPAGOS ISLANDS / RABIDA (JERVIS);;-0.4;-90.67;-0.4;-90.67;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;ICELANDITE;PORPHYRITIC;;;;;;;;;WHOLE ROCK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;39.6;XRF;;;262.8;XRF;;;72.8;XRF;;;532.5;XRF;;;36.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2003;[7709] LAPIERRE H. (2003);samp. PG96-40;;NORTH AMERICAN CORDILLERA - PALEOZOIC / CANADIAN CORDILLERA / BRITISH COLUMBIA / MOUNT BOWRON;SLIDE MOUNTAIN TERRAIN;53.8;-122.2;53.8;-122.2;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;ICELANDITE;;;;;PERMIAN;;;;LOW-GRADE METAMORPHISM;WHOLE ROCK;;;;;;51.83;1.7;14.63;;;11.81;;;;8.91;6.42;0.18;;;0.13;NOT;;;;;;;3.45;0.15;;;;;;3.11;;;;;;;;;;;;;;;;;;;;;;;;;;;315.9;NOT;;;;;;;;65.3;NOT;;;;;;;;;;;;;;2.4;ICPMS;;;96;ICPMS;;;34.2;ICPMS;;;114;ICPMS;;;2.02;;;;;;;131;ICPMS;;;3.3;ICPMS;;;11.5;1.96;10.89;ICPMS;;;3.73;ICPMS;;;1.37;5.3;0.94;6.7;1.38;3.86;0.56;3.53;0.56;3.14;0.15;;;;;;;;0.45;;0.15;0.15;0.513106;0.198;;;19.104;15.582;38.558;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
