Year,CITATION,SAMPLE NAME,UNIQUE_ID,LOCATION,LOCATION COMMENT,LATITUDE (MIN.),LONGITUDE (MIN.),LATITUDE (MAX.),LONGITUDE (MAX.),SAMPLING TECHNIQUE,LAND/SEA (SAMPLING),ROCK TYPE,ROCK NAME,ROCK TEXTURE,SAMPLE COMMENT,AGE (MIN.),AGE (MAX.),GEOLOGICAL AGE,TYPE OF MATERIAL,MINERAL / COMPONENT,CRYSTAL,RIM / CORE (MINERAL GRAINS),PRIMARY/SECONDARY,SIO2(WT%),TIO2(WT%),AL2O3(WT%),CR2O3(WT%),V2O3(WT%),FE2O3T(WT%),FE2O3(WT%),FEOT(WT%),FEO(WT%),CAO(WT%),MGO(WT%),MNO(WT%),BAO(WT%),SRO(WT%),NIO(WT%),ZNO(WT%),K2O(WT%),NA2O(WT%),P2O5(WT%),H2O(WT%),H2OP(WT%),H2OM(WT%),CO2(WT%),F(WT%),CL(WT%),SO3(WT%),LOI(WT%),K(WT%): altern. values or methods,,,,F(PPM),AR40(CCMSTP/G): altern. values or methods,,,,SC(PPM),V(PPM),CR(PPM),CO(PPM),NI(PPM),CU(PPM),ZN(PPM),GA(PPM),GE(PPM),RB(PPM),SR(PPM),Y(PPM),ZR(PPM),NB(PPM),MO(PPM),SN(PPM),SB(PPM),BA(PPM),LA(PPM),CE(PPM),PR(PPM),ND(PPM),SM(PPM),EU(PPM),GD(PPM),TB(PPM),DY(PPM),HO(PPM),ER(PPM),TM(PPM),YB(PPM),LU(PPM),HF(PPM),TA(PPM),HG(PPB),PB(PPM),TH(PPM),U(PPM),ND143_ND144,SM147_ND144,SR87_SR86: altern. values or methods,,,,PB206_PB204,PB207_PB204,PB208_PB204,HF176_HF177,ALBITE(MOL%),ANORTHITE(MOL%),ENSTATITE(MOL%),FORSTERITE(MOL%),FERROSILITE(MOL%),MAGNETITE(MOL%),ORTHOCLASE(MOL%),ULVOSPINEL(MOL%),WOLLASTONITE(MOL%),AGE(KA): altern. values or methods,,,
"[1238] FITTON J. G.:   THE CAMEROON LINE, WEST AFRICA: A COMPARISON BETWEEN OCEANIC AND CONTINENTAL ALKALINE VOLCANISM |  SPEC. PUBL. GEOL. SOC. LONDON 30    [1987]  273-291  | doi: 10.1144/GSL.SP.1987.030.01.13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[1240] LEE DER-CHUEN, HALLIDAY A. N., FITTON J. G., POLI G.:   ISOTOPIC VARIATIONS WITH DISTANCE AND TIME IN THE VOLCANIC ISLANDS OF THE CAMEROON LINE: EVIDENCE FOR A MANTLE PLUME ORIGIN |  EARTH PLANET. SCI. LETT. 123    [1994]  119-138  | doi: 10.1016/0012-821X(94)90262-3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[1270] TROENNES R. G., PLANKE S., SUNDVOLL B., IMSLAND P.:   RECENT VOLCANIC ROCKS FROM JAN MAYEN: LOW-DEGREE MELT FRACTIONS OF ENRICHED NORTHEAST ATLANTIC MANTLE |  J. GEOPHYS. RES. B104    [1999]  7153-7168  | doi: 10.1029/1999JB900007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[1288] ABDEL-MONEM A. A., FERNANDEZ L. A., BOONE G. M.:   K-AR AGES FROM THE EASTERN AZORES GROUP (SANTA MARIA, SAO MIGUEL, AND THE FORMIGAS ISLANDS) |  LITHOS 8    [1975]  247-254  | doi: 10.1016/0024-4937(75)90008-0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[1314] DUNLOP H. M., FITTON J. G.:   A K-AR AND SR-ISOTOPIC STUDY OF THE VOLCANIC ISLAND OF PRINCIPE, WEST AFRICA - EVIDENCE FOR MANTLE HETEROGENEITY BENEATH THE GULF OF GUINEA |  CONTRIB. MINERAL. PETROL. 71    [1979]  125-131  | doi: 10.1007/BF00375428",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[1315] FITTON J. G., HUGHES D. J.:   PETROCHEMISTRY OF THE VOLCANIC ROCKS OF THE ISLAND OF PRINCIPE, GULF OF GUINEA |  CONTRIB. MINERAL. PETROL. 64    [1977]  257-272  | doi: 10.1007/BF00371757",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[1321] IMSLAND P.:   PETROLOGY, MINERALOGY AND EVOLUTION OF THE JAN MAYEN MAGMA SYSTEM |  VISINDAFELAG ISLENDINGA 43    [1984]  1-328 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[1474] BALLENTINE C. J., LEE DER-CHUEN, HALLIDAY A. N.:   HAFNIUM ISOTOPIC STUDIES OF THE CAMEROON LINE AND NEW HIMU PARADOXES |  CHEM. GEOL. 139    [1997]  111-124  | doi: 10.1016/S0009-2541(97)00028-4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[4082] KANEKO N., YOSHIDA T., AOKI K.:   GEOCHEMICAL STUDY OF ALKALINE ROCKS FROM OKI DOZEN ISLANDS. SHIMANE PREFECTURE |  RES. REPORT LAB. NUCLEAR SCI. TOHOKU UNIV. 16    [1983]  151-159 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[4563] TIBA T.:   TITANIFEROUS BIOTITES AND ASSOCIATED PHENOCRYSTS IN DIKE ROCKS FROM DOZEN, OKI ISLANDS |  J. JPN. ASSOC. MINERAL. PETROL. ECON. GEOL. (GANSEKI KOBUTSU KOSHO GAKKAI-SHI) 67    [1972]  357-369  | doi: 10.2465/ganko1941.67.357",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[6776] BASU A. R., GOODWIN A. M., TATSUMOTO M.:   SM-ND STUDY OF ARCHEAN ALKALIC ROCKS FROM THE SUPERIOR PROVINCE OF THE CANADIAN SHIELD |  EARTH PLANET. SCI. LETT. 70    [1984]  40-46  | doi: 10.1016/0012-821X(84)90207-3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[9907] STOUT M. Z., NICHOLLS J., KUNTZ M. A.:   PETROLOGICAL AND MINERALOGICAL VARIATIONS IN 2500-2000 YR B.P. LAVA FLOWS, CRATERS OF THE MOON LAVA FIELD, IDAHO |  J. PETROL. 35    [1994]  1681-1715  | doi: 10.1093/petrology/35.6.1681",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[12594] DI BATTISTINI G., MONTANINI A., ZERBI M.:   GEOCHEMISTRY OF VOLCANIC ROCKS FROM SOUTHEASTERN MONTIFERRO (WESTERN SARDINIA, ITALY) |  NEUES JAHRB. MINERAL. ABH. 162    [1990]  35-67 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[14035] ASSORGIA A., DI BATTISTINI G., ZERBI M.:   BASALTIC AND DIFFERENTIATED ROCKS FROM SOUTH-CENTRAL MONTIFERRO (SARDINIA) |  ATENEO PARMENSE, ACTA NAT. 12    [1976]  135-175 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Criteria:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QUERY - BY - PETROGRAPHY: -  - - - VOLCANIC - ROCKS - - - TRISTANIT.../ - - - SAMPLE - CRITERIA - (COMBINED - WITH - OR): - - - MINERAL - / - COMPONENT: - AMPHIBOLE - / - ANORTHOCLASE - / - APATITE - / - BIOTITE - / - CLINOPYROXENE - / - FELDSPAR - / - ILMENITE - / - MAGHEMITE - / - MAGNETITE - / - OLIVINE - / - OXIDES/OPAQUES - / - PLAGIOCLASE - / - PYROXENE - / - SPINEL - - - SAMPLE - NAME: - 127 - DB - / - 149 - DB - / - 158 - DB - / - 158DB1 - / - 171 - DB - / - 171DB - / - 187 - DB - / - 187DB - / - 189 - DB -  - / - 189DB - / - 191 - DB - / - 191DB - / - 192 - DB - / - 197 - DB - / - 197DB - / - 57-A - / - 70 - / - 81073011 - / - 81080325 - / - 82 - / - 920-A - / - 92DB - / - A904 - / - A908 - / - A909 - / - A910 - / - ASM23 - / - ASM8 - / - DZ-173 - / - DZ-200 - / - DZ-250 - / - FN17 - / - HY1 - / - JAN175 - / - JAN37 - / - JAN-37 - / - JAN70 - / - JAN-70 - / - JAN71 - / - JAN-71 - / - JAN82 - / - JAN-82 - / - JAN89 - / - JAN-89 - / - P12 - / - P13 - / - SE1 - / - SE2 - - - SAMPLING - TECHNIQUE: - OUTCROP - - - ROCK - TYPE: - VOLCANIC - ROCK - - - LAND/SEA - (SAMPLING): - SUBAERIAL - - - ROCK - NAME: - TRISTANITE - - - TYPE - OF - MATERIAL: - MINERAL - / - COMPONENT - (INCL. - GROUNDMASS) - / - WHOLE - ROCK - - - CRYSTAL: - GROUNDMASS - / - MEGACRYST - / - MICROPHENOCRYST - / - PHENOCRYST - - - RIM - / - CORE - (MINERAL - GRAINS): - CORE - / - INTERMEDIATE - ZONE - / - RIM - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
