"Year","CITATION","SAMPLE NAME","UNIQUE_ID","LOCATION","LOCATION COMMENT","LATITUDE (MIN.)","LONGITUDE (MIN.)","LATITUDE (MAX.)","LONGITUDE (MAX.)","ELEVATION (MIN.)","ELEVATION (MAX.)","SAMPLING TECHNIQUE","LAND/SEA (SAMPLING)","ROCK TYPE","ROCK NAME","ROCK TEXTURE","SAMPLE COMMENT","GEOLOGICAL AGE","GEOLOGICAL AGE PREFIX","TYPE OF MATERIAL","MINERAL / COMPONENT","SPOT (MINERAL)","CRYSTAL","PRIMARY/SECONDARY","SIO2(WT%)","TIO2(WT%)","AL2O3(WT%)","CR2O3(WT%)","V2O3(WT%)","FE2O3T(WT%)","FE2O3(WT%)","FEOT(WT%)","FEO(WT%)","CAO(WT%)","MGO(WT%)","MNO(WT%)","BAO(WT%)","ZNO(WT%)","K2O(WT%)","NA2O(WT%)","P2O5(WT%)","H2O(WT%)","H2OP(WT%)","H2OM(WT%)","CO2(WT%)","F(WT%)","CL(WT%)","S(WT%)","LOI(WT%)","K(WT%)","LI(PPM)","NA(PPM)","MG(PPM)","AL(PPM)","S(PPM)","CL(PPM)","AR40(AT/G)","AR40(CCMSTP/G)","K(PPM)","CA(PPM)","SC(PPM)","TI(PPM)","V(PPM)","CR(PPM)","MN(PPM)","FE(PPM)","CO(PPM)","NI(PPM)","CU(PPM)","ZN(PPM)","GA(PPM)","GE(PPM)","AS(PPM)","RB(PPM)","SR(PPM)","Y(PPM)","ZR(PPM)","NB(PPM)","MO(PPM)","CD(PPM)","IN(PPM)","SN(PPM)","CS(PPM)","BA(PPM)","LA(PPM)","CE(PPM)","PR(PPM)","ND(PPM)","SM(PPM)","EU(PPM)","GD(PPM)","TB(PPM)","DY(PPM)","HO(PPM)","ER(PPM)","TM(PPM)","YB(PPM)","LU(PPM)","HF(PPM)","TA(PPM)","W(PPM)","PB(PPM)","TH(PPM)","U(PPM): altern. values or methods","","","","ND143_ND144","ND143_ND144_INI","SR87_SR86","RB87_SR86","PB206_PB204","PB206_PB204_INI","PB207_PB204","PB207_PB204_INI","PB208_PB204","PB208_PB204_INI","AR40_AR39","D18O(VS SMOW)","D18O(VS VSMOW)","ALBITE(MOL%)","ANORTHITE(MOL%)","ENSTATITE(MOL%)","FERROSILITE(MOL%)","ORTHOCLASE(MOL%)","WOLLASTONITE(MOL%)","AGE(MA): altern. values or methods","","","","","","","",
"1970"," [4212] KANEOKA I. (1970)","samp. IRUKAMURA","","HONSHU ARC / SOUTHWESTERN HONSHU ARC / HONSHU","DODENBASHI, IRUKAMURA, MIE PREFECTURE","34","135.5","34.8","136.2","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","PITCHSTONE","","PITCHSTONE","","","WHOLE ROCK","","","","","","","","","","","","","","","","","","","","","","","3.88","","","","","","","2.26","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.4","NOT","","","","","","","","","","","","","","","","","","","","","","10","K-AR","6.9","FTSC","","","","",
"1970"," [4566] KANEOKA I. (1970)","samp. 45","","HONSHU ARC / CENTRAL HONSHU ARC / HONSHU","HORAIJI, AICHI","34.5","136","35.5","138","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","PITCHSTONE","","PITCHSTONE","","","VOLCANIC GLASS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16","FTSC","","","","","","",
"1957"," [4734] MORIMOTO R. (1957)","samp. N7","","HONSHU ARC / SOUTHWESTERN HONSHU ARC / HONSHU / NIJO / ROKUYAJI-LAVA","NEAR OSAKA","34.7","135.6","34.7","135.6","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","PITCHSTONE","","BIOTITE PITCHSTONE, G-STAGE","MIOCENE","UPPER","VOLCANIC GLASS","","","","","70.52","0.16","13.48","","","","1.36","","0.94","2.63","0.58","0.02","","","2.94","2.08","0.18","","4.27","0.98","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1987"," [4755] MILNER S. C. (1987)","samp. SM23","","ETENDEKA PROVINCE / SOUTHERN ETENDEKA PROVINCE - NAMIBIA / SPRINGBOK QUARTZ LATITE","DAMARALAND COMPLEX","-17.5","15","-25","20","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","PITCHSTONE","","PITCHSTONE","","","VOLCANIC GLASS","","","","","65.68","0.91","12.63","","","6.65","","","","3.73","1.11","0.11","","","1.91","3.27","0.27","","","0.64","","","","","3.12","","","","","","","","","","","","","","65","","","","","","14.4","","","","","196","186","42","269","22","","","","","28","657","46","90","","47","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1987"," [4755] MILNER S. C. (1987)","samp. SM97","","ETENDEKA PROVINCE / SOUTHERN ETENDEKA PROVINCE - NAMIBIA / INTERBEDDED COASTAL GROUPS","","-17.5","15","-25","20","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","PITCHSTONE","","PITCHSTONE","","","VOLCANIC GLASS","","","","","66.34","0.84","12.81","","","5.72","","","","3.15","0.97","0.11","","","2.32","3.54","0.28","","","0.25","","","","","3.45","","","","","","","","","","","","","","55","","","","","","38","","","","","191","160","42","266","25","","","","","19.5","648","44","87","","48","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1981"," [4886] KYLE P. R. (1981)","samp. 79028","","KAROO AND FERRAR PROVINCES / FERRAR PROVINCE - TRANSANTARCTIC MOUNTAINS / FERRAR SUPERGROUP","BUTCHER RIDGE","-85.23","175.17","-85.23","175.17","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","PITCHSTONE","","PITCHSTONE","","","VOLCANIC GLASS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","153","AR-AR","","","","","","",
"1991"," [5100] UJIKE O. (1991)","samp. PITCHBUNLEACHED","","HONSHU ARC / SOUTHWESTERN HONSHU ARC / KYUSHU/HIME JIMA / DARUMAYAMA","OITA PREFECTURE","33.6","131.2","33.8","131.8","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","PITCHSTONE","","PITCHSTONE, VENT, BRECCIA","","","VOLCANIC GLASS","","","","","72.57","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","323","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.703938","","","","","","","","","","","","","","","","","","","","","","","","",
"2003"," [5947] COULIE E. (2003)","samp. Y703","","YEMEN PLATEAU / SOUTHERN YEMEN PLATEAU / SUMARA PASS SECTION","SUMARA MOUNTAINS","13.5","44","15.5","45","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","PITCHSTONE","","PITCHSTONE","OLIGOCENE","","MINERAL / COMPONENT (INCL. GROUNDMASS)","GROUNDMASS","","","PRIMARY","","","","","","","","","","","","","","","","","","","","","","","","","","3.336","","","","","","","50500000000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.4","K-AR","","","","","","",
"2003"," [5947] COULIE E. (2003)","samp. Y703","","YEMEN PLATEAU / SOUTHERN YEMEN PLATEAU / SUMARA PASS SECTION","SUMARA MOUNTAINS","13.5","44","15.5","45","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","PITCHSTONE","","PITCHSTONE","OLIGOCENE","","MINERAL / COMPONENT (INCL. GROUNDMASS)","(AL)KALIFELDSPAR","","","PRIMARY","","","","","","","","","","","","","","","","","","","","","","","","","","2.551","","","","","","","70800000000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.4","K-AR","26.3","AR-AR","26.36","AR-AR","26","AR-AR",
"2003"," [5947] COULIE E. (2003)","samp. Y703","","YEMEN PLATEAU / SOUTHERN YEMEN PLATEAU / SUMARA PASS SECTION","SUMARA MOUNTAINS","13.5","44","15.5","45","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","PITCHSTONE","","PITCHSTONE","OLIGOCENE","","MINERAL / COMPONENT (INCL. GROUNDMASS)","(AL)KALIFELDSPAR","","","PRIMARY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","68800000000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.6","K-AR","","","","","","",
"1973"," [6028] RIDLEY W. I. (1973)","samp. EP20","","NORTH ATLANTIC IGNEOUS PROVINCE (NAIP) / BRITISH TERTIARY VOLCANIC PROVINCE","EIGG, DIKE, RUDH AN CHROMAIN","56.87","-6.1","56.95","-6.2","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","PITCHSTONE","","PITCHSTONE, EASTERN DIKE","CENOZOIC","","VOLCANIC GLASS","","","","","67.93","0.49","12.28","","","","0.89","","4.46","1.69","1.2","0.31","","","3.57","3.97","0.12","3.53","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","66","23","","","","","","","","","","","","","","","","","","","","","","","","","","","105","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1973"," [6028] RIDLEY W. I. (1973)","samp. EP21","","NORTH ATLANTIC IGNEOUS PROVINCE (NAIP) / BRITISH TERTIARY VOLCANIC PROVINCE","EIGG, DIKE, RUDH AN CHROMAIN","56.87","-6.1","56.95","-6.2","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","PITCHSTONE","","PITCHSTONE, EASTERN DIKE, FELSIC PART","CENOZOIC","","VOLCANIC GLASS","","","","","65.99","0.68","11.63","","","","1.85","","5.31","1.83","0.36","0.28","","","3.14","4.99","0.17","3.55","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","94","33","","","","","","","","","","","","","","","","","","","","","","","","","","","33","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1973"," [6028] RIDLEY W. I. (1973)","samp. EP24","82031","NORTH ATLANTIC IGNEOUS PROVINCE (NAIP) / BRITISH TERTIARY VOLCANIC PROVINCE","EIGG, DIKE, RUDH AN TANCAIRD","56.87","-6.1","56.95","-6.2","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","PITCHSTONE","","PITCHSTONE, WESTERN DIKE","CENOZOIC","","VOLCANIC GLASS","","","","","66.36","0.49","12.48","","","","0.52","","5.46","1.67","0.77","0.22","","","2.16","4.46","0.19","4.9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","82","27","","","","","","","","","","","","","","","","","","","","","","","","","","","42","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1973"," [6028] RIDLEY W. I. (1973)","samp. EP24G","82032","NORTH ATLANTIC IGNEOUS PROVINCE (NAIP) / BRITISH TERTIARY VOLCANIC PROVINCE","EIGG, DIKE, RUDH AN TANCAIRD","56.87","-6.1","56.95","-6.2","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","PITCHSTONE","","PITCHSTONE, WESTERN DIKE","CENOZOIC","","VOLCANIC GLASS","","","","","67.21","0.43","12.86","","","","0","","5.2","0.82","0.03","0.2","","","2.56","3.4","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1973"," [6028] RIDLEY W. I. (1973)","samp. E28","82034","NORTH ATLANTIC IGNEOUS PROVINCE (NAIP) / BRITISH TERTIARY VOLCANIC PROVINCE","ISLE OF EIGG, SGURR OF EIGG","56.87","-6.1","56.95","-6.2","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","PITCHSTONE","","PITCHSTONE","CENOZOIC","","VOLCANIC GLASS","","","","","61.53","0.48","15.14","","","","0.4","","5.82","3.16","1.62","0.12","","","4.15","4.27","0.23","3.04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","70","235","","","","","","","","","","","","","","","","","","","","","","","","","","","69","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1973"," [6028] RIDLEY W. I. (1973)","samp. E28","82034","NORTH ATLANTIC IGNEOUS PROVINCE (NAIP) / BRITISH TERTIARY VOLCANIC PROVINCE","ISLE OF EIGG, SGURR OF EIGG","56.87","-6.1","56.95","-6.2","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","PITCHSTONE","","PITCHSTONE","CENOZOIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","SPINEL","","","PRIMARY","","13.97","1.86","","","","","","78.05","","3.03","0.8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1973"," [6028] RIDLEY W. I. (1973)","samp. E28","82034","NORTH ATLANTIC IGNEOUS PROVINCE (NAIP) / BRITISH TERTIARY VOLCANIC PROVINCE","ISLE OF EIGG, SGURR OF EIGG","56.87","-6.1","56.95","-6.2","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","PITCHSTONE","","PITCHSTONE","CENOZOIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","SPINEL","","","PRIMARY","","14.09","1.76","","","","","","78.01","","2.13","0.9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1973"," [6028] RIDLEY W. I. (1973)","samp. E28","82034","NORTH ATLANTIC IGNEOUS PROVINCE (NAIP) / BRITISH TERTIARY VOLCANIC PROVINCE","ISLE OF EIGG, SGURR OF EIGG","56.87","-6.1","56.95","-6.2","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","PITCHSTONE","","PITCHSTONE","CENOZOIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","SPINEL","","","PRIMARY","","13.12","2.06","","","","","","76.07","","2.23","0.88","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1973"," [6028] RIDLEY W. I. (1973)","samp. EP18","","NORTH ATLANTIC IGNEOUS PROVINCE (NAIP) / BRITISH TERTIARY VOLCANIC PROVINCE","ISLE OF EIGG, SGURR OF EIGG","56.87","-6.1","56.95","-6.2","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","PITCHSTONE","","PITCHSTONE","CENOZOIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","ILMENITE","","","PRIMARY","","37.93","0.44","","","","","","56.56","","2.93","0.57","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1973"," [6028] RIDLEY W. I. (1973)","samp. EP18","","NORTH ATLANTIC IGNEOUS PROVINCE (NAIP) / BRITISH TERTIARY VOLCANIC PROVINCE","ISLE OF EIGG, SGURR OF EIGG","56.87","-6.1","56.95","-6.2","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","PITCHSTONE","","PITCHSTONE","CENOZOIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","ILMENITE","","","PRIMARY","","37.96","0.46","","","","","","55.85","","2.89","0.54","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1973"," [6028] RIDLEY W. I. (1973)","samp. EP18","","NORTH ATLANTIC IGNEOUS PROVINCE (NAIP) / BRITISH TERTIARY VOLCANIC PROVINCE","ISLE OF EIGG, SGURR OF EIGG","56.87","-6.1","56.95","-6.2","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","PITCHSTONE","","PITCHSTONE","CENOZOIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","ILMENITE","","","PRIMARY","","38.01","0.49","","","","","","56.64","","2.43","0.49","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1973"," [6028] RIDLEY W. I. (1973)","samp. EP18","","NORTH ATLANTIC IGNEOUS PROVINCE (NAIP) / BRITISH TERTIARY VOLCANIC PROVINCE","ISLE OF EIGG, SGURR OF EIGG","56.87","-6.1","56.95","-6.2","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","PITCHSTONE","","PITCHSTONE","CENOZOIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","ILMENITE","","","PRIMARY","","37.86","0.51","","","","","","56.29","","2.89","0.58","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1973"," [6028] RIDLEY W. I. (1973)","samp. EP18","","NORTH ATLANTIC IGNEOUS PROVINCE (NAIP) / BRITISH TERTIARY VOLCANIC PROVINCE","ISLE OF EIGG, SGURR OF EIGG","56.87","-6.1","56.95","-6.2","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","PITCHSTONE","","PITCHSTONE","CENOZOIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","ILMENITE","","","PRIMARY","","38.06","0.51","","","","","","56.32","","2.87","0.56","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1973"," [6028] RIDLEY W. I. (1973)","samp. EP28","","NORTH ATLANTIC IGNEOUS PROVINCE (NAIP) / BRITISH TERTIARY VOLCANIC PROVINCE","ISLE OF EIGG, SGURR OF EIGG","56.87","-6.1","56.95","-6.2","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","PITCHSTONE","","PITCHSTONE","CENOZOIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","CLINOPYROXENE","","PHENOCRYST","PRIMARY","51.67","0.92","2.21","","","","","11.07","","18.1","14.11","0.66","","","","0.51","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1973"," [6028] RIDLEY W. I. (1973)","samp. EP28","","NORTH ATLANTIC IGNEOUS PROVINCE (NAIP) / BRITISH TERTIARY VOLCANIC PROVINCE","ISLE OF EIGG, SGURR OF EIGG","56.87","-6.1","56.95","-6.2","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","PITCHSTONE","","PITCHSTONE","CENOZOIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","CLINOPYROXENE","","PHENOCRYST","PRIMARY","51.75","0.71","1.64","","","","","10.7","","18.91","14.07","0.66","","","","0.57","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1973"," [6028] RIDLEY W. I. (1973)","samp. EP28","","NORTH ATLANTIC IGNEOUS PROVINCE (NAIP) / BRITISH TERTIARY VOLCANIC PROVINCE","ISLE OF EIGG, SGURR OF EIGG","56.87","-6.1","56.95","-6.2","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","PITCHSTONE","","PITCHSTONE","CENOZOIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","CLINOPYROXENE","","PHENOCRYST","PRIMARY","51.87","0.71","1.86","","","","","10.61","","19.22","14.91","0.66","","","","0.49","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1973"," [6028] RIDLEY W. I. (1973)","samp. EP28","","NORTH ATLANTIC IGNEOUS PROVINCE (NAIP) / BRITISH TERTIARY VOLCANIC PROVINCE","ISLE OF EIGG, SGURR OF EIGG","56.87","-6.1","56.95","-6.2","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","PITCHSTONE","","PITCHSTONE","CENOZOIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","CLINOPYROXENE","","PHENOCRYST","PRIMARY","52.2","0.83","2.24","","","","","11.13","","19.09","14.07","0.65","","","","0.55","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1973"," [6028] RIDLEY W. I. (1973)","samp. EP28","","NORTH ATLANTIC IGNEOUS PROVINCE (NAIP) / BRITISH TERTIARY VOLCANIC PROVINCE","ISLE OF EIGG, SGURR OF EIGG","56.87","-6.1","56.95","-6.2","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","PITCHSTONE","","PITCHSTONE","CENOZOIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","CLINOPYROXENE","","PHENOCRYST","PRIMARY","52.28","0.55","1.35","","","","","10.07","","19.76","13.87","0.82","","","","0.65","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
