"Year","CITATION","SAMPLE NAME","UNIQUE_ID","LOCATION","LOCATION COMMENT","LATITUDE (MIN.)","LONGITUDE (MIN.)","LATITUDE (MAX.)","LONGITUDE (MAX.)","ELEVATION (MIN.)","ELEVATION (MAX.)","SAMPLING TECHNIQUE","LAND/SEA (SAMPLING)","ROCK TYPE","ROCK NAME","ROCK TEXTURE","SAMPLE COMMENT","GEOLOGICAL AGE","GEOLOGICAL AGE PREFIX","TYPE OF MATERIAL","MINERAL / COMPONENT","SPOT (MINERAL)","CRYSTAL","PRIMARY/SECONDARY","SIO2(WT%)","TIO2(WT%)","AL2O3(WT%)","CR2O3(WT%)","V2O3(WT%)","FE2O3T(WT%)","FE2O3(WT%)","FEOT(WT%)","FEO(WT%)","CAO(WT%)","MGO(WT%)","MNO(WT%)","BAO(WT%)","ZNO(WT%)","K2O(WT%)","NA2O(WT%)","P2O5(WT%)","H2O(WT%)","H2OP(WT%)","H2OM(WT%)","CO2(WT%)","F(WT%)","CL(WT%)","S(WT%)","LOI(WT%)","K(WT%)","LI(PPM)","NA(PPM)","MG(PPM)","AL(PPM)","S(PPM)","CL(PPM)","AR40(AT/G)","AR40(CCMSTP/G)","K(PPM)","CA(PPM)","SC(PPM)","TI(PPM)","V(PPM)","CR(PPM)","MN(PPM)","FE(PPM)","CO(PPM)","NI(PPM)","CU(PPM)","ZN(PPM)","GA(PPM)","GE(PPM)","AS(PPM)","RB(PPM)","SR(PPM)","Y(PPM)","ZR(PPM)","NB(PPM)","MO(PPM)","CD(PPM)","IN(PPM)","SN(PPM)","CS(PPM)","BA(PPM)","LA(PPM)","CE(PPM)","PR(PPM)","ND(PPM)","SM(PPM)","EU(PPM)","GD(PPM)","TB(PPM)","DY(PPM)","HO(PPM)","ER(PPM)","TM(PPM)","YB(PPM)","LU(PPM)","HF(PPM)","TA(PPM)","W(PPM)","PB(PPM)","TH(PPM)","U(PPM): altern. values or methods","","","","ND143_ND144","ND143_ND144_INI","SR87_SR86","RB87_SR86","PB206_PB204","PB206_PB204_INI","PB207_PB204","PB207_PB204_INI","PB208_PB204","PB208_PB204_INI","AR40_AR39","D18O(VS SMOW)","D18O(VS VSMOW)","ALBITE(MOL%)","ANORTHITE(MOL%)","ENSTATITE(MOL%)","FERROSILITE(MOL%)","ORTHOCLASE(MOL%)","WOLLASTONITE(MOL%)","AGE(MA): altern. values or methods","","","","","","","",
"2005"," [7242] CHAMBERS L. M. (2005)","samp. SGURROF EIGG","","NORTH ATLANTIC IGNEOUS PROVINCE (NAIP) / BRITISH TERTIARY VOLCANIC PROVINCE","ISLE OF EIGG, SGURR OF EIGG","56.87","-6.1","56.95","-6.2","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","PITCHSTONE","","PITCHSTONE","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","SANIDINE","lC9l5143.IHD","","PRIMARY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","58.63","AR-AR","","","","","","",
"2005"," [7242] CHAMBERS L. M. (2005)","samp. SGURROF EIGG","","NORTH ATLANTIC IGNEOUS PROVINCE (NAIP) / BRITISH TERTIARY VOLCANIC PROVINCE","ISLE OF EIGG, SGURR OF EIGG","56.87","-6.1","56.95","-6.2","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","PITCHSTONE","","PITCHSTONE","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","SANIDINE","lC9l5192.IHD","","PRIMARY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","58.68","AR-AR","","","","","","",
"2005"," [7242] CHAMBERS L. M. (2005)","samp. SGURROF EIGG","","NORTH ATLANTIC IGNEOUS PROVINCE (NAIP) / BRITISH TERTIARY VOLCANIC PROVINCE","ISLE OF EIGG, SGURR OF EIGG","56.87","-6.1","56.95","-6.2","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","PITCHSTONE","","PITCHSTONE","","","VOLCANIC GLASS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46.05","AR-AR","","","","","","",
"2005"," [7242] CHAMBERS L. M. (2005)","samp. SGURROF EIGG","","NORTH ATLANTIC IGNEOUS PROVINCE (NAIP) / BRITISH TERTIARY VOLCANIC PROVINCE","ISLE OF EIGG, SGURR OF EIGG","56.87","-6.1","56.95","-6.2","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","PITCHSTONE","","PITCHSTONE","","","VOLCANIC GLASS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","48.36","AR-AR","","","","","","",
"1979"," [8613] STETTLER A. (1979)","samp. R 247","","EUROPEAN OROGENIC BELT - CENOZOIC/QUATERNARY / FRANCE / FRENCH MASSIF CENTRAL / CANTAL","REYMOND","44.6","3","44.6","3","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","PITCHSTONE","","PECHSTEIN","CENOZOIC","","WHOLE ROCK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.4","","","","","","","","","","","","","","","","","","","","","","","","386","39.42","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.70857","27.71","","","","","","","","","","","","","","","","","","","","","","","",
"1970"," [9639] COX K. G. (1970)","samp. 2811","","ARABIAN-NUBIAN SHIELD / YEMEN / ADEN REGION / LITTLE ADEN VOLCANO","FOOT OF WEDGE HILL","12.74","44.88","12.74","44.88","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","PITCHSTONE","","PITCHSTONE","NEOGENE","","WHOLE ROCK","","","","","69.7","0.22","12.11","","","","2.36","","1.27","0.52","0.12","0.19","","","4.33","5.85","0.01","","2.96","0.12","","0","0.44","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2007"," [9811] ARNORSSON S. (2007)","samp. KK7","174866","ICELAND / ICELAND / KRAFLA","HAGÖNG","65.72","-16.73","65.72","-16.73","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","PITCHSTONE","","PITCHSTONE","","","WHOLE ROCK","","","","","","","","","","","","","","","","","","","2.72","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.53","","","","","","","","","","","","","","","","","","","","","","1.02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2006"," [10648] HOSHI H. (2006)","samp. KAO37","","HONSHU ARC / CENTRAL HONSHU ARC / HONSHU / SHITARA IGNEOUS COMPLEX-HORAIKO STAGE","KAORE SECTION","35.0136","137.5836","35.0136","137.5836","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","PITCHSTONE","","PITCHSTONE LAVA","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","ZIRCON","","","PRIMARY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","530","FTSC","510","FTSC","","","","","","","","","","","","","","","","","","","","15.5","FTSC","15.5","FTSC","","","","",
"2006"," [10648] HOSHI H. (2006)","samp. KAO33","","HONSHU ARC / CENTRAL HONSHU ARC / HONSHU / SHITARA IGNEOUS COMPLEX-HORAIKO STAGE","KAORE SECTION","35.0167","137.5758","35.0167","137.5758","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","PITCHSTONE","","PITCHSTONE LAVA","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","ZIRCON","","","PRIMARY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","400","FTSC","430","FTSC","","","","","","","","","","","","","","","","","","","","13.6","FTSC","15.3","FTSC","","","","",
"2006"," [10648] HOSHI H. (2006)","samp. KAO1","","HONSHU ARC / CENTRAL HONSHU ARC / HONSHU / SHITARA IGNEOUS COMPLEX-ORO STAGE","KAORE SECTION","35.0233","137.5739","35.0233","137.5739","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","PITCHSTONE","","PITCHSTONE LAVA","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","ZIRCON","","","PRIMARY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","310","FTSC","","","","","","","","","","","","","","","","","","","","","","15","FTSC","","","","","","",
"2006"," [10648] HOSHI H. (2006)","samp. KAO29","","HONSHU ARC / CENTRAL HONSHU ARC / HONSHU / SHITARA IGNEOUS COMPLEX-ORO STAGE","KAORE SECTION","35.0264","137.5731","35.0264","137.5731","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","PITCHSTONE","","PITCHSTONE LAVA","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","ZIRCON","","","PRIMARY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","630","FTSC","","","","","","","","","","","","","","","","","","","","","","14.7","FTSC","","","","","","",
"1977"," [11476] SUTHERLAND F. L. (1977)","samp. QA231","","AUSTRALIA / EASTERN AUSTRALIAN CENOZOIC VOLCANIC ZONE / QUEENSLAND","W OF THE MARLING SPIKES, 3.7KM ENE OF HOMEVALE HOMESTEAD, BOWEN-ST. LAWRENCE HINTERLAND, NORTH QUEENSLAND","-21","147.5","-22","149","440","440","OUTCROP","SUBAERIAL","VOLCANIC ROCK","PITCHSTONE","PORPHYRITIC","PITCHSTONE","CENOZOIC","","VOLCANIC GLASS","","","","","","","","","","","","","","","","","","","4.84","","","","","","","","","","","","","","","","","","","4.72E-06","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.2","K-AR","","","","","","",
"1977"," [11476] SUTHERLAND F. L. (1977)","samp. QA233","","AUSTRALIA / EASTERN AUSTRALIAN CENOZOIC VOLCANIC ZONE / QUEENSLAND","W OF THE MARLING SPIKES, 3.7KM ENE OF HOMEVALE HOMESTEAD, BOWEN-ST. LAWRENCE HINTERLAND, NORTH QUEENSLAND","-21","147.5","-22","149","440","440","OUTCROP","SUBAERIAL","VOLCANIC ROCK","PITCHSTONE","PORPHYRITIC","PITCHSTONE","CENOZOIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","(AL)KALIFELDSPAR","","","PRIMARY","","","","","","","","","","","","","","","6.68","","","","","","","","","","","","","","","","","","","7.46E-06","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33.4","K-AR","","","","","","",
"2012"," [15942] KSHIRSAGAR P. V. (2012)","samp. SS-3","","DECCAN / NORTHERN DECCAN","KAGVADAR","20.8","71","21.2","72","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","PITCHSTONE","","PITCHSTONE","CRETACEOUS","","WHOLE ROCK","","","","","70.07","0.29","11.76","","","3.77","","","","1.21","0.1","0.07","","","3.86","3.98","0.01","","","","","","","","4.49","","","","","","","","","","","","","","","","","","","20.6","","","","","","","125","138","825","60.8","","","","","","1327","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2012"," [15942] KSHIRSAGAR P. V. (2012)","samp. SS-4","","DECCAN / NORTHERN DECCAN","KAGVADAR","20.8","71","21.2","72","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","PITCHSTONE","","SPHERULITIC PITCHSTONE","CRETACEOUS","","WHOLE ROCK","","","","","74.1","0.26","11.19","","","2.76","","","","0.16","0.26","0.01","","","5.31","2.47","0.01","","","","","","","","1.88","","","","","","","","","","","","","","","","","","","22.4","","","","","","","81.2","120","707","58.2","","","","","","1463","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2012"," [15942] KSHIRSAGAR P. V. (2012)","samp. SS-8","","DECCAN / NORTHERN DECCAN","BHAGUDA","20.8","71","21.2","72","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","PITCHSTONE","","PITCHSTONE","CRETACEOUS","","WHOLE ROCK","","","","","69","0.51","12.27","","","4.68","","","","1.54","0.32","0.06","","","4.41","2.85","0.13","","","","","","","","4.59","","","","","","","","","","","","","","","","","","","21","","","","","","","67.7","57.6","409","22.7","","","","","","643","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2012"," [15942] KSHIRSAGAR P. V. (2012)","samp. GS-1","","DECCAN / NORTHERN DECCAN","GANDHI SMRITI UDYAN, SANJAY GANDHI NATIONAL PARK, BORIVLI","20.8","71","21.2","72","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","PITCHSTONE","","PITCHSTONE","CRETACEOUS","","WHOLE ROCK","","","","","63.78","0.57","13.21","","","5.23","","","","1.72","0.4","0.14","","","3.63","4.91","0.09","","","","","","","","6.29","","","","","","","","","","","","","","","","","","","19.4","","","","","","","116","83.5","583","119","","","","","","1411","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2014 "," [18742] ESTRADE G.(2014)  [GeoReM [8396] ]","samp. AND05A","","MADAGASCAR / NORTH(WESTERN) MADAGASCAR / AMPASINDAVA PENINSULA / AMBOHIMIRAHAVAVY RING COMPLEX","","-13.03","49.52","-13.03","49.52","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","PITCHSTONE","","PITCHSTONE","CENOZOIC","","WHOLE ROCK","","","","","70","0.08","11.6","","","1.58","","","","0.6","0.06","0.03","","","4.36","2.92","0.01","","","","","","","","8.68","","","","","","","670","","","","","","","0","0","","","0","0","2","55","22.8","","1.8","430","31.7","88.9","155","54.1","4","","","8","21.9","46.5","58.2","113.5","13.2","43.5","9.54","0.24","9.75","1.81","11.7","2.67","8.36","1.27","7.68","1.19","6.7","5.4","6","34","35.3","6.89","NOT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2014 "," [18742] ESTRADE G.(2014)  [GeoReM [8396] ]","samp. AND05B","","MADAGASCAR / NORTH(WESTERN) MADAGASCAR / AMPASINDAVA PENINSULA / AMBOHIMIRAHAVAVY RING COMPLEX","","-13.03","49.52","-13.03","49.52","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","PITCHSTONE","","PITCHSTONE","CENOZOIC","","WHOLE ROCK","","","","","69.5","0.08","11.55","","","1.5","","","","0.75","0.1","0.04","","","3.97","3.26","0.01","","","","","","","","9.42","","","","","","","400","","","","","","","0","0","","","1","0","2","58","22.5","","1.7","280","20.1","84.8","155","54.1","4","","","8","13.4","34.2","104.5","126.5","22.2","74.6","14.45","0.24","13.8","2.28","13.3","2.77","7.93","1.13","6.39","0.9","6.7","5.4","5","32","35","6.82","NOT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2013"," [19805] COHEN B. E. (2013)","samp. BC-71","","AUSTRALIA / EASTERN AUSTRALIAN CENOZOIC VOLCANIC ZONE / QUEENSLAND / MOUNT ST. PETER","E SIDE OF LITTLE PLUG, N OF MOUNT ST. PETER, SPRINGSURE","-24.0012679","148.0418209","-24.0012679","148.0418209","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","PITCHSTONE","","PITCHSTONE","OLIGOCENE","","MINERAL / COMPONENT (INCL. GROUNDMASS)","SANIDINE","","","PRIMARY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.1","AR-AR","28.1","AR-AR","28.1","AR-AR","","",
"2016"," [20192] GÖTZE J. (2016)","samp. Z1","","EUROPEAN OROGENIC BELT - PALEOZOIC / GERMANY / ERZGEBIRGE / PLANITZ FORMATION","ZWICKAU","50.7","13.5","50.7","13.5","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","PITCHSTONE","","PITCHSTONE","PERMIAN","","WHOLE ROCK","","","","","74.23","0.32","12.49","","","","","","","1.27","0.36","0.01","","","5.1","2.52","0.1","","","","","","","","1.8","","","","","","","","","","","","","","","","","","","","","","","","","183","91","","266","","","","","","","804","","","","","","","","","","","","","","","","","","","23","7","XRF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2016"," [20192] GÖTZE J. (2016)","samp. ZWI","","EUROPEAN OROGENIC BELT - PALEOZOIC / GERMANY / ERZGEBIRGE / PLANITZ FORMATION","ZWICKAU","50.7","13.5","50.7","13.5","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","PITCHSTONE","","PITCHSTONE","PERMIAN","","MINERAL / COMPONENT (INCL. GROUNDMASS)","CHALCEDONY","","","PRIMARY","","","","","","","","","","","","","","","","","","","","","","","","","","","0.19","89.2","10.3","56.2","","","","","69.5","42.8","","3.93","0.13","0.58","3.46","143","0.04","","2.62","3.76","","3.25","","0.18","0.44","0.8973","","","","","","","0","23.2","0.0369","0.0779","0.0059","0.0309","0.007","0.002","0.0131","0.0069","0.0601","0.0182","0.0965","0.0219","0.1495","0.0214","","","","","","0.4","ICPMS","","","","","","","","","","","","","","","22.19","","","","","","","","","","","","","","",
"2016"," [20192] GÖTZE J. (2016)","samp. CHEMA","","EUROPEAN OROGENIC BELT - PALEOZOIC / GERMANY / ERZGEBIRGE","CHEMNITZ-ALTENDORF","51","13","51","13","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","PITCHSTONE","","ALTERED PITCHSTONE","PERMIAN","","MINERAL / COMPONENT (INCL. GROUNDMASS)","CHALCEDONY","","","PRIMARY","","","","","","","","","","","","","","","","","","","","","","","","","","","1.85","223","43.9","231","","","","","139","105","","11.9","0.29","0.93","4.11","200","0.08","","7.73","11.5","","5.11","","0.49","1.14","0.3091","","","","","","","0","258","0.0874","0.1577","0.0143","0.069","0.0117","0.0001","0.016","0.0055","0.0389","0.0081","0.0268","0.0048","0.0338","0.0058","","","","","","0.23","ICPMS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2016"," [20192] GÖTZE J. (2016)","samp. Z1","","EUROPEAN OROGENIC BELT - PALEOZOIC / GERMANY / ERZGEBIRGE / PLANITZ FORMATION","ZWICKAU","50.7","13.5","50.7","13.5","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","PITCHSTONE","","PITCHSTONE","PERMIAN","","MINERAL / COMPONENT (INCL. GROUNDMASS)","CHALCEDONY","","","PRIMARY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.44","","","","","","","","","","","","","","",
"2016"," [20192] GÖTZE J. (2016)","samp. Z1","","EUROPEAN OROGENIC BELT - PALEOZOIC / GERMANY / ERZGEBIRGE / PLANITZ FORMATION","ZWICKAU","50.7","13.5","50.7","13.5","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","PITCHSTONE","","PITCHSTONE","PERMIAN","","MINERAL / COMPONENT (INCL. GROUNDMASS)","AGATE","1","","PRIMARY","","","","","","","","","","","","","","","","","","","","","","","","","","","","1217.14035","","5419.978","","","","","","","","","","","","486.928","","","","","","0.256","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.18732","ICPMS_LA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2016"," [20192] GÖTZE J. (2016)","samp. Z1","","EUROPEAN OROGENIC BELT - PALEOZOIC / GERMANY / ERZGEBIRGE / PLANITZ FORMATION","ZWICKAU","50.7","13.5","50.7","13.5","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","PITCHSTONE","","PITCHSTONE","PERMIAN","","MINERAL / COMPONENT (INCL. GROUNDMASS)","AGATE","2","","PRIMARY","","","","","","","","","","","","","","","","","","","","","","","","","","","","559.05255","","1593.211","","","","","","","","","","","","16.588","","","","","","0.54","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.08921","ICPMS_LA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2016"," [20192] GÖTZE J. (2016)","samp. Z1","","EUROPEAN OROGENIC BELT - PALEOZOIC / GERMANY / ERZGEBIRGE / PLANITZ FORMATION","ZWICKAU","50.7","13.5","50.7","13.5","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","PITCHSTONE","","PITCHSTONE","PERMIAN","","MINERAL / COMPONENT (INCL. GROUNDMASS)","AGATE","3","","PRIMARY","","","","","","","","","","","","","","","","","","","","","","","","","","","","138.26143","","334.986","","","","","","","","","","","","9.312","","","","","","0.565","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","ICPMS_LA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2016"," [20192] GÖTZE J. (2016)","samp. Z1","","EUROPEAN OROGENIC BELT - PALEOZOIC / GERMANY / ERZGEBIRGE / PLANITZ FORMATION","ZWICKAU","50.7","13.5","50.7","13.5","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","PITCHSTONE","","PITCHSTONE","PERMIAN","","MINERAL / COMPONENT (INCL. GROUNDMASS)","AGATE","4","","PRIMARY","","","","","","","","","","","","","","","","","","","","","","","","","","","","88.37869","","195.968","","","","","","","","","","","","8.987","","","","","","5.254","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0191","ICPMS_LA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2016"," [20192] GÖTZE J. (2016)","samp. Z1","","EUROPEAN OROGENIC BELT - PALEOZOIC / GERMANY / ERZGEBIRGE / PLANITZ FORMATION","ZWICKAU","50.7","13.5","50.7","13.5","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","PITCHSTONE","","PITCHSTONE","PERMIAN","","MINERAL / COMPONENT (INCL. GROUNDMASS)","AGATE","5","","PRIMARY","","","","","","","","","","","","","","","","","","","","","","","","","","","","48.25107","","62.275","","","","","","","","","","","","11.627","","","","","","5.391","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.01483","ICPMS_LA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2016"," [20192] GÖTZE J. (2016)","samp. Z1","","EUROPEAN OROGENIC BELT - PALEOZOIC / GERMANY / ERZGEBIRGE / PLANITZ FORMATION","ZWICKAU","50.7","13.5","50.7","13.5","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","PITCHSTONE","","PITCHSTONE","PERMIAN","","MINERAL / COMPONENT (INCL. GROUNDMASS)","AGATE","6","","PRIMARY","","","","","","","","","","","","","","","","","","","","","","","","","","","","468.54448","","1473.133","","","","","","","","","","","","522.04","","","","","","5.143","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.17973","ICPMS_LA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2016"," [20192] GÖTZE J. (2016)","samp. Z1","","EUROPEAN OROGENIC BELT - PALEOZOIC / GERMANY / ERZGEBIRGE / PLANITZ FORMATION","ZWICKAU","50.7","13.5","50.7","13.5","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","PITCHSTONE","","PITCHSTONE","PERMIAN","","MINERAL / COMPONENT (INCL. GROUNDMASS)","AGATE","7","","PRIMARY","","","","","","","","","","","","","","","","","","","","","","","","","","","","72.14344","","45.11","","","","","","","","","","","","10.217","","","","","","5.395","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","ICPMS_LA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2016"," [20192] GÖTZE J. (2016)","samp. Z1","","EUROPEAN OROGENIC BELT - PALEOZOIC / GERMANY / ERZGEBIRGE / PLANITZ FORMATION","ZWICKAU","50.7","13.5","50.7","13.5","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","PITCHSTONE","","PITCHSTONE","PERMIAN","","MINERAL / COMPONENT (INCL. GROUNDMASS)","AGATE","8","","PRIMARY","","","","","","","","","","","","","","","","","","","","","","","","","","","","72.35736","","28.883","","","","","","","","","","","","7.579","","","","","","6.092","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2016"," [20192] GÖTZE J. (2016)","samp. Z1","","EUROPEAN OROGENIC BELT - PALEOZOIC / GERMANY / ERZGEBIRGE / PLANITZ FORMATION","ZWICKAU","50.7","13.5","50.7","13.5","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","PITCHSTONE","","PITCHSTONE","PERMIAN","","MINERAL / COMPONENT (INCL. GROUNDMASS)","AGATE","9","","PRIMARY","","","","","","","","","","","","","","","","","","","","","","","","","","","","33.9371","","13.4","","","","","","","","","","","","7.87","","","","","","3.143","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","ICPMS_LA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2016"," [20192] GÖTZE J. (2016)","samp. Z1","","EUROPEAN OROGENIC BELT - PALEOZOIC / GERMANY / ERZGEBIRGE / PLANITZ FORMATION","ZWICKAU","50.7","13.5","50.7","13.5","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","PITCHSTONE","","PITCHSTONE","PERMIAN","","MINERAL / COMPONENT (INCL. GROUNDMASS)","AGATE","10","","PRIMARY","","","","","","","","","","","","","","","","","","","","","","","","","","","","37.51184","","26.865","","","","","","","","","","","","12.33","","","","","","4.403","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.01032","ICPMS_LA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2016"," [20192] GÖTZE J. (2016)","samp. Z1","","EUROPEAN OROGENIC BELT - PALEOZOIC / GERMANY / ERZGEBIRGE / PLANITZ FORMATION","ZWICKAU","50.7","13.5","50.7","13.5","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","PITCHSTONE","","PITCHSTONE","PERMIAN","","MINERAL / COMPONENT (INCL. GROUNDMASS)","AGATE","11","","PRIMARY","","","","","","","","","","","","","","","","","","","","","","","","","","","","57.81455","","48.73","","","","","","","","","","","","9.624","","","","","","5.249","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0107","ICPMS_LA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2016"," [20192] GÖTZE J. (2016)","samp. Z1","","EUROPEAN OROGENIC BELT - PALEOZOIC / GERMANY / ERZGEBIRGE / PLANITZ FORMATION","ZWICKAU","50.7","13.5","50.7","13.5","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","PITCHSTONE","","PITCHSTONE","PERMIAN","","MINERAL / COMPONENT (INCL. GROUNDMASS)","AGATE","12","","PRIMARY","","","","","","","","","","","","","","","","","","","","","","","","","","","","54.82625","","27.204","","","","","","","","","","","","7.348","","","","","","4.747","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.01238","ICPMS_LA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
