"Year","CITATION","SAMPLE NAME","UNIQUE_ID","LOCATION","LOCATION COMMENT","LATITUDE (MIN.)","LONGITUDE (MIN.)","LATITUDE (MAX.)","LONGITUDE (MAX.)","SAMPLING TECHNIQUE","LAND/SEA (SAMPLING)","ROCK TYPE","ROCK NAME","ROCK TEXTURE","SAMPLE COMMENT","AGE (MIN.)","AGE (MAX.)","GEOLOGICAL AGE","GEOLOGICAL AGE PREFIX","TYPE OF MATERIAL","MINERAL / COMPONENT","SPOT (MINERAL)","CRYSTAL","RIM / CORE (MINERAL GRAINS)","PRIMARY/SECONDARY","INCLUSION TYPE","SPOT (INCLUSION)","MINERAL (INCLUSION)","HOSTMINERAL (INCLUSION)","HEATING","HEATING TEMPERATURE (?C)","SIO2(WT%)","TIO2(WT%)","AL2O3(WT%)","CR2O3(WT%)","V2O3(WT%)","FE2O3T(WT%)","FE2O3(WT%)","FEOT(WT%)","FEO(WT%)","CAO(WT%)","MGO(WT%)","MNO(WT%)","BAO(WT%)","SRO(WT%)","NIO(WT%)","ZNO(WT%)","COO(WT%)","K2O(WT%)","NA2O(WT%)","LI2O(WT%)","P2O5(WT%)","H2O(WT%)","H2OP(WT%)","H2OM(WT%)","CO2(WT%)","CO2(PPB)","C(WT%)","F(WT%)","CL(WT%)","S(WT%)","LOI(WT%)","HE4(CCMSTP/G)","LI(PPM)","N(PPM)","N(PPB)","F(PPM)","MG(PPM)","AL(PPM)","SI(PPM)","P(PPM)","S(PPM)","CL(PPM)","AR36(CCMSTP/G)","AR40(CCMSTP/G)","K(PPM)","CA(PPM): altern. values or methods","","","","SC(PPM)","TI(PPM)","V(PPM)","CR(PPM)","MN(PPM)","FE(PPM): altern. values or methods","","","","CO(PPM)","NI(PPM): altern. values or methods","","","","CU(PPM)","ZN(PPM)","GA(PPM)","GE(PPM)","AS(PPM)","RB(PPM): altern. values or methods","","","","SR(PPM): altern. values or methods","","","","Y(PPM)","ZR(PPM)","NB(PPM)","MO(PPM)","RU(PPB)","RH(PPB)","PD(PPB)","CS(PPM)","BA(PPM)","LA(PPM)","CE(PPM)","PR(PPM)","ND(PPM): altern. values or methods","","","","SM(PPM): altern. values or methods","","","","EU(PPM)","GD(PPM)","TB(PPM)","DY(PPM)","HO(PPM)","ER(PPM)","TM(PPM)","YB(PPM)","LU(PPM): altern. values or methods","","","","HF(PPM): altern. values or methods","","","","TA(PPM)","W(PPM)","RE(PPB)","OS(PPB)","IR(PPB)","PT(PPB)","AU(PPB)","TL(PPM)","PB(PPM)","TH(PPM)","U(PPM): altern. values or methods","","","","CO2(PPM)","ND143_ND144: altern. values or methods","","","","SM147_ND144: altern. values or methods","","","","SR87_SR86","RB87_SR86","PB206_PB204","PB207_PB204","PB208_PB204","OS187_OS188","RE187_OS188","HF176_HF177","LU176_HF177","HE3_HE4(R/R(A))","AR40_AR36","TH232_PB204","U238_PB204","D15N(PER MIL)","D18O(PER MIL)","D34S(VS VCDT)","ALBITE(MOL%)","ANORTHITE(MOL%)","ENSTATITE(MOL%)","FORSTERITE(MOL%)","FERROSILITE(MOL%)","ORTHOCLASE(MOL%)","WOLLASTONITE(MOL%)",
"1995 "," [2415] ARNDT N. T.(1995)  [GeoReM [198] ]","samp. 1985/5","34392","SIBERIAN TRAPS / PUTORANA REGION","GULI MASSIF, DIKE","72","101","72","101","OUTCROP","SUBAERIAL","VOLCANIC ROCK","MEIMECHITE","","","","","","","WHOLE ROCK","","","","","","","","","","","","40.8","1.56","1.93","","","","","12.3","","4.12","38.5","0.19","","","","","","0.39","0.01","","0.2","","","","","","","","","","6.54","","","","","","","","","","","","","","","","","","","","","131","3194","","","","","","155","2151","XRF","","","73","86","0","","","19","XRF","","","285","XRF","","","10","120","28","","","","","","219","20.5","44.5","5.7","23.8","ICPMS","","","","","","","","2.6","0.3","","0.3","0.6","0.1","","","","","","","","","","","","","","","","","","0","0","","","","","","0.51272","TIMS","","","","","","","0.7037","0.19","","","","","","","","","","","","","","","","","","","","","",
"1995 "," [2415] ARNDT N. T.(1995)  [GeoReM [198] ]","samp. 26-4","","SIBERIAN TRAPS / PUTORANA REGION / GULI VOLCANO-PLUTONIC COMPLEX","","70.95","101.433","70.95","101.433","OUTCROP","SUBAERIAL","VOLCANIC ROCK","MEIMECHITE","","","","","","","WHOLE ROCK","","","","","","","","","","","","41.7","1.46","1.93","","","","","12.07","","3.04","39.4","0.19","","","","","","0.03","0.01","","0.19","","","","","","","","","","9.76","","","","","","","","","","","","","","","","","","","","","124","2816","","","","","","156","2175","XRF","","","58","98","0","","","0","XRF","","","202","XRF","","","8","114","22","","","","","","131","18","39.7","4.8","19.9","ICPMS","","","3.7","ICPMS","","","1","2.7","","1.8","0.3","0.6","","0.4","0.1","ICPMS","","","","","","","","","","","","","","","0","0","","","","","","0.512731","TIMS","","","0.11","TIMS","","","0.70326","0","","","","","","","","","","","","","","","","","","","","","",
"1995 "," [2415] ARNDT N. T.(1995)  [GeoReM [198] ]","samp. 27-10","","SIBERIAN TRAPS / PUTORANA REGION / GULI VOLCANO-PLUTONIC COMPLEX","","70.95","101.433","70.95","101.433","OUTCROP","SUBAERIAL","VOLCANIC ROCK","MEIMECHITE","","","","","","","WHOLE ROCK","","","","","","","","","","","","40.9","1.92","2.44","","","","","12.65","","6.01","35.6","0.19","","","","","","0.04","0.01","","0.26","","","","","","","","","","6.68","","","","","","","","","","","","","","","","","","","","","186","2940","","","","","","139","1930","XRF","","","79","93","5","","","0","XRF","","","261","XRF","","","11","144","30","","","","","","102","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1995 "," [2415] ARNDT N. T.(1995)  [GeoReM [198] ]","samp. 37-2","","SIBERIAN TRAPS / PUTORANA REGION / GULI VOLCANO-PLUTONIC COMPLEX","","70.95","101.433","70.95","101.433","OUTCROP","SUBAERIAL","VOLCANIC ROCK","MEIMECHITE","","","","","","","WHOLE ROCK","","","","","","","","","","","","40.9","1.77","2.27","","","","","13.59","","4.45","36.5","0.2","","","","","","0.07","0.01","","0.22","","","","","","","","","","7.09","","","","","","","","","","","","","","","","","","","","","200","3725","","","","","","157","1982","XRF","","","62","107","0","","","5","XRF","","","301","XRF","","","10","135","28","","","","","","231","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1995 "," [2415] ARNDT N. T.(1995)  [GeoReM [198] ]","samp. 37-6","","SIBERIAN TRAPS / PUTORANA REGION / GULI VOLCANO-PLUTONIC COMPLEX","","70.95","101.433","70.95","101.433","OUTCROP","SUBAERIAL","VOLCANIC ROCK","MEIMECHITE","","","","","","","WHOLE ROCK","","","","","","","","","","","","41.3","2.26","2.42","","","","","13.34","","5.66","34.3","0.21","","","","","","0.11","0.1","","0.27","","","","","","","","","","7.19","","","","","","","","","","","","","","","","","","","","","147","3459","","","","","","130","1862","XRF","","","90","117","8","","","3","XRF","","","298","XRF","","","13","167","39","","","","","","202","32.5","71.7","8.2","32.8","ICPMS","","","6.1","ICPMS","","","1.7","4.7","","3","0.5","1","","0.8","0.1","ICPMS","","","","","","","","","","","","","","","1","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1995 "," [2415] ARNDT N. T.(1995)  [GeoReM [198] ]","samp. 113D","","SIBERIAN TRAPS / PUTORANA REGION / GULI VOLCANO-PLUTONIC COMPLEX","","70.95","101.433","70.95","101.433","OUTCROP","SUBAERIAL","VOLCANIC ROCK","MEIMECHITE","","","","","","","WHOLE ROCK","","","","","","","","","","","","41.9","1.8","2.37","","","","","13.12","","4.36","35.9","0.2","","","","","","0.07","0.01","","0.25","","","","","","","","","","9.44","","","","","","","","","","","","","","","","","","","","","142","2702","","","","","","147","1781","XRF","","","70","99","7","","","0","XRF","","","233","XRF","","","9","128","25","","","","","","154","26","57.4","6.5","26.6","ICPMS","","","5","ICPMS","","","1.4","3.8","","2.3","0.4","0.7","0.5","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1995 "," [2415] ARNDT N. T.(1995)  [GeoReM [198] ]","samp. 125","","SIBERIAN TRAPS / PUTORANA REGION / GULI VOLCANO-PLUTONIC COMPLEX","","70.95","101.433","70.95","101.433","OUTCROP","SUBAERIAL","VOLCANIC ROCK","MEIMECHITE","","","","","","","WHOLE ROCK","","","","","","","","","","","","40.2","2.64","3.38","","","","","14.22","","6.89","31.1","0.22","","","","","","0.82","0.11","","0.36","","","","","","","","","","4.26","","","","","","","","","","","","","","","","","","","","","221","2309","","","","","","130","1486","XRF","","","104","104","8","","","33","XRF","","","377","XRF","","","18","202","41","","","","","","248","32.8","71.5","9.4","38.5","ICPMS","","","7.7","ICPMS","","","2.3","5.6","","","0.6","1.3","0.2","0.8","","","","","","","","","","","","","","","","","0","0","","","","","","0.512816","TIMS","","","0.12","TIMS","","","0.70398","0.25","","","","","","","","","","","","","","","","","","","","","",
"1995 "," [2415] ARNDT N. T.(1995)  [GeoReM [198] ]","samp. 202B","","SIBERIAN TRAPS / PUTORANA REGION / GULI VOLCANO-PLUTONIC COMPLEX","","70.95","101.433","70.95","101.433","OUTCROP","SUBAERIAL","VOLCANIC ROCK","MEIMECHITE","","","","","","","WHOLE ROCK","","","","","","","","","","","","42.7","2.46","2.87","","","","","13.1","","6.57","31.3","0.19","","","","","","0.35","0.1","","0.3","","","","","","","","","","6.44","","","","","","","","","","","","","","","","","","","","","246","2126","","","","","","124","1797","XRF","","","132","83","9","","","11","XRF","","","311","XRF","","","13","179","41","","","","","","258","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1995 "," [2415] ARNDT N. T.(1995)  [GeoReM [198] ]","samp. 450A","","SIBERIAN TRAPS / PUTORANA REGION / GULI VOLCANO-PLUTONIC COMPLEX","","70.95","101.433","70.95","101.433","OUTCROP","SUBAERIAL","VOLCANIC ROCK","MEIMECHITE","","","","","","","WHOLE ROCK","","","","","","","","","","","","42","1.83","2.18","","","","","13.15","","3.83","36.5","0.21","","","","","","0.02","0.01","","0.25","","","","","","","","","","10.55","","","","","","","","","","","","","","","","","","","","","137","3488","","","","","","158","2010","XRF","","","57","103","0","","","0","XRF","","","246","XRF","","","9","148","25","","","","","","85","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1995 "," [2415] ARNDT N. T.(1995)  [GeoReM [198] ]","samp. 595B","34401","SIBERIAN TRAPS / PUTORANA REGION / GULI VOLCANO-PLUTONIC COMPLEX","","70.95","101.433","70.95","101.433","OUTCROP","SUBAERIAL","VOLCANIC ROCK","MEIMECHITE","","","","","","","WHOLE ROCK","","","","","","","","","","","","42.4","1.26","1.66","","","","","11.1","","2.29","40.8","0.18","","","","","","0.08","0.01","","0.17","","","","","","","","","","12.2","","","","","","","","","","","","","","","","","","","","","95","2605","","","","","","0","0","XRF","","","0","0","0","","","4","XRF","","","190","XRF","","","6","113","21","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1995 "," [2415] ARNDT N. T.(1995)  [GeoReM [198] ]","samp. 1985/3","","SIBERIAN TRAPS / PUTORANA REGION / GULI VOLCANO-PLUTONIC COMPLEX","","70.95","101.433","70.95","101.433","OUTCROP","SUBAERIAL","VOLCANIC ROCK","MEIMECHITE","","","","","","","WHOLE ROCK","","","","","","","","","","","","41.5","1.36","1.71","","","","","12.25","","3.03","39.8","0.18","","","","","","0.02","0.01","","0.17","","","","","","","","","","8.98","","","","","","","","","","","","","","","","","","","","","99","2964","","","","","","154","2125","XRF","","","59","79","0","","","0","XRF","","","221","XRF","","","7","98","22","","","","","","108","17.8","39.2","4.6","18.5","ICPMS","","","3.4","ICPMS","","","1","2.5","","1.6","0.2","0.5","","0.4","0.1","ICPMS","","","","","","","","","","","","","","","0","0","","","","","","0.512744","TIMS","0.512757","TIMS","0.11","TIMS","0.11","TIMS","0.70324","0","","","","","","","","","","","","","","","","","","","","","",
"1995 "," [2415] ARNDT N. T.(1995)  [GeoReM [198] ]","samp. 1986/2","","SIBERIAN TRAPS / PUTORANA REGION / GULI VOLCANO-PLUTONIC COMPLEX","","70.95","101.433","70.95","101.433","OUTCROP","SUBAERIAL","VOLCANIC ROCK","MEIMECHITE","","","","","","","WHOLE ROCK","","","","","","","","","","","","41.7","1.59","1.96","","","","","10.89","","3.46","39.8","0.16","","","","","","0.2","0.01","","0.23","","","","","","","","","","8.83","","","","","","","","","","","","","","","","","","","","","114","2611","","","","","","136","2362","XRF","","","61","82","5","","","8","XRF","","","174","XRF","","","8","138","27","","","","","","164","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1995 "," [2415] ARNDT N. T.(1995)  [GeoReM [198] ]","samp. 1986/7","","SIBERIAN TRAPS / PUTORANA REGION / GULI VOLCANO-PLUTONIC COMPLEX","","70.95","101.433","70.95","101.433","OUTCROP","SUBAERIAL","VOLCANIC ROCK","MEIMECHITE","","","","","","","WHOLE ROCK","","","","","","","","","","","","40.5","1.55","2.03","","","","","12.7","","4.13","38.3","0.19","","","","","","0.39","0.01","","0.2","","","","","","","","","","5.12","","","","","","","","","","","","","","","","","","","","","152","3283","","","","","","132","2072","XRF","","","61","96","5","","","14","XRF","","","233","XRF","","","8","111","22","","","","","","201","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1995 "," [2415] ARNDT N. T.(1995)  [GeoReM [198] ]","samp. 1990/4","","SIBERIAN TRAPS / PUTORANA REGION / GULI VOLCANO-PLUTONIC COMPLEX","","70.95","101.433","70.95","101.433","OUTCROP","SUBAERIAL","VOLCANIC ROCK","MEIMECHITE","","","","","","","WHOLE ROCK","","","","","","","","","","","","41","2.83","3.19","","","","","13.98","","6.41","31.5","0.21","","","","","","0.31","0.14","","0.37","","","","","","","","","","7.05","","","","","","","","","","","","","","","","","","","","","225","2525","","","","","","134","1616","XRF","","","123","110","8","","","13","XRF","","","563","XRF","","","17","245","58","","","","","","264","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1995 "," [2415] ARNDT N. T.(1995)  [GeoReM [198] ]","samp. 3008/9","","SIBERIAN TRAPS / PUTORANA REGION / GULI VOLCANO-PLUTONIC COMPLEX","","70.95","101.433","70.95","101.433","OUTCROP","SUBAERIAL","VOLCANIC ROCK","MEIMECHITE","","","","","","","WHOLE ROCK","","","","","","","","","","","","41.3","1.92","2.05","","","","","13.03","","4.63","36.6","0.19","","","","","","0.05","0.02","","0.24","","","","","","","","","","8.47","","","","","","","","","","","","","","","","","","","","","135","2751","","","","","","140","1996","XRF","","","78","96","8","","","2","XRF","","","302","XRF","","","11","140","29","","","","","","152","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1995 "," [2415] ARNDT N. T.(1995)  [GeoReM [198] ]","samp. 3009/6","","SIBERIAN TRAPS / PUTORANA REGION / GULI VOLCANO-PLUTONIC COMPLEX","","70.95","101.433","70.95","101.433","OUTCROP","SUBAERIAL","VOLCANIC ROCK","MEIMECHITE","","","","","","","WHOLE ROCK","","","","","","","","","","","","40.8","2.31","2.69","","","","","13.94","","5.65","33.4","0.2","","","","","","0.57","0.18","","0.29","","","","","","","","","","6.17","","","","","","","","","","","","","","","","","","","","","210","3038","","","","","","151","1804","XRF","","","103","111","8","","","23","XRF","","","325","XRF","","","14","176","38","","","","","","195","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1995 "," [2415] ARNDT N. T.(1995)  [GeoReM [198] ]","samp. 1985/5","34392","SIBERIAN TRAPS / PUTORANA REGION","GULI MASSIF, DIKE","72","101","72","101","OUTCROP","SUBAERIAL","VOLCANIC ROCK","MEIMECHITE","","","","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","OLIVINE","","","","PRIMARY","","","","","","","40.6","0","0.15","0","0","","","","8.23","0.34","50.32","0","","","0.28","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1995 "," [2415] ARNDT N. T.(1995)  [GeoReM [198] ]","samp. 1985/5","34392","SIBERIAN TRAPS / PUTORANA REGION","GULI MASSIF, DIKE","72","101","72","101","OUTCROP","SUBAERIAL","VOLCANIC ROCK","MEIMECHITE","","","","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","OLIVINE","","","","PRIMARY","","","","","","","39.57","0","0.13","0","0","","","","12.61","0.46","46.32","0","","","0.35","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1995 "," [2415] ARNDT N. T.(1995)  [GeoReM [198] ]","samp. 1985/5","34392","SIBERIAN TRAPS / PUTORANA REGION","GULI MASSIF, DIKE","72","101","72","101","OUTCROP","SUBAERIAL","VOLCANIC ROCK","MEIMECHITE","","","","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","OLIVINE","","","","PRIMARY","","","","","","","40","0","0","0","0","","","","9.4","0.26","49.2","0","","","0.5","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1995 "," [2415] ARNDT N. T.(1995)  [GeoReM [198] ]","samp. 1985/5","34392","SIBERIAN TRAPS / PUTORANA REGION","GULI MASSIF, DIKE","72","101","72","101","OUTCROP","SUBAERIAL","VOLCANIC ROCK","MEIMECHITE","","","","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","OLIVINE","","","","PRIMARY","","","","","","","39.06","0","0","0","0","","","","12.87","0.4","45.91","0.18","","","0.29","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1995 "," [2415] ARNDT N. T.(1995)  [GeoReM [198] ]","samp. 1986/2","","SIBERIAN TRAPS / PUTORANA REGION / GULI VOLCANO-PLUTONIC COMPLEX","","70.95","101.433","70.95","101.433","OUTCROP","SUBAERIAL","VOLCANIC ROCK","MEIMECHITE","","","","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","OLIVINE","","","","PRIMARY","","","","","","","41.84","0","0","0.16","0","","","","6.87","0.34","51.21","0.19","","","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1995 "," [2415] ARNDT N. T.(1995)  [GeoReM [198] ]","samp. 1985/5","34392","SIBERIAN TRAPS / PUTORANA REGION","GULI MASSIF, DIKE","72","101","72","101","OUTCROP","SUBAERIAL","VOLCANIC ROCK","MEIMECHITE","","","","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","CLINOPYROXENE","","","","PRIMARY","","","","","","","48.44","3.21","3.28","0","0","","","","7.04","23.2","12.92","0","","","0","","","0","0.49","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36.5","","9.2","","43.4",
"1995 "," [2977] BASU A. R.(1995)  [GeoReM [229] ]","samp. 1079","","SIBERIAN TRAPS / PUTORANA REGION","MAIMECHA-KOTUI REGION, MAIMECHA RIVER BASIN","72","101","72","101","OUTCROP","SUBAERIAL","VOLCANIC ROCK","MEIMECHITE","","","","","","","WHOLE ROCK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","59.67","ICPMS","","","442.4","ICPMS","","","","","","","","","","","","","","","33.79","ICPMS","","","6.67","ICPMS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.512784","TIMS","","","0.1194","TIMS","","","0.704494","0.3883","","","","","","","","","","","","","","","","","","","","","",
"1995 "," [2977] BASU A. R.(1995)  [GeoReM [229] ]","samp. P-1","","SIBERIAN TRAPS / PUTORANA REGION","MAIMECHA-KOTUI REGION, MAIMECHA RIVER BASIN","72","101","72","101","OUTCROP","SUBAERIAL","VOLCANIC ROCK","MEIMECHITE","","","","","","","WHOLE ROCK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.81","ICPMS","","","340.3","ICPMS","","","","","","","","","","","","","","","28.07","ICPMS","","","5.24","ICPMS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.512711","TIMS","","","0.1129","TIMS","","","0.70412","0.2183","","","","","","","","","","","","","","","","","","","","","",
"1995 "," [2977] BASU A. R.(1995)  [GeoReM [229] ]","samp. 1986/5","","SIBERIAN TRAPS / PUTORANA REGION","MAIMECHA-KOTUI REGION, MAIMECHA RIVER BASIN","72","101","72","101","OUTCROP","SUBAERIAL","VOLCANIC ROCK","MEIMECHITE","","","","","","","WHOLE ROCK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.49","ICPMS","","","203.6","ICPMS","","","","","","","","","","","","","","","17.01","ICPMS","","","3.19","ICPMS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.51275","TIMS","","","0.1135","TIMS","","","0.703775","0.0493","","","","","","","","","","","","","","","","","","","","","",
"1998 "," [4308] ARNDT N. T.(1998)  [GeoReM [199] ]","samp. G3-233.4","73442","MAIMECHA-KOTUI PROVINCE / MAIMECHA RIVER BASIN / MAIMECHA FORMATION","","72","101","72","101","DRILL HOLE ","SUBAERIAL","VOLCANIC ROCK","MEIMECHITE","","","","","","","WHOLE ROCK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","314","TIMS_ID","","","","","","","","","","","","","","","32.73","TIMS_ID","","","5.93","TIMS_ID","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.51274","TIMS","","","0.1095","TIMS","","","0.703643","0.105","","","","","","","","","","","","","","","","","","","","","",
"1998 "," [4308] ARNDT N. T.(1998)  [GeoReM [199] ]","samp. G3-100","73443","MAIMECHA-KOTUI PROVINCE / MAIMECHA RIVER BASIN / MAIMECHA FORMATION","","72","101","72","101","DRILL HOLE ","SUBAERIAL","VOLCANIC ROCK","MEIMECHITE","","","","","","","WHOLE ROCK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","897","TIMS_ID","","","","","","","","","","","","","","","74.56","TIMS_ID","","","13.31","TIMS_ID","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.512762","TIMS","","","0.1079","TIMS","","","0.703922","0.183","","","","","","","","","","","","","","","","","","","","","",
"1992"," [4823] SOBOLEV A. V. (1992)","samp. 1","","SIBERIAN TRAPS / PUTORANA REGION / GULI VOLCANO-PLUTONIC COMPLEX","","70.95","101.433","70.95","101.433","OUTCROP","SUBAERIAL","VOLCANIC ROCK","MEIMECHITE","","","235000000","235000000","TRIASSIC","UPPER","INCLUSION","","","","","","GLASS INCLUSION","","","OLIVINE","True","1600","40.81","2.96","3.92","","","","","12.98","","6.98","28.29","","","","","","","1.26","1.23","","0.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1992"," [4823] SOBOLEV A. V. (1992)","samp. 2","","SIBERIAN TRAPS / PUTORANA REGION / GULI VOLCANO-PLUTONIC COMPLEX","","70.95","101.433","70.95","101.433","OUTCROP","SUBAERIAL","VOLCANIC ROCK","MEIMECHITE","","","235000000","235000000","TRIASSIC","UPPER","INCLUSION","","","","","","GLASS INCLUSION","","","OLIVINE","True","1560","40.18","3.55","4.49","","","","","13.27","","8.16","26.91","","","","","","","1.48","1.39","","0.63","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1992"," [4823] SOBOLEV A. V. (1992)","samp. 3","","SIBERIAN TRAPS / PUTORANA REGION / GULI VOLCANO-PLUTONIC COMPLEX","","70.95","101.433","70.95","101.433","OUTCROP","SUBAERIAL","VOLCANIC ROCK","MEIMECHITE","","","235000000","235000000","TRIASSIC","UPPER","INCLUSION","","","","","","GLASS INCLUSION","","","OLIVINE","True","1510","41.38","4.3","5.12","","","","","12.02","","9.68","23.26","","","","","","","1.09","1.85","","0.34","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
