Year,CITATION,SAMPLE NAME,UNIQUE_ID,LOCATION,LOCATION COMMENT,LATITUDE (MIN.),LONGITUDE (MIN.),LATITUDE (MAX.),LONGITUDE (MAX.),ELEVATION (MIN.),ELEVATION (MAX.),SAMPLING TECHNIQUE,LAND/SEA (SAMPLING),ROCK TYPE,ROCK NAME,ROCK TEXTURE,SAMPLE COMMENT,AGE (MIN.),AGE (MAX.),GEOLOGICAL AGE,GEOLOGICAL AGE PREFIX,ALTERATION,ALTERATION TYPE,TYPE OF MATERIAL,MINERAL / COMPONENT,SPOT (MINERAL),CRYSTAL,RIM / CORE (MINERAL GRAINS),PRIMARY/SECONDARY,INCLUSION TYPE,SPOT (INCLUSION),MINERAL (INCLUSION),HOSTMINERAL (INCLUSION),HEATING,HEATING TEMPERATURE (?C),SIO2(WT%),TIO2(WT%),ZRO2(WT%),AL2O3(WT%),CR2O3(WT%),LA2O3(WT%),CE2O3(WT%),ND2O3(WT%),SM2O3(WT%),Y2O3(WT%),V2O3(WT%),NB2O5(WT%),FE2O3T(WT%),FE2O3(WT%),FEOT(WT%),FEO(WT%),CAO(WT%),MGO(WT%),MNO(WT%),BAO(WT%),SRO(WT%),NIO(WT%),ZNO(WT%),CUO(WT%),K2O(WT%),NA2O(WT%): altern. values or methods,,,,P2O5(WT%),H2O(WT%): altern. values or methods,,,,H2OP(WT%),H2OM(WT%),CO2(WT%),F(WT%),CL(WT%),CH4(WT%),SO2(WT%),SO3(WT%),SO4(WT%),S(WT%),LOI(WT%),SI(WT%),AL(WT%),TI(WT%),FE(WT%),MN(WT%),CA(WT%),Y(WT%),LA(WT%),CE(WT%),K(WT%): altern. values or methods,,,,NA(WT%),HE4(CCMSTP/G),LI(PPM): altern. values or methods,,,,BE(PPM),B(PPM),F(PPM),MG(PPM),AL(PPM),SI(PPM),S(PPM),CL(PPM),AR40(CCMSTP/G),AR40(MOL/G),CA(PPM),SC(PPM),TI(PPM),V(PPM): altern. values or methods,,,,CR(PPM): altern. values or methods,,,,MN(PPM),FE(PPM),CO(PPM),NI(PPM): altern. values or methods,,,,CU(PPM),ZN(PPM),GA(PPM),GE(PPM),AS(PPM),RB(PPM): altern. values or methods,,,,SR(PPM): altern. values or methods,,,,Y(PPM): altern. values or methods,,,,ZR(PPM): altern. values or methods,,,,NB(PPM),MO(PPM),AG(PPM),CD(PPM),IN(PPM),SN(PPM),SB(PPM): altern. values or methods,,,,I(PPM),CS(PPM),BA(PPM): altern. values or methods,,,,LA(PPM): altern. values or methods,,,,CE(PPM): altern. values or methods,,,,PR(PPM),ND(PPM): altern. values or methods,,,,SM(PPM): altern. values or methods,,,,EU(PPM),GD(PPM),TB(PPM),DY(PPM),HO(PPM),ER(PPM),TM(PPM),YB(PPM),LU(PPM),HF(PPM),TA(PPM),W(PPM),HG(PPM),TL(PPM),PB(PPM): altern. values or methods,,,,BI(PPM),TH(PPM): altern. values or methods,,,,U(PPM): altern. values or methods,,,,ND143_ND144,SM147_ND144,SR87_SR86,SR87_SR86_INI,RB87_SR86,PB206_PB204,PB207_PB204,PB208_PB204,HF176_HF177,TH232_PB204,U235_PB204,U238_PB204,D11B(PER MIL),D18O(VS SMOW),D18O(VS VSMOW),D33S(VS VCDT): altern. values or methods,,,,,,,,,,,,,,,,,,D34S(VS VCDT): altern. values or methods,,,,,,,,,,,,,,,,,,ALBITE(MOL%),ACMITE(MOL%),AEGIRINE(MOL%),ANORTHITE(MOL%),CELSIAN(MOL%),ENSTATITE(MOL%),FAYALITE(MOL%),FORSTERITE(MOL%),FERROSILITE(MOL%),GEIKIELITE(MOL%),HEMATITE(MOL%),ILMENITE(MOL%),LAIHUNITE(MOL%),LARNITE(MOL%),MAGNESIOFERRITE(MOL%),MAGNETITE(MOL%),ORTHOCLASE(MOL%),PYROPHANITE(MOL%),TEPHROITE(MOL%),ULVOSPINEL(MOL%),WOLLASTONITE(MOL%),AGE(KA),AGE(MA),AGE_PB206_U238(MA)
2012, [15949] NEAVE D. A. (2012),samp. 09PNL032,,SICILY CHANNEL RIFT / PANTELLERIA,CUDDIA MUEGGEN,36.7856,12.0236,36.7856,12.0236,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,PANTELLERITIC RHYOLITE,,GLASSY LAVA; ORIGINALLY REPORTED AS PANTELLERITE,0,45000,QUATERNARY,,,,MINERAL / COMPONENT (INCL. GROUNDMASS),GLASS,,GROUNDMASS,,PRIMARY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14,SIMS,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,60,SIMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012, [15949] NEAVE D. A. (2012),samp. 09PNL032,,SICILY CHANNEL RIFT / PANTELLERIA,CUDDIA MUEGGEN,36.7856,12.0236,36.7856,12.0236,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,PANTELLERITIC RHYOLITE,,GLASSY LAVA; ORIGINALLY REPORTED AS PANTELLERITE,0,45000,QUATERNARY,,,,MINERAL / COMPONENT (INCL. GROUNDMASS),GLASS,,GROUNDMASS,,PRIMARY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16,SIMS,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,62,SIMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012, [15949] NEAVE D. A. (2012),samp. 09PNL032,,SICILY CHANNEL RIFT / PANTELLERIA,CUDDIA MUEGGEN,36.7856,12.0236,36.7856,12.0236,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,PANTELLERITIC RHYOLITE,,GLASSY LAVA; ORIGINALLY REPORTED AS PANTELLERITE,0,45000,QUATERNARY,,,,MINERAL / COMPONENT (INCL. GROUNDMASS),GLASS,,GROUNDMASS,,PRIMARY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,SIMS,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,62,SIMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012, [15949] NEAVE D. A. (2012),samp. 09PNL032,,SICILY CHANNEL RIFT / PANTELLERIA,CUDDIA MUEGGEN,36.7856,12.0236,36.7856,12.0236,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,PANTELLERITIC RHYOLITE,,GLASSY LAVA; ORIGINALLY REPORTED AS PANTELLERITE,0,45000,QUATERNARY,,,,MINERAL / COMPONENT (INCL. GROUNDMASS),GLASS,,GROUNDMASS,,PRIMARY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,SIMS,,,,,0.0022,,,,,,,,,,,,,,,,,,,,,,,,60,SIMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012, [16261] FIELD L. (2012),samp. 019,,EAST AFRICAN RIFT / ETHIOPIAN RIFT / AFAR DEPRESSION / DABBAHU (BOINA),,12.6609,40.4792,12.6609,40.4792,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,PANTELLERITIC RHYOLITE,,ORIGINALLY REPORTED AS PANTELLERITE,,,QUATERNARY,,,,WHOLE ROCK,,,,,,,,,,,,73.3,0.36,,9.77,,,,,,,,,6.46,,,,0.29,0,0.21,,,,,,4.17,5.96,XRF,,,0.01,,,,,,,,,,,,0.02,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012, [16261] FIELD L. (2012),samp. 021,,EAST AFRICAN RIFT / ETHIOPIAN RIFT / AFAR DEPRESSION / DABBAHU (BOINA),,12.6609,40.4792,12.6609,40.4792,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,PANTELLERITIC RHYOLITE,,ORIGINALLY REPORTED AS PANTELLERITE,,,QUATERNARY,,,,WHOLE ROCK,,,,,,,,,,,,72.91,0.35,,9.71,,,,,,,,,6.45,,,,0.28,0,0.21,,,,,,4.3,6.01,XRF,,,0.01,,,,,,,,,,,,0.02,,,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012, [16261] FIELD L. (2012),samp. 023,,EAST AFRICAN RIFT / ETHIOPIAN RIFT / AFAR DEPRESSION / DABBAHU (BOINA),,12.6609,40.4792,12.6609,40.4792,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,PANTELLERITIC RHYOLITE,,ORIGINALLY REPORTED AS PANTELLERITE,,,QUATERNARY,,,,WHOLE ROCK,,,,,,,,,,,,72.58,0.35,,9.63,,,,,,,,,6.41,,,,0.26,0,0.2,,,,,,4.4,6.01,XRF,,,0.01,,,,,,,,,,,,0.01,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012, [16261] FIELD L. (2012),samp. 055,,EAST AFRICAN RIFT / ETHIOPIAN RIFT / AFAR DEPRESSION / DABBAHU (BOINA),,12.6609,40.4792,12.6609,40.4792,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,PANTELLERITIC RHYOLITE,,ORIGINALLY REPORTED AS PANTELLERITE,,,QUATERNARY,,,,WHOLE ROCK,,,,,,,,,,,,72.75,0.36,,9.32,,,,,,,,,6.6,,,,0.27,0,0.21,,,,,,4.25,5.99,XRF,,,0.01,,,,,,,,,,,,0,,,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012, [16261] FIELD L. (2012),samp. 003,,EAST AFRICAN RIFT / ETHIOPIAN RIFT / AFAR DEPRESSION / DABBAHU (BOINA),,12.6609,40.4792,12.6609,40.4792,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,PANTELLERITIC RHYOLITE,,ORIGINALLY REPORTED AS PANTELLERITE,,,QUATERNARY,,,,WHOLE ROCK,,,,,,,,,,,,71.98,0.37,,9.33,,,,,,,,,6.55,,,,0.32,0,0.21,,,,,,4.38,6.01,XRF,,,0.01,,,,,,,,,,,,0.04,,,1.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012, [16261] FIELD L. (2012),samp. 012,,EAST AFRICAN RIFT / ETHIOPIAN RIFT / AFAR DEPRESSION / DABBAHU (BOINA),,12.6609,40.4792,12.6609,40.4792,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,PANTELLERITIC RHYOLITE,,ORIGINALLY REPORTED AS PANTELLERITE,,,QUATERNARY,,,,WHOLE ROCK,,,,,,,,,,,,68.57,0.45,,9.5,,,,,,,,,6.43,,,,0.87,0,0.19,,,,,,4.25,5.29,XRF,,,0.03,,,,,,,,,,,,0.04,,,3.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012, [16261] FIELD L. (2012),samp. 015,,EAST AFRICAN RIFT / ETHIOPIAN RIFT / AFAR DEPRESSION / DABBAHU (BOINA),,12.6609,40.4792,12.6609,40.4792,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,PANTELLERITIC RHYOLITE,,ORIGINALLY REPORTED AS PANTELLERITE,,,QUATERNARY,,,,WHOLE ROCK,,,,,,,,,,,,72.39,0.36,,9.37,,,,,,,,,6.58,,,,0.27,0,0.22,,,,,,4.44,6.5,XRF,,,0.01,,,,,,,,,,,,0.04,,,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012, [16261] FIELD L. (2012),samp. 016,,EAST AFRICAN RIFT / ETHIOPIAN RIFT / AFAR DEPRESSION / DABBAHU (BOINA),,12.6609,40.4792,12.6609,40.4792,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,PANTELLERITIC RHYOLITE,,ORIGINALLY REPORTED AS PANTELLERITE,,,QUATERNARY,,,,WHOLE ROCK,,,,,,,,,,,,72.23,0.35,,9.22,,,,,,,,,6.46,,,,0.43,0,0.21,,,,,,3.24,5.69,XRF,,,0.01,,,,,,,,,,,,0.01,,,2.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012, [16261] FIELD L. (2012),samp. 022,,EAST AFRICAN RIFT / ETHIOPIAN RIFT / AFAR DEPRESSION / DABBAHU (BOINA),,12.6609,40.4792,12.6609,40.4792,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,PANTELLERITIC RHYOLITE,,ORIGINALLY REPORTED AS PANTELLERITE,,,QUATERNARY,,,,WHOLE ROCK,,,,,,,,,,,,71.24,0.37,,9.27,,,,,,,,,6.53,,,,0.37,0,0.21,,,,,,4.18,6.7,XRF,,,0.02,,,,,,,,,,,,0.04,,,1.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012, [16261] FIELD L. (2012),samp. 003,,EAST AFRICAN RIFT / ETHIOPIAN RIFT / AFAR DEPRESSION / DABBAHU (BOINA),,12.6609,40.4792,12.6609,40.4792,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,PANTELLERITIC RHYOLITE,,ORIGINALLY REPORTED AS PANTELLERITE,,,QUATERNARY,,,,MINERAL / COMPONENT (INCL. GROUNDMASS),GLASS,,GROUNDMASS,,PRIMARY,,,,,,,73.07,0.35,,9.51,,,,,,,,,,,5.96,,0.29,0.21,0,,,,,,4.38,5.84,EMP (EPMA),,,0,0.19,SIMS,,,,,0.0044,,0.2,,0,,,,,,,,,,,,,,,,,,,,40,SIMS,,,9.2,11,,,,,,,,,,3.6,,,,,,,,,,,,,,,,,,,,,,116,SIMS,,,1.2,SIMS,,,102,SIMS,,,1087,SIMS,,,170,,,,,,,,,,,,14,SIMS,,,107,SIMS,,,213,SIMS,,,25.3,109,SIMS,,,21.3,SIMS,,,2.8,30.1,4.2,32.6,4.3,14,,12.4,1.9,26,13,,,,,,,,,11,SIMS,,,3,SIMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012, [16261] FIELD L. (2012),samp. 012,,EAST AFRICAN RIFT / ETHIOPIAN RIFT / AFAR DEPRESSION / DABBAHU (BOINA),,12.6609,40.4792,12.6609,40.4792,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,PANTELLERITIC RHYOLITE,,ORIGINALLY REPORTED AS PANTELLERITE,,,QUATERNARY,,,,MINERAL / COMPONENT (INCL. GROUNDMASS),GLASS,,GROUNDMASS,,PRIMARY,,,,,,,71.7,0.09,,11.31,,,,,,,,,,,3.13,,0.08,0.06,0,,,,,,4.44,5.14,EMP (EPMA),,,0,1.18,SIMS,,,,,0.0098,,0.05,,0,,,,,,,,,,,,,,,,,,,,37,SIMS,,,9.1,10,,,,,,,,,,3.9,,,,,,,,,,,,,,,,,,,,,,112,SIMS,,,1.2,SIMS,,,99,SIMS,,,1031,SIMS,,,155,,,,,,,,,,,,14,SIMS,,,104,SIMS,,,207,SIMS,,,24,107,SIMS,,,21.9,SIMS,,,2.9,28.9,4.1,31.4,4.2,12.5,,11.8,1.6,22,11,,,,,,,,,9,SIMS,,,3,SIMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012, [16261] FIELD L. (2012),samp. 022,,EAST AFRICAN RIFT / ETHIOPIAN RIFT / AFAR DEPRESSION / DABBAHU (BOINA),,12.6609,40.4792,12.6609,40.4792,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,PANTELLERITIC RHYOLITE,,ORIGINALLY REPORTED AS PANTELLERITE,,,QUATERNARY,,,,MINERAL / COMPONENT (INCL. GROUNDMASS),GLASS,,GROUNDMASS,,PRIMARY,,,,,,,73.12,0.37,,9.34,,,,,,,,,,,6.19,,0.19,0.25,0,,,,,,4.42,5.74,EMP (EPMA),,,0,0.32,SIMS,,,,,0.0035,,0.21,,0,,,,,,,,,,,,,,,,,,,,40,SIMS,,,9.1,11,,,,,,,,,,3.8,,,,,,,,,,,,,,,,,,,,,,128,SIMS,,,1.1,SIMS,,,108,SIMS,,,1161,SIMS,,,182,,,,,,,,,,,,15,SIMS,,,114,SIMS,,,229,SIMS,,,26.5,117,SIMS,,,22.2,SIMS,,,2.9,29.9,4.4,35.2,4.7,14,,14.2,1.8,26,14,,,,,,,,,11,SIMS,,,3,SIMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012, [16261] FIELD L. (2012),samp. 015,,EAST AFRICAN RIFT / ETHIOPIAN RIFT / AFAR DEPRESSION / DABBAHU (BOINA),,12.6609,40.4792,12.6609,40.4792,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,PANTELLERITIC RHYOLITE,,ORIGINALLY REPORTED AS PANTELLERITE,,,QUATERNARY,,,,MINERAL / COMPONENT (INCL. GROUNDMASS),GLASS,,GROUNDMASS,,PRIMARY,,,,,,,71.91,0.23,0.06,9.12,,,,,,,,,,,6.12,,0.27,0,0.19,,,,,,4.32,5.74,EMP (EPMA),,,0,0.16,SIMS,,,,,0.0015,0.24,0.09,,0,,,,,,,,,,,,,,,,,,,,39,SIMS,,,9.1,11,,,,,,,,,,3.6,,,,,,,,,,,,,,,,,,,,,,120,SIMS,,,1,SIMS,,,102,SIMS,,,1093,SIMS,,,171,,,,,,,,,,,,14,SIMS,,,108,SIMS,,,216,SIMS,,,25.3,109,SIMS,,,21.3,SIMS,,,2.6,26.4,4,33.8,4.2,12.9,,12.1,2,26,13,,,,,,,,,10,SIMS,,,3,SIMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012, [16261] FIELD L. (2012),samp. 016,,EAST AFRICAN RIFT / ETHIOPIAN RIFT / AFAR DEPRESSION / DABBAHU (BOINA),,12.6609,40.4792,12.6609,40.4792,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,PANTELLERITIC RHYOLITE,,ORIGINALLY REPORTED AS PANTELLERITE,,,QUATERNARY,,,,MINERAL / COMPONENT (INCL. GROUNDMASS),GLASS,,GROUNDMASS,,PRIMARY,,,,,,,72.25,0.21,0.02,9.05,,,,,,,,,,,6.01,,0.16,0,0.15,,,,,,4.33,5.79,EMP (EPMA),,,0,0.16,SIMS,,,,,0.0003,0.25,0.1,,0,,,,,,,,,,,,,,,,,,,,38,SIMS,,,9,11,,,,,,,,,,3.5,,,,,,,,,,,,,,,,,,,,,,119,SIMS,,,0.9,SIMS,,,101,SIMS,,,1088,SIMS,,,172,,,,,,,,,,,,14,SIMS,,,106,SIMS,,,215,SIMS,,,25.8,107,SIMS,,,21.7,SIMS,,,2.8,28.2,4.3,34.5,4.5,13.2,,12,2,25,13,,,,,,,,,11,SIMS,,,3,SIMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012, [16261] FIELD L. (2012),samp. 019,,EAST AFRICAN RIFT / ETHIOPIAN RIFT / AFAR DEPRESSION / DABBAHU (BOINA),,12.6609,40.4792,12.6609,40.4792,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,PANTELLERITIC RHYOLITE,,ORIGINALLY REPORTED AS PANTELLERITE,,,QUATERNARY,,,,MINERAL / COMPONENT (INCL. GROUNDMASS),GLASS,,GROUNDMASS,,PRIMARY,,,,,,,72.28,0.29,0.1,9.28,,,,,,,,,,,6.03,,0.27,0,0.22,,,,,,4.32,5.67,EMP (EPMA),,,0,0.16,SIMS,0.182,FTIR,,,0.0013,0.24,0.13,,0,,,,,,,,,,,,,,,,,,,,40,SIMS,,,9.1,11,,,,,,,,,,3.4,,,,,,,,,,,,,,,,,,,,,,118,SIMS,,,1,SIMS,,,100,SIMS,,,1070,SIMS,,,165,,,,,,,,,,,,16,SIMS,,,103,SIMS,,,208,SIMS,,,24.8,106,SIMS,,,21.4,SIMS,,,2.8,25.3,3.8,31.5,4.2,13.2,,11.7,1.8,26,12,,,,,,,,,10,SIMS,,,3,SIMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012, [16261] FIELD L. (2012),samp. 021,,EAST AFRICAN RIFT / ETHIOPIAN RIFT / AFAR DEPRESSION / DABBAHU (BOINA),,12.6609,40.4792,12.6609,40.4792,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,PANTELLERITIC RHYOLITE,,ORIGINALLY REPORTED AS PANTELLERITE,,,QUATERNARY,,,,MINERAL / COMPONENT (INCL. GROUNDMASS),GLASS,,GROUNDMASS,,PRIMARY,,,,,,,71.42,0.18,0.11,10.2,,,,,,,,,,,5.51,,0.2,0,0.16,,,,,,4.5,5.73,EMP (EPMA),,,0,,,,,,,,0.25,0.09,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012, [16261] FIELD L. (2012),samp. 023,,EAST AFRICAN RIFT / ETHIOPIAN RIFT / AFAR DEPRESSION / DABBAHU (BOINA),,12.6609,40.4792,12.6609,40.4792,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,PANTELLERITIC RHYOLITE,,ORIGINALLY REPORTED AS PANTELLERITE,,,QUATERNARY,,,,MINERAL / COMPONENT (INCL. GROUNDMASS),GLASS,,GROUNDMASS,,PRIMARY,,,,,,,72.38,0.25,0.05,9.27,,,,,,,,,,,5.88,,0.15,0,0.22,,,,,,4.31,5.7,EMP (EPMA),,,0,0.177,FTIR,,,,,,0.25,0.1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012, [16261] FIELD L. (2012),samp. 055,,EAST AFRICAN RIFT / ETHIOPIAN RIFT / AFAR DEPRESSION / DABBAHU (BOINA),,12.6609,40.4792,12.6609,40.4792,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,PANTELLERITIC RHYOLITE,,ORIGINALLY REPORTED AS PANTELLERITE,,,QUATERNARY,,,,MINERAL / COMPONENT (INCL. GROUNDMASS),GLASS,,GROUNDMASS,,PRIMARY,,,,,,,72.19,0.17,0.05,9.58,,,,,,,,,,,5.72,,0.14,0,0.16,,,,,,4.43,5.97,EMP (EPMA),,,0,0.187,FTIR,,,,,0.0009,0.23,0.12,,0,,,,,,,,,,,,,,,,,,,,39,SIMS,,,9.2,11,,,,,,,,,,3.5,,,,,,,,,,,,,,,,,,,,,,122,SIMS,,,0.9,SIMS,,,104,SIMS,,,1122,SIMS,,,176,,,,,,,,,,,,13,SIMS,,,110,SIMS,,,217,SIMS,,,26,111,SIMS,,,22.1,SIMS,,,2.8,28.9,4.2,32.7,4.6,13.2,,13.6,2,28,13,,,,,,,,,11,SIMS,,,3,SIMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
