Year,CITATION,SAMPLE NAME,UNIQUE_ID,LOCATION,LOCATION COMMENT,LATITUDE (MIN.),LONGITUDE (MIN.),LATITUDE (MAX.),LONGITUDE (MAX.),ELEVATION (MIN.),ELEVATION (MAX.),SAMPLING TECHNIQUE,LAND/SEA (SAMPLING),ROCK TYPE,ROCK NAME,ROCK TEXTURE,SAMPLE COMMENT,AGE (MIN.),AGE (MAX.),GEOLOGICAL AGE,GEOLOGICAL AGE PREFIX,ALTERATION,ALTERATION TYPE,TYPE OF MATERIAL,MINERAL / COMPONENT,SPOT (MINERAL),CRYSTAL,RIM / CORE (MINERAL GRAINS),PRIMARY/SECONDARY,INCLUSION TYPE,SPOT (INCLUSION),MINERAL (INCLUSION),HOSTMINERAL (INCLUSION),HEATING,HEATING TEMPERATURE (?C),SIO2(WT%),TIO2(WT%),ZRO2(WT%),AL2O3(WT%),CR2O3(WT%),LA2O3(WT%),CE2O3(WT%),ND2O3(WT%),SM2O3(WT%),Y2O3(WT%),V2O3(WT%),NB2O5(WT%),FE2O3T(WT%),FE2O3(WT%),FEOT(WT%),FEO(WT%),CAO(WT%),MGO(WT%),MNO(WT%),BAO(WT%),SRO(WT%),NIO(WT%),ZNO(WT%),CUO(WT%),K2O(WT%),NA2O(WT%): altern. values or methods,,,,P2O5(WT%),H2O(WT%): altern. values or methods,,,,H2OP(WT%),H2OM(WT%),CO2(WT%),F(WT%),CL(WT%),CH4(WT%),SO2(WT%),SO3(WT%),SO4(WT%),S(WT%),LOI(WT%),SI(WT%),AL(WT%),TI(WT%),FE(WT%),MN(WT%),CA(WT%),Y(WT%),LA(WT%),CE(WT%),K(WT%): altern. values or methods,,,,NA(WT%),HE4(CCMSTP/G),LI(PPM): altern. values or methods,,,,BE(PPM),B(PPM),F(PPM),MG(PPM),AL(PPM),SI(PPM),S(PPM),CL(PPM),AR40(CCMSTP/G),AR40(MOL/G),CA(PPM),SC(PPM),TI(PPM),V(PPM): altern. values or methods,,,,CR(PPM): altern. values or methods,,,,MN(PPM),FE(PPM),CO(PPM),NI(PPM): altern. values or methods,,,,CU(PPM),ZN(PPM),GA(PPM),GE(PPM),AS(PPM),RB(PPM): altern. values or methods,,,,SR(PPM): altern. values or methods,,,,Y(PPM): altern. values or methods,,,,ZR(PPM): altern. values or methods,,,,NB(PPM),MO(PPM),AG(PPM),CD(PPM),IN(PPM),SN(PPM),SB(PPM): altern. values or methods,,,,I(PPM),CS(PPM),BA(PPM): altern. values or methods,,,,LA(PPM): altern. values or methods,,,,CE(PPM): altern. values or methods,,,,PR(PPM),ND(PPM): altern. values or methods,,,,SM(PPM): altern. values or methods,,,,EU(PPM),GD(PPM),TB(PPM),DY(PPM),HO(PPM),ER(PPM),TM(PPM),YB(PPM),LU(PPM),HF(PPM),TA(PPM),W(PPM),HG(PPM),TL(PPM),PB(PPM): altern. values or methods,,,,BI(PPM),TH(PPM): altern. values or methods,,,,U(PPM): altern. values or methods,,,,ND143_ND144,SM147_ND144,SR87_SR86,SR87_SR86_INI,RB87_SR86,PB206_PB204,PB207_PB204,PB208_PB204,HF176_HF177,TH232_PB204,U235_PB204,U238_PB204,D11B(PER MIL),D18O(VS SMOW),D18O(VS VSMOW),D33S(VS VCDT): altern. values or methods,,,,,,,,,,,,,,,,,,D34S(VS VCDT): altern. values or methods,,,,,,,,,,,,,,,,,,ALBITE(MOL%),ACMITE(MOL%),AEGIRINE(MOL%),ANORTHITE(MOL%),CELSIAN(MOL%),ENSTATITE(MOL%),FAYALITE(MOL%),FORSTERITE(MOL%),FERROSILITE(MOL%),GEIKIELITE(MOL%),HEMATITE(MOL%),ILMENITE(MOL%),LAIHUNITE(MOL%),LARNITE(MOL%),MAGNESIOFERRITE(MOL%),MAGNETITE(MOL%),ORTHOCLASE(MOL%),PYROPHANITE(MOL%),TEPHROITE(MOL%),ULVOSPINEL(MOL%),WOLLASTONITE(MOL%),AGE(KA),AGE(MA),AGE_PB206_U238(MA)
2023, [26780] TADESSE A. Z. (2023),samp. MER149K,,EAST AFRICAN RIFT / ETHIOPIAN RIFT / MAIN ETHIOPIAN RIFT / BORA-BARICHA-TULLU MOYE VOLCANIC SYSTEM,MEKI,8.19091,38.85574,8.19091,38.85574,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,PANTELLERITIC RHYOLITE,"VESICULAR, HOLOHYALINE","QRP, PUMICE; ORIGINALLY REPORTED AS PANTELLERITE",,,QUATERNARY,,,,MINERAL / COMPONENT (INCL. GROUNDMASS),AENIGMATITE,BA-I-IV_149K_02_RIM,,,PRIMARY,,,,,,,40.55,9,,0.68,,,,,,,,,,,39.8,,0.63,0.11,1.45,,,,,,,6.77,EMP (EPMA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023, [26780] TADESSE A. Z. (2023),samp. MER149K,,EAST AFRICAN RIFT / ETHIOPIAN RIFT / MAIN ETHIOPIAN RIFT / BORA-BARICHA-TULLU MOYE VOLCANIC SYSTEM,MEKI,8.19091,38.85574,8.19091,38.85574,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,PANTELLERITIC RHYOLITE,"VESICULAR, HOLOHYALINE","QRP, PUMICE; ORIGINALLY REPORTED AS PANTELLERITE",,,QUATERNARY,,,,MINERAL / COMPONENT (INCL. GROUNDMASS),AENIGMATITE,BA-I-IV_149K_02_RIM,,,PRIMARY,,,,,,,40.71,8.92,,0.65,,,,,,,,,,,39.76,,0.6,0.11,1.42,,,,,,,6.77,EMP (EPMA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023, [26780] TADESSE A. Z. (2023),samp. MER149K,,EAST AFRICAN RIFT / ETHIOPIAN RIFT / MAIN ETHIOPIAN RIFT / BORA-BARICHA-TULLU MOYE VOLCANIC SYSTEM,MEKI,8.19091,38.85574,8.19091,38.85574,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,PANTELLERITIC RHYOLITE,"VESICULAR, HOLOHYALINE","QRP, PUMICE; ORIGINALLY REPORTED AS PANTELLERITE",,,QUATERNARY,,,,MINERAL / COMPONENT (INCL. GROUNDMASS),AENIGMATITE,BA-I-IV_149K_02_RIM,,,PRIMARY,,,,,,,40.8,8.79,,0.65,,,,,,,,,,,39.33,,0.61,0.09,1.39,,,,,,,6.75,EMP (EPMA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023, [26780] TADESSE A. Z. (2023),samp. MER149K,,EAST AFRICAN RIFT / ETHIOPIAN RIFT / MAIN ETHIOPIAN RIFT / BORA-BARICHA-TULLU MOYE VOLCANIC SYSTEM,MEKI,8.19091,38.85574,8.19091,38.85574,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,PANTELLERITIC RHYOLITE,"VESICULAR, HOLOHYALINE","QRP, PUMICE; ORIGINALLY REPORTED AS PANTELLERITE",,,QUATERNARY,,,,MINERAL / COMPONENT (INCL. GROUNDMASS),AENIGMATITE,BA-I-IV_149K_04_CORE,,,PRIMARY,,,,,,,40.7,8.83,,0.62,,,,,,,,,,,40.22,,0.59,0.09,1.46,,,,,,,6.81,EMP (EPMA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023, [26780] TADESSE A. Z. (2023),samp. MER149K,,EAST AFRICAN RIFT / ETHIOPIAN RIFT / MAIN ETHIOPIAN RIFT / BORA-BARICHA-TULLU MOYE VOLCANIC SYSTEM,MEKI,8.19091,38.85574,8.19091,38.85574,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,PANTELLERITIC RHYOLITE,"VESICULAR, HOLOHYALINE","QRP, PUMICE; ORIGINALLY REPORTED AS PANTELLERITE",,,QUATERNARY,,,,MINERAL / COMPONENT (INCL. GROUNDMASS),AENIGMATITE,BA-I-IV_149K_04_CORE,,,PRIMARY,,,,,,,40.59,8.86,,0.57,,,,,,,,,,,40.29,,0.6,0.09,1.49,,,,,,,6.76,EMP (EPMA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023, [26780] TADESSE A. Z. (2023),samp. MER149K,,EAST AFRICAN RIFT / ETHIOPIAN RIFT / MAIN ETHIOPIAN RIFT / BORA-BARICHA-TULLU MOYE VOLCANIC SYSTEM,MEKI,8.19091,38.85574,8.19091,38.85574,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,PANTELLERITIC RHYOLITE,"VESICULAR, HOLOHYALINE","QRP, PUMICE; ORIGINALLY REPORTED AS PANTELLERITE",,,QUATERNARY,,,,MINERAL / COMPONENT (INCL. GROUNDMASS),AENIGMATITE,BA-I-IV_149K_04_CORE,,,PRIMARY,,,,,,,40.01,8.76,,0.83,,,,,,,,,,,40.49,,0.84,0.09,1.44,,,,,,,6.68,EMP (EPMA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023, [26780] TADESSE A. Z. (2023),samp. MER149K,,EAST AFRICAN RIFT / ETHIOPIAN RIFT / MAIN ETHIOPIAN RIFT / BORA-BARICHA-TULLU MOYE VOLCANIC SYSTEM,MEKI,8.19091,38.85574,8.19091,38.85574,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,PANTELLERITIC RHYOLITE,"VESICULAR, HOLOHYALINE","QRP, PUMICE; ORIGINALLY REPORTED AS PANTELLERITE",,,QUATERNARY,,,,MINERAL / COMPONENT (INCL. GROUNDMASS),AENIGMATITE,BA-I-IV_149K_04_RIM,,,PRIMARY,,,,,,,40.42,9.01,,0.7,,,,,,,,,,,40.05,,0.67,0.11,1.43,,,,,,,6.85,EMP (EPMA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023, [26780] TADESSE A. Z. (2023),samp. MER149K,,EAST AFRICAN RIFT / ETHIOPIAN RIFT / MAIN ETHIOPIAN RIFT / BORA-BARICHA-TULLU MOYE VOLCANIC SYSTEM,MEKI,8.19091,38.85574,8.19091,38.85574,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,PANTELLERITIC RHYOLITE,"VESICULAR, HOLOHYALINE","QRP, PUMICE; ORIGINALLY REPORTED AS PANTELLERITE",,,QUATERNARY,,,,MINERAL / COMPONENT (INCL. GROUNDMASS),AENIGMATITE,BA-I-IV_149K_04_RIM,,,PRIMARY,,,,,,,40.44,9.06,,0.79,,,,,,,,,,,40.16,,0.69,0.08,1.46,,,,,,,6.76,EMP (EPMA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023, [26780] TADESSE A. Z. (2023),samp. MER149K,,EAST AFRICAN RIFT / ETHIOPIAN RIFT / MAIN ETHIOPIAN RIFT / BORA-BARICHA-TULLU MOYE VOLCANIC SYSTEM,MEKI,8.19091,38.85574,8.19091,38.85574,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,PANTELLERITIC RHYOLITE,"VESICULAR, HOLOHYALINE","QRP, PUMICE; ORIGINALLY REPORTED AS PANTELLERITE",,,QUATERNARY,,,,MINERAL / COMPONENT (INCL. GROUNDMASS),AENIGMATITE,BA-I-IV_149K_04_RIM,,,PRIMARY,,,,,,,40.38,8.98,,0.66,,,,,,,,,,,40.11,,0.65,0.11,1.5,,,,,,,6.78,EMP (EPMA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023, [26780] TADESSE A. Z. (2023),samp. MER149K,,EAST AFRICAN RIFT / ETHIOPIAN RIFT / MAIN ETHIOPIAN RIFT / BORA-BARICHA-TULLU MOYE VOLCANIC SYSTEM,MEKI,8.19091,38.85574,8.19091,38.85574,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,PANTELLERITIC RHYOLITE,"VESICULAR, HOLOHYALINE","QRP, PUMICE; ORIGINALLY REPORTED AS PANTELLERITE",,,QUATERNARY,,,,MINERAL / COMPONENT (INCL. GROUNDMASS),AENIGMATITE,BA-I-IV_149K_05_CORE,,,PRIMARY,,,,,,,40.72,8.87,,0.67,,,,,,,,,,,40.2,,0.61,0.1,1.43,,,,,,,6.78,EMP (EPMA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023, [26780] TADESSE A. Z. (2023),samp. MER149K,,EAST AFRICAN RIFT / ETHIOPIAN RIFT / MAIN ETHIOPIAN RIFT / BORA-BARICHA-TULLU MOYE VOLCANIC SYSTEM,MEKI,8.19091,38.85574,8.19091,38.85574,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,PANTELLERITIC RHYOLITE,"VESICULAR, HOLOHYALINE","QRP, PUMICE; ORIGINALLY REPORTED AS PANTELLERITE",,,QUATERNARY,,,,MINERAL / COMPONENT (INCL. GROUNDMASS),AENIGMATITE,BA-I-IV_149K_05_CORE,,,PRIMARY,,,,,,,40.54,8.85,,0.66,,,,,,,,,,,40.31,,0.63,0.11,1.47,,,,,,,6.88,EMP (EPMA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023, [26780] TADESSE A. Z. (2023),samp. MER149K,,EAST AFRICAN RIFT / ETHIOPIAN RIFT / MAIN ETHIOPIAN RIFT / BORA-BARICHA-TULLU MOYE VOLCANIC SYSTEM,MEKI,8.19091,38.85574,8.19091,38.85574,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,PANTELLERITIC RHYOLITE,"VESICULAR, HOLOHYALINE","QRP, PUMICE; ORIGINALLY REPORTED AS PANTELLERITE",,,QUATERNARY,,,,MINERAL / COMPONENT (INCL. GROUNDMASS),AENIGMATITE,BA-I-IV_149K_05_CORE,,,PRIMARY,,,,,,,40.54,8.86,,0.67,,,,,,,,,,,40.25,,0.61,0.12,1.42,,,,,,,6.64,EMP (EPMA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023, [26780] TADESSE A. Z. (2023),samp. MER149K,,EAST AFRICAN RIFT / ETHIOPIAN RIFT / MAIN ETHIOPIAN RIFT / BORA-BARICHA-TULLU MOYE VOLCANIC SYSTEM,MEKI,8.19091,38.85574,8.19091,38.85574,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,PANTELLERITIC RHYOLITE,"VESICULAR, HOLOHYALINE","QRP, PUMICE; ORIGINALLY REPORTED AS PANTELLERITE",,,QUATERNARY,,,,MINERAL / COMPONENT (INCL. GROUNDMASS),AENIGMATITE,BA-I-IV_149K_05_RIM,,,PRIMARY,,,,,,,40.61,8.85,,0.59,,,,,,,,,,,39.91,,0.6,0.1,1.46,,,,,,,6.7,EMP (EPMA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023, [26780] TADESSE A. Z. (2023),samp. MER149K,,EAST AFRICAN RIFT / ETHIOPIAN RIFT / MAIN ETHIOPIAN RIFT / BORA-BARICHA-TULLU MOYE VOLCANIC SYSTEM,MEKI,8.19091,38.85574,8.19091,38.85574,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,PANTELLERITIC RHYOLITE,"VESICULAR, HOLOHYALINE","QRP, PUMICE; ORIGINALLY REPORTED AS PANTELLERITE",,,QUATERNARY,,,,MINERAL / COMPONENT (INCL. GROUNDMASS),AENIGMATITE,BA-I-IV_149K_05_RIM,,,PRIMARY,,,,,,,40.9,8.91,,0.57,,,,,,,,,,,39.78,,0.56,0.12,1.41,,,,,,,6.72,EMP (EPMA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023, [26780] TADESSE A. Z. (2023),samp. MER149K,,EAST AFRICAN RIFT / ETHIOPIAN RIFT / MAIN ETHIOPIAN RIFT / BORA-BARICHA-TULLU MOYE VOLCANIC SYSTEM,MEKI,8.19091,38.85574,8.19091,38.85574,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,PANTELLERITIC RHYOLITE,"VESICULAR, HOLOHYALINE","QRP, PUMICE; ORIGINALLY REPORTED AS PANTELLERITE",,,QUATERNARY,,,,MINERAL / COMPONENT (INCL. GROUNDMASS),AENIGMATITE,BA-I-IV_149K_05_RIM,,,PRIMARY,,,,,,,40.68,8.96,,0.64,,,,,,,,,,,39.87,,0.63,0.12,1.42,,,,,,,6.76,EMP (EPMA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023, [26780] TADESSE A. Z. (2023),samp. MER149K,,EAST AFRICAN RIFT / ETHIOPIAN RIFT / MAIN ETHIOPIAN RIFT / BORA-BARICHA-TULLU MOYE VOLCANIC SYSTEM,MEKI,8.19091,38.85574,8.19091,38.85574,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,PANTELLERITIC RHYOLITE,"VESICULAR, HOLOHYALINE","QRP, PUMICE; ORIGINALLY REPORTED AS PANTELLERITE",,,QUATERNARY,,,,MINERAL / COMPONENT (INCL. GROUNDMASS),AENIGMATITE,BA-I-IV_149K_06_CORE,,,PRIMARY,,,,,,,40.6,8.94,,0.61,,,,,,,,,,,40,,0.57,0.11,1.39,,,,,,,6.83,EMP (EPMA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023, [26780] TADESSE A. Z. (2023),samp. MER149K,,EAST AFRICAN RIFT / ETHIOPIAN RIFT / MAIN ETHIOPIAN RIFT / BORA-BARICHA-TULLU MOYE VOLCANIC SYSTEM,MEKI,8.19091,38.85574,8.19091,38.85574,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,PANTELLERITIC RHYOLITE,"VESICULAR, HOLOHYALINE","QRP, PUMICE; ORIGINALLY REPORTED AS PANTELLERITE",,,QUATERNARY,,,,MINERAL / COMPONENT (INCL. GROUNDMASS),AENIGMATITE,BA-I-IV_149K_06_CORE,,,PRIMARY,,,,,,,40.71,8.87,,0.59,,,,,,,,,,,39.92,,0.57,0.11,1.42,,,,,,,6.77,EMP (EPMA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023, [26780] TADESSE A. Z. (2023),samp. MER149K,,EAST AFRICAN RIFT / ETHIOPIAN RIFT / MAIN ETHIOPIAN RIFT / BORA-BARICHA-TULLU MOYE VOLCANIC SYSTEM,MEKI,8.19091,38.85574,8.19091,38.85574,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,PANTELLERITIC RHYOLITE,"VESICULAR, HOLOHYALINE","QRP, PUMICE; ORIGINALLY REPORTED AS PANTELLERITE",,,QUATERNARY,,,,MINERAL / COMPONENT (INCL. GROUNDMASS),AENIGMATITE,BA-I-IV_149K_06_CORE,,,PRIMARY,,,,,,,40.71,8.97,,0.57,,,,,,,,,,,40.03,,0.57,0.1,1.48,,,,,,,6.88,EMP (EPMA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023, [26780] TADESSE A. Z. (2023),samp. MER149K,,EAST AFRICAN RIFT / ETHIOPIAN RIFT / MAIN ETHIOPIAN RIFT / BORA-BARICHA-TULLU MOYE VOLCANIC SYSTEM,MEKI,8.19091,38.85574,8.19091,38.85574,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,PANTELLERITIC RHYOLITE,"VESICULAR, HOLOHYALINE","QRP, PUMICE; ORIGINALLY REPORTED AS PANTELLERITE",,,QUATERNARY,,,,MINERAL / COMPONENT (INCL. GROUNDMASS),AENIGMATITE,BA-I-IV_149K_06_RIM,,,PRIMARY,,,,,,,40.32,8.87,,0.74,,,,,,,,,,,39.67,,0.73,0.11,1.39,,,,,,,6.76,EMP (EPMA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023, [26780] TADESSE A. Z. (2023),samp. MER149K,,EAST AFRICAN RIFT / ETHIOPIAN RIFT / MAIN ETHIOPIAN RIFT / BORA-BARICHA-TULLU MOYE VOLCANIC SYSTEM,MEKI,8.19091,38.85574,8.19091,38.85574,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,PANTELLERITIC RHYOLITE,"VESICULAR, HOLOHYALINE","QRP, PUMICE; ORIGINALLY REPORTED AS PANTELLERITE",,,QUATERNARY,,,,MINERAL / COMPONENT (INCL. GROUNDMASS),AENIGMATITE,BA-I-IV_149K_06_RIM,,,PRIMARY,,,,,,,40.82,8.7,,0.54,,,,,,,,,,,39.43,,0.57,0.11,1.41,,,,,,,6.78,EMP (EPMA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
