Year;CITATION;SAMPLE NAME;UNIQUE_ID;LOCATION;LOCATION COMMENT;LATITUDE (MIN.);LONGITUDE (MIN.);LATITUDE (MAX.);LONGITUDE (MAX.);ELEVATION (MIN.);ELEVATION (MAX.);SAMPLING TECHNIQUE;DRILLING DEPTH (MIN.);DRILLING DEPTH (MAX.);LAND/SEA (SAMPLING);ROCK TYPE;ROCK NAME;ROCK TEXTURE;SAMPLE COMMENT;AGE (MIN.);AGE (MAX.);GEOLOGICAL AGE;GEOLOGICAL AGE PREFIX;ERUPTION YEAR;ALTERATION;ALTERATION TYPE;TYPE OF MATERIAL;MINERAL / COMPONENT;SPOT (MINERAL);CRYSTAL;RIM / CORE (MINERAL GRAINS);GRAIN SIZE;PRIMARY/SECONDARY;INCLUSION TYPE;SPOT (INCLUSION);MINERAL (INCLUSION);RIM / CORE (INCLUSION);HOSTMINERAL (INCLUSION);HEATING;HEATING TEMPERATURE (?C);SIO2(WT%);TIO2(WT%);AL2O3(WT%);CR2O3(WT%);V2O3(WT%);V2O5(WT%);FE2O3T(WT%);FE2O3(WT%);FEOT(WT%);FEO(WT%);CAO(WT%);MGO(WT%);MNO(WT%);BAO(WT%);SRO(WT%);NIO(WT%);ZNO(WT%);COO(WT%);K2O(WT%);;;;NA2O(WT%);;;;P2O5(WT%);H2O(WT%);H2OP(WT%);H2OM(WT%);CO2(WT%);F(WT%);CL(WT%);CL2(WT%);SO3(WT%);S(WT%);LOI(WT%);O(WT%);SI(WT%);AL(WT%);TI(WT%);FE(WT%);MG(WT%);MN(WT%);CA(WT%);K(WT%): altern. values or methods;;;;NA(WT%);CR(WT%);NI(WT%);HE(CCMSTP/G);HE3(CCMSTP/G);HE4(CCMSTP/G): altern. values or methods;;;;LI(PPM);BE(PPM);B(PPM);F(PPM);NE20(CCMSTP/G);NE22(CCMSTP/G);P(PPM);S(PPM);CL(PPM);AR36(CCMSTP/G);AR40(CCMSTP/G);AR40(MOL/G): altern. values or methods;;;;AR40(PPB);K(PPM);SC(PPM): altern. values or methods;;;;;;TI(PPM);V(PPM): altern. values or methods;;;;CR(PPM): altern. values or methods;;;;MN(PPM);FE(PPM);CO(PPM): altern. values or methods;;;;;;NI(PPM): altern. values or methods;;;;;;CU(PPM): altern. values or methods;;;;ZN(PPM): altern. values or methods;;;;GA(PPM): altern. values or methods;;;;GE(PPM);AS(PPM);KR84(CCMSTP/G);RB(PPM): altern. values or methods;;;;SR(PPM): altern. values or methods;;;;Y(PPM): altern. values or methods;;;;ZR(PPM): altern. values or methods;;;;NB(PPM): altern. values or methods;;;;MO(PPM);RU(PPB);RH(PPB);PD(PPB);IN(PPM);SN(PPM);SB(PPM);XE132(CCMSTP/G);CS(PPM);BA(PPM): altern. values or methods;;;;LA(PPM): altern. values or methods;;;;CE(PPM): altern. values or methods;;;;PR(PPM): altern. values or methods;;;;ND(PPM): altern. values or methods;;;;SM(PPM): altern. values or methods;;;;EU(PPM): altern. values or methods;;;;GD(PPM);TB(PPM): altern. values or methods;;;;DY(PPM);HO(PPM);ER(PPM);TM(PPM);YB(PPM): altern. values or methods;;;;LU(PPM);HF(PPM): altern. values or methods;;;;TA(PPM);W(PPM);RE(PPB): altern. values or methods;;;;RE(PPT);OS(PPB): altern. values or methods;;;;OS(PPT);IR(PPB);PT(PPB);AU(PPB);HG(PPB);TL(PPM);PB(PPM): altern. values or methods;;;;PB210_ACT(DPM/G);TH(PPM): altern. values or methods;;;;TH(PPB);U(PPM): altern. values or methods;;;;U(PPB);CO2(PPM);H2O(PPM);ND143_ND144;ND148_ND144;SM147_ND144;SR87_SR86;RB87_SR86;PB206_PB204: altern. values or methods;;;;PB206_PB207;PB206_PB208;PB207_PB204: altern. values or methods;;;;PB207_PB206;PB208_PB204: altern. values or methods;;;;PB208_PB206;OS187_OS186;OS187_OS188: altern. values or methods;;;;RE187_OS188: altern. values or methods;;;;HF176_HF177;HE3_HE4;HE3_HE4(R/R(A)): altern. values or methods;;;;HE4_HE3: altern. values or methods;;;;;;HE4_HE3(R/R(A)): altern. values or methods;;;;AR38_AR36;AR40_AR36;NE20_NE22;NE21_NE22;XE129_XE132;PB206_U238;PB207_U235;PB210_U238;TH232_U238;U238_PB204;D13C(VS SMOW);D17O(VS VSMOW);D18O(PER MIL);D18O(VS PDB);D18O(VS SMOW);D18O(VS VSMOW);D34S(VS CDT);D44_40CA(VS SRM915A);D56FE(VS IRMM-014);DD(VS SMOW);ALBITE(MOL%);ACMITE(MOL%);ANORTHITE(MOL%);ENSTATITE(MOL%);FAYALITE(MOL%);FORSTERITE(MOL%);FERROSILITE(MOL%);HEMATITE(MOL%);LARNITE(MOL%);ORTHOCLASE(MOL%);PSEUDOBROOKITE(MOL%);TEPHROITE(MOL%);ULVOSPINEL(MOL%);WOLLASTONITE(MOL%);AGE(KA);AGE(MA): altern. values or methods;;;;;;;;AGE_PB207_PB206(MA);AGE_PB207_U235(MA);AGE_PB206_U238(MA);
1991;[40] FREY F. A. (1991);samp. KI-4;3758;HAWAIIAN ISLANDS / HAWAII / MAUNA KEA / POST-SHIELD STAGE / WAIMEA CANYON SERIES;KAWALII GULCH;19.83;-155.42;19.83;-155.42;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;ANKARAMITE;;;;;;;;FRESH;;WHOLE ROCK;;;;;;;;;;;;;;45.99;2.17;9.99;;;;13.4;;;;9.47;17.22;0.17;;;;;;0.21;XRF;;;1.4;XRF;1.51;INAA;0.21;;0.39;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28.2;INAA;;;;;;220;XRF;;;1400;INAA;;;;;78;INAA;;;;;585;XRF;;;;;;;;;108;XRF;;;16;XRF;;;;;;1.2;XRF;;;317;XRF;;;21;XRF;;;146;XRF;;;13;XRF;;;;;;;;;;;;142;XRF;;;11.3;INAA;;;28;INAA;;;;;;;18;INAA;;;4.61;INAA;;;1.69;INAA;;;;0.84;INAA;;;;0.7;;;1.47;INAA;;;0.22;3.4;INAA;;;0.81;;;;;;;;;;;;;;;;;;;;;;0.3;INAA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1991;[40] FREY F. A. (1991);samp. KI-5;3759;HAWAIIAN ISLANDS / HAWAII / MAUNA KEA / POST-SHIELD STAGE / WAIMEA CANYON SERIES;KAWALII GULCH;19.83;-155.42;19.83;-155.42;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;ANKARAMITE;;;;;;;;FRESH;;WHOLE ROCK;;;;;;;;;;;;;;46.85;2.08;9.67;;;;12.91;;;;9.41;16.97;0.18;;;;;;0.39;XRF;;;1.3;XRF;1.55;INAA;0.22;;0.19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28;INAA;;;;;;209;XRF;;;1245;INAA;;;;;77;INAA;;;;;636;XRF;;;;;;;;;107;XRF;;;16;XRF;;;;;;7.4;XRF;;;296;XRF;;;20;XRF;;;144;XRF;;;13.3;XRF;;;;;;;;;;;;128;XRF;;;11.1;INAA;;;26.7;INAA;;;;;;;16.6;INAA;;;4.53;INAA;;;1.65;INAA;;;;0.78;INAA;;;;0.7;;;1.49;INAA;;;0.22;3.4;INAA;;;0.75;;;;;;;;;;;;;;;;;;;;;;0.3;INAA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1991;[40] FREY F. A. (1991);samp. KI-11;3765;HAWAIIAN ISLANDS / HAWAII / MAUNA KEA / POST-SHIELD STAGE / WAIMEA CANYON SERIES;KAWALII GULCH;19.83;-155.42;19.83;-155.42;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;ANKARAMITE;;;;;;;;FRESH;;WHOLE ROCK;;;;;;;;;;;;;;46.23;1.46;7.61;;;;12.31;;;;10.66;20.31;0.16;;;;;;0.23;XRF;;;0.95;XRF;1.11;INAA;0.15;;0.19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;33.9;INAA;;;;;;180;XRF;;;2070;INAA;;;;;86;INAA;;;;;719;XRF;;;;;;;;;94;XRF;;;13;XRF;;;;;;2.2;XRF;;;246;XRF;;;13;XRF;;;92;XRF;;;10.5;XRF;;;;;;;;;;;;109;XRF;;;8.34;INAA;;;20.1;INAA;;;;;;;12.7;INAA;;;3.09;INAA;;;1.12;INAA;;;;0.46;INAA;;;;0.8;;;1.01;INAA;;;0.14;2.2;INAA;;;0.59;;;;;;;;;;;;;;;;;;;;;;0.3;INAA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1991;[40] FREY F. A. (1991);samp. MU-9;3750;HAWAIIAN ISLANDS / HAWAII / MAUNA KEA / POST-SHIELD STAGE / HAMAKUA SERIES;MAULUA GULCH;20;-155.25;20;-155.25;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;ANKARAMITE;;;;;;;;MODERATELY ALTERED;;MINERAL / COMPONENT (INCL. GROUNDMASS);OLIVINE;MU-9_1C;PHENOCRYST;CORE;2.0 MM;PRIMARY;;;;;;;;40.3;;;;;;;;13.2;;;45.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;86.1;;;;;;;;;;;;;;;;;;;;;
1991;[40] FREY F. A. (1991);samp. MU-9;3750;HAWAIIAN ISLANDS / HAWAII / MAUNA KEA / POST-SHIELD STAGE / HAMAKUA SERIES;MAULUA GULCH;20;-155.25;20;-155.25;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;ANKARAMITE;;;;;;;;MODERATELY ALTERED;;MINERAL / COMPONENT (INCL. GROUNDMASS);OLIVINE;MU-9_1R;PHENOCRYST;RIM;2.0 MM;PRIMARY;;;;;;;;39.9;;;;;;;;15.5;;;44.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;83.5;;;;;;;;;;;;;;;;;;;;;
1991;[40] FREY F. A. (1991);samp. MU-9;3750;HAWAIIAN ISLANDS / HAWAII / MAUNA KEA / POST-SHIELD STAGE / HAMAKUA SERIES;MAULUA GULCH;20;-155.25;20;-155.25;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;ANKARAMITE;;;;;;;;MODERATELY ALTERED;;MINERAL / COMPONENT (INCL. GROUNDMASS);OLIVINE;MU-9_2C;PHENOCRYST;CORE;1.2 MM;PRIMARY;;;;;;;;40.1;;;;;;;;14.1;;;45.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;85.1;;;;;;;;;;;;;;;;;;;;;
1991;[40] FREY F. A. (1991);samp. MU-9;3750;HAWAIIAN ISLANDS / HAWAII / MAUNA KEA / POST-SHIELD STAGE / HAMAKUA SERIES;MAULUA GULCH;20;-155.25;20;-155.25;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;ANKARAMITE;;;;;;;;MODERATELY ALTERED;;MINERAL / COMPONENT (INCL. GROUNDMASS);OLIVINE;MU-9_3C;MICROPHENOCRYST;CORE;0.3 MM;PRIMARY;;;;;;;;40;;;;;;;;14.1;;;45.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;85.2;;;;;;;;;;;;;;;;;;;;;
1991;[40] FREY F. A. (1991);samp. MU-9;3750;HAWAIIAN ISLANDS / HAWAII / MAUNA KEA / POST-SHIELD STAGE / HAMAKUA SERIES;MAULUA GULCH;20;-155.25;20;-155.25;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;ANKARAMITE;;;;;;;;MODERATELY ALTERED;;MINERAL / COMPONENT (INCL. GROUNDMASS);OLIVINE;MU-9_4C;MICROPHENOCRYST;CORE;0.2 MM;PRIMARY;;;;;;;;39.9;;;;;;;;15.7;;;44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;83.3;;;;;;;;;;;;;;;;;;;;;
1991;[40] FREY F. A. (1991);samp. LP-5;1883;HAWAIIAN ISLANDS / HAWAII / MAUNA KEA / POST-SHIELD STAGE / HAMAKUA SERIES;LAUPAHOEHOE GULCH;20;-155.25;20;-155.25;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;ANKARAMITE;;;;;;;;FRESH;;MINERAL / COMPONENT (INCL. GROUNDMASS);OLIVINE;LP-5_1C;PHENOCRYST;CORE;2.8 MM;PRIMARY;;;;;;;;41.2;;;;;;;;12.3;;;46.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;87.1;;;;;;;;;;;;;;;;;;;;;
1991;[40] FREY F. A. (1991);samp. LP-5;1883;HAWAIIAN ISLANDS / HAWAII / MAUNA KEA / POST-SHIELD STAGE / HAMAKUA SERIES;LAUPAHOEHOE GULCH;20;-155.25;20;-155.25;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;ANKARAMITE;;;;;;;;FRESH;;MINERAL / COMPONENT (INCL. GROUNDMASS);OLIVINE;LP-5_1R;PHENOCRYST;RIM;2.8 MM;PRIMARY;;;;;;;;39.3;;;;;;;;22.5;;;38.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;75.3;;;;;;;;;;;;;;;;;;;;;
1991;[40] FREY F. A. (1991);samp. LP-5;1883;HAWAIIAN ISLANDS / HAWAII / MAUNA KEA / POST-SHIELD STAGE / HAMAKUA SERIES;LAUPAHOEHOE GULCH;20;-155.25;20;-155.25;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;ANKARAMITE;;;;;;;;FRESH;;MINERAL / COMPONENT (INCL. GROUNDMASS);OLIVINE;LP-5_2C;PHENOCRYST;CORE;2.1 MM;PRIMARY;;;;;;;;40.5;;;;;;;;14.3;;;45.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;84.9;;;;;;;;;;;;;;;;;;;;;
1991;[40] FREY F. A. (1991);samp. LP-5;1883;HAWAIIAN ISLANDS / HAWAII / MAUNA KEA / POST-SHIELD STAGE / HAMAKUA SERIES;LAUPAHOEHOE GULCH;20;-155.25;20;-155.25;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;ANKARAMITE;;;;;;;;FRESH;;MINERAL / COMPONENT (INCL. GROUNDMASS);OLIVINE;LP-5_2R;PHENOCRYST;RIM;2.1 MM;PRIMARY;;;;;;;;39.5;;;;;;;;19.4;;;40.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;79;;;;;;;;;;;;;;;;;;;;;
1991;[40] FREY F. A. (1991);samp. LP-5;1883;HAWAIIAN ISLANDS / HAWAII / MAUNA KEA / POST-SHIELD STAGE / HAMAKUA SERIES;LAUPAHOEHOE GULCH;20;-155.25;20;-155.25;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;ANKARAMITE;;;;;;;;FRESH;;MINERAL / COMPONENT (INCL. GROUNDMASS);OLIVINE;LP-5_3C;MICROPHENOCRYST;CORE;0.3 MM;PRIMARY;;;;;;;;38.7;;;;;;;;24.3;;;36.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;72.9;;;;;;;;;;;;;;;;;;;;;
1991;[40] FREY F. A. (1991);samp. LP-5;1883;HAWAIIAN ISLANDS / HAWAII / MAUNA KEA / POST-SHIELD STAGE / HAMAKUA SERIES;LAUPAHOEHOE GULCH;20;-155.25;20;-155.25;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;ANKARAMITE;;;;;;;;FRESH;;MINERAL / COMPONENT (INCL. GROUNDMASS);OLIVINE;LP-5_3R;MICROPHENOCRYST;RIM;0.3 MM;PRIMARY;;;;;;;;36.1;;;;;;;;29;;;25.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;53.5;;;;;;;;;;;;;;;;;;;;;
1991;[40] FREY F. A. (1991);samp. MU-9;3750;HAWAIIAN ISLANDS / HAWAII / MAUNA KEA / POST-SHIELD STAGE / HAMAKUA SERIES;MAULUA GULCH;20;-155.25;20;-155.25;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;ANKARAMITE;;;;;;;;MODERATELY ALTERED;;MINERAL / COMPONENT (INCL. GROUNDMASS);CLINOPYROXENE;MU-9_1C;PHENOCRYST;CORE;0.75 MM;PRIMARY;;;;;;;;52;0.67;2.39;1.07;;;;;4.77;;21.35;17.13;;;;;;;;;;;0.24;EMP (EPMA);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48.7;;;7.6;;;;;;;43.7;;;;;;;;;;;;;
1991;[40] FREY F. A. (1991);samp. MU-9;3750;HAWAIIAN ISLANDS / HAWAII / MAUNA KEA / POST-SHIELD STAGE / HAMAKUA SERIES;MAULUA GULCH;20;-155.25;20;-155.25;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;ANKARAMITE;;;;;;;;MODERATELY ALTERED;;MINERAL / COMPONENT (INCL. GROUNDMASS);CLINOPYROXENE;MU-9_1R;PHENOCRYST;RIM;0.75 MM;PRIMARY;;;;;;;;52.23;0.69;2.63;1.17;;;;;4.65;;21.72;17.02;;;;;;;;;;;0.21;EMP (EPMA);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48.3;;;7.4;;;;;;;44.3;;;;;;;;;;;;;
1991;[40] FREY F. A. (1991);samp. MU-9;3750;HAWAIIAN ISLANDS / HAWAII / MAUNA KEA / POST-SHIELD STAGE / HAMAKUA SERIES;MAULUA GULCH;20;-155.25;20;-155.25;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;ANKARAMITE;;;;;;;;MODERATELY ALTERED;;MINERAL / COMPONENT (INCL. GROUNDMASS);CLINOPYROXENE;MU-9_2C;MICROPHENOCRYST;CORE;0.35 MM;PRIMARY;;;;;;;;52.09;0.73;2.52;0.93;;;;;5.01;;21.24;17.05;;;;;;;;;;;0.24;EMP (EPMA);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48.5;;;8;;;;;;;43.5;;;;;;;;;;;;;
1991;[40] FREY F. A. (1991);samp. LP-5;1883;HAWAIIAN ISLANDS / HAWAII / MAUNA KEA / POST-SHIELD STAGE / HAMAKUA SERIES;LAUPAHOEHOE GULCH;20;-155.25;20;-155.25;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;ANKARAMITE;;;;;;;;FRESH;;MINERAL / COMPONENT (INCL. GROUNDMASS);CLINOPYROXENE;LP-5_1C;PHENOCRYST;CORE;1.2 MM;PRIMARY;;;;;;;;52.04;0.65;2.5;1.1;;;;;4.83;;20.73;17.04;;;;;;;;;;;0.25;EMP (EPMA);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;49.2;;;7.8;;;;;;;43;;;;;;;;;;;;;
1991;[40] FREY F. A. (1991);samp. LP-5;1883;HAWAIIAN ISLANDS / HAWAII / MAUNA KEA / POST-SHIELD STAGE / HAMAKUA SERIES;LAUPAHOEHOE GULCH;20;-155.25;20;-155.25;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;ANKARAMITE;;;;;;;;FRESH;;MINERAL / COMPONENT (INCL. GROUNDMASS);CLINOPYROXENE;LP-5_1R;PHENOCRYST;RIM;1.2 MM;PRIMARY;;;;;;;;52.14;0.82;2.78;1.44;;;;;4.9;;20.91;16.89;;;;;;;;;;;0.29;EMP (EPMA);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48.7;;;7.9;;;;;;;43.4;;;;;;;;;;;;;
