Year,CITATION,SAMPLE NAME,UNIQUE_ID,LOCATION,LOCATION COMMENT,LATITUDE (MIN.),LONGITUDE (MIN.),LATITUDE (MAX.),LONGITUDE (MAX.),ELEVATION (MIN.),ELEVATION (MAX.),SAMPLING TECHNIQUE,LAND/SEA (SAMPLING),ROCK TYPE,ROCK NAME,ROCK TEXTURE,SAMPLE COMMENT,AGE (MIN.),AGE (MAX.),GEOLOGICAL AGE,GEOLOGICAL AGE PREFIX,ERUPTION YEAR,ALTERATION,ALTERATION TYPE,TYPE OF MATERIAL,MINERAL / COMPONENT,SPOT (MINERAL),CRYSTAL,RIM / CORE (MINERAL GRAINS),PRIMARY/SECONDARY,INCLUSION TYPE,MINERAL (INCLUSION),HOSTMINERAL (INCLUSION),HEATING,HEATING TEMPERATURE (?C),SIO2(WT%),TIO2(WT%),ZRO2(WT%),HFO2(WT%),THO2(WT%),UO2(WT%),AL2O3(WT%),CR2O3(WT%),LA2O3(WT%),CE2O3(WT%),ND2O3(WT%),SM2O3(WT%),GD2O3(WT%),DY2O3(WT%),ER2O3(WT%),YB2O3(WT%),Y2O3(WT%),V2O3(WT%),NB2O5(WT%),TA2O5(WT%),FE2O3T(WT%),FE2O3(WT%),FEOT(WT%),FEO(WT%),CAO(WT%),MGO(WT%),MNO(WT%),BAO(WT%),SRO(WT%),PBO(WT%),NIO(WT%),ZNO(WT%),RB2O(WT%),K2O(WT%),NA2O(WT%),P2O5(WT%),H2O(WT%),H2OP(WT%),H2OM(WT%),CO2(WT%),F(WT%),CL(WT%),SO2(WT%),SO3(WT%),S(WT%),LOI(WT%),K(WT%): altern. values or methods,,,,LI(PPM): altern. values or methods,,,,BE(PPM),B(PPM),F(PPM): altern. values or methods,,,,MG(PPM),AL(PPM),P(PPM),S(PPM),CL(PPM),AR39(MOL/G),AR40(AT/G): altern. values or methods,,,,AR40(CCMSTP/G),AR40(MOL/G): altern. values or methods,,,,SC(PPM): altern. values or methods,,,,TI(PPM),V(PPM): altern. values or methods,,,,CR(PPM): altern. values or methods,,,,CO(PPM): altern. values or methods,,,,NI(PPM): altern. values or methods,,,,CU(PPM): altern. values or methods,,,,ZN(PPM): altern. values or methods,,,,GA(PPM): altern. values or methods,,,,GE(PPM),AS(PPM),SE(PPM),RB(PPM): altern. values or methods,,,,,,SR(PPM): altern. values or methods,,,,,,Y(PPM): altern. values or methods,,,,ZR(PPM): altern. values or methods,,,,NB(PPM): altern. values or methods,,,,MO(PPM),AG(PPM),CD(PPM),IN(PPM),SN(PPM),SB(PPM),TE(PPM),CS(PPM),BA(PPM): altern. values or methods,,,,LA(PPM): altern. values or methods,,,,CE(PPM): altern. values or methods,,,,PR(PPM),ND(PPM): altern. values or methods,,,,,,SM(PPM): altern. values or methods,,,,EU(PPM),GD(PPM),TB(PPM),DY(PPM),HO(PPM),ER(PPM),TM(PPM),YB(PPM),LU(PPM),HF(PPM),TA(PPM),W(PPM),TL(PPM),PB(PPM): altern. values or methods,,,,BI(PPM),TH(PPM): altern. values or methods,,,,U(PPM): altern. values or methods,,,,ND143_ND144,EPSILON_ND_INI,SM147_ND144,SR87_SR86,SR87_SR86_INI,RB87_SR86,PB206_PB204,PB206_PB204_INI,PB207_PB204,PB207_PB204_INI,PB207_PB206,PB208_PB204,PB208_PB204_INI,AR36_AR39,AR37_AR39,AR37_AR40,AR38_AR39,AR40_AR36,AR40_AR39,PB206_U238,PB207_U235,PB208_TH232,TH230_TH232_ACT,TH230_U238_ACT,TH232_PB204,TH232_U238,U234_U238_ACT,U235_PB204,U238_PB204,U238_PB206,U238_TH232_ACT,D14C(PER MIL),D18O(PER MIL),D18O(VS SMOW),D18O(VS VSMOW),D26MG(PER MIL),D33S(VS VCDT): altern. values or methods,,,,,,,,,,,,,,,,,,,,D34S(VS VCDT): altern. values or methods,,,,,,,,,,,,,,,,,,,,D56FE(VS IRMM-014),DD(VS SMOW),ALBITE(MOL%),ANORTHITE(MOL%),ENSTATITE(MOL%),FAYALITE(MOL%),FORSTERITE(MOL%),FERROSILITE(MOL%),ILMENITE(MOL%),LARNITE(MOL%),ORTHOCLASE(MOL%),TEPHROITE(MOL%),ULVOSPINEL(MOL%),WOLLASTONITE(MOL%),AGE(A),AGE(KA): altern. values or methods,,,,AGE(MA): altern. values or methods,,,,,,,,AGE_PB207_PB206(MA),AGE_PB207_U235(MA),AGE_PB206_U238(MA),AGE_PB208_TH232(MA)
1977, [750] IMSLAND P. (1977),samp. 23,,BOUVET / BOUVET,FALSE,-54.43,3.4,-54.43,3.4,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,COMENDITIC RHYOLITE,VESICULAR,PARTLY DEVITRIFIED OBSIDIAN; ORIGINALLY REPORTED AS COMENDITE,,,,,,,ALTERATION OF GROUNDMASS TO SMECTITE,VOLCANIC GLASS,,,,,,,,,,,68.74,0.29,,,,,13.46,,,,,,,,,,,,,,,2.21,,2.15,0.71,0.05,0.1,,,,,,,4.7,5.6,0.23,0.34,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1977, [750] IMSLAND P. (1977),samp. 24,,BOUVET / BOUVET,FALSE,-54.43,3.4,-54.43,3.4,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,COMENDITIC RHYOLITE,"MICROCRYSTALLINE GROUNDMASS, VESICULAR",ORIGINALLY REPORTED AS COMENDITE,,,,,,,ALTERATION OF GROUNDMASS TO SMECTITE,WHOLE ROCK,,,,,,,,,,,68.29,0.3,,,,,13.88,,,,,,,,,,,,,,,1.69,,2.69,0.73,0.05,0.1,,,,,,,4.8,5.64,0.15,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1977, [750] IMSLAND P. (1977),samp. 25,,BOUVET / BOUVET,FALSE,-54.43,3.4,-54.43,3.4,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,COMENDITIC RHYOLITE,"MICROCRYSTALLINE GROUNDMASS, VESICULAR",ORIGINALLY REPORTED AS COMENDITE,,,,,,,ALTERATION OF GROUNDMASS TO SMECTITE,WHOLE ROCK,,,,,,,,,,,68.68,0.28,,,,,13.64,,,,,,,,,,,,,,,2.77,,1.78,0.65,0.04,0.09,,,,,,,4.79,5.5,0.25,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1977, [750] IMSLAND P. (1977),samp. 26,,BOUVET / BOUVET,FALSE,-54.43,3.4,-54.43,3.4,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,COMENDITIC RHYOLITE,"MICROCRYSTALLINE GROUNDMASS, SNOFLAKE TEXTURE, VESICULAR",ORIGINALLY REPORTED AS COMENDITE,,,,,,,ALTERATION OF GROUNDMASS TO SMECTITE,WHOLE ROCK,,,,,,,,,,,68.29,0.28,,,,,13.19,,,,,,,,,,,,,,,3.29,,1.32,0.44,0.01,0.07,,,,,,,4.79,5.72,0.11,0.45,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1977, [750] IMSLAND P. (1977),samp. 27,,BOUVET / BOUVET,FALSE,-54.43,3.4,-54.43,3.4,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,COMENDITIC RHYOLITE,"MICROCRYSTALLINE GROUNDMASS, SNOFLAKE TEXTURE",ORIGINALLY REPORTED AS COMENDITE,,,,,,,ALTERATION OF GROUNDMASS TO SMECTITE,WHOLE ROCK,,,,,,,,,,,70.95,0.3,,,,,13.86,,,,,,,,,,,,,,,2.26,,2.17,0.42,0.03,0.08,,,,,,,4.79,5.48,0.06,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1977, [750] IMSLAND P. (1977),samp. 28,,BOUVET / BOUVET,FALSE,-54.43,3.4,-54.43,3.4,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,COMENDITIC RHYOLITE,,OBSIDIAN; ORIGINALLY REPORTED AS COMENDITE,,,,,,,,VOLCANIC GLASS,,,,,,,,,,,68.94,0.24,,,,,13.4,,,,,,,,,,,,,,,0.98,,3.34,0.72,0.01,0.1,,,,,,,4.77,5.8,,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,AES,,,,,,,,,,,,,,,48,AES,,,,,,,,,,121,XRF,,,,,17,XRF,,,,,170,XRF,,,1470,XRF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1977, [750] IMSLAND P. (1977),samp. 29,,BOUVET / BOUVET,FALSE,-54.43,3.4,-54.43,3.4,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,COMENDITIC RHYOLITE,,OBSIDIAN; ORIGINALLY REPORTED AS COMENDITE,,,,,,,,VOLCANIC GLASS,,,,,,,,,,,69.04,0.25,,,,,13,,,,,,,,,,,,,,,1.11,,3.31,0.7,0.01,0.1,,,,,,,4.85,5.52,,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,AES,,,,,,,,,,,,,,,50,AES,,,,,,,,,,105,XRF,,,,,37,XRF,,,,,161,XRF,,,1357,XRF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1977, [750] IMSLAND P. (1977),samp. 30,,BOUVET / BOUVET,FALSE,-54.43,3.4,-54.43,3.4,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,COMENDITIC RHYOLITE,,OBSIDIAN; ORIGINALLY REPORTED AS COMENDITE,,,,,,,,VOLCANIC GLASS,,,,,,,,,,,69.09,0.27,,,,,13.1,,,,,,,,,,,,,,,1.05,,3.38,0.72,0.02,0.11,,,,,,,4.77,5.84,0.08,0.2,,,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,AES,,,,,,,,,,,,,,,39,AES,,,,,,,,,,127,XRF,,,,,28,XRF,,,,,164,XRF,,,1420,XRF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1977, [750] IMSLAND P. (1977),samp. 31,,BOUVET / BOUVET,FALSE,-54.43,3.4,-54.43,3.4,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,COMENDITIC RHYOLITE,,OBSIDIAN; ORIGINALLY REPORTED AS COMENDITE,,,,,,,,VOLCANIC GLASS,,,,,,,,,,,66.92,0.33,,,,,13.19,,,,,,,,,,,,,,,1.55,,3.01,1,0.12,0.1,,,,,,,4.57,5.82,0.23,1.34,,,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1977, [750] IMSLAND P. (1977),samp. 28,,BOUVET / BOUVET,FALSE,-54.43,3.4,-54.43,3.4,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,COMENDITIC RHYOLITE,,OBSIDIAN; ORIGINALLY REPORTED AS COMENDITE,,,,,,,,MINERAL / COMPONENT (INCL. GROUNDMASS),ANORTHOCLASE,103,MICROPHENOCRYST,,PRIMARY,,,,,,67.22,,,,,,18.93,,,,,,,,,,,,,,,,0.5,,0.42,,,,,,,,,4.48,7.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,2,,,,,,,27.5,,,,,,,,,,,,,,,,,,,,
1977, [750] IMSLAND P. (1977),samp. 20,,BOUVET / BOUVET,FALSE,-54.43,3.4,-54.43,3.4,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,COMENDITIC RHYOLITE,MICROCRYSTALLINE GROUNDMASS,ORIGINALLY REPORTED AS COMENDITE,,,,,,,ALTERATION OF GROUNDMASS TO SMECTITE,MINERAL / COMPONENT (INCL. GROUNDMASS),ANORTHOCLASE,107,MICROPHENOCRYST,,PRIMARY,,,,,,66.97,,,,,,17.71,,,,,,,,,,,,,,,,0.25,,0.48,,,,,,,,,5.17,7.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,2,,,,,,,30,,,,,,,,,,,,,,,,,,,,
1974, [798] BAKER P. E. (1974),samp. 17725,,EASTER SEAMOUNT CHAIN - SALAS Y GOMEZ RIDGE / EASTER ISLAND (RAPA NUI) / RANO KAU,NORTH-EAST SUMMIT MOTU ITI,-27.17,-109.33,-27.17,-109.33,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,COMENDITIC RHYOLITE,,OBSIDIAN; ORIGINALLY REPORTED AS COMENDITE,,,,,,,,VOLCANIC GLASS,,,,,,,,,,,72.3,0.21,,,,,13.18,,,,,,,,,,,,,,,0.82,,2.25,0.84,0.01,0.08,,,,,,,3.78,5.83,0.01,,0.22,,,0.18,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,NOT,,,1,NOT,,,236,NOT,,,,,,,,,,76,NOT,,,,,46,NOT,,,,,160,NOT,,,861,NOT,,,118,NOT,,,,,,,,,,,294,NOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1974, [798] BAKER P. E. (1974),samp. 17518,12441,EASTER SEAMOUNT CHAIN - SALAS Y GOMEZ RIDGE / EASTER ISLAND (RAPA NUI) / RANO KAU,PARASITIC CENTER OF NORTH-EAST SLOPES,-27.17,-109.33,-27.17,-109.33,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,COMENDITIC RHYOLITE,,OBSIDIAN; ORIGINALLY REPORTED AS COMENDITE,,,,,,,,VOLCANIC GLASS,,,,,,,,,,,72.6,0.2,,,,,12.78,,,,,,,,,,,,,,,0.88,,2.02,0.69,0.01,0.08,,,,,,,3.84,5.77,0.02,,0.31,,,0.19,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,NOT,,,1,NOT,,,244,NOT,,,,,,,,,,97,NOT,,,,,25,NOT,,,,,156,NOT,,,975,NOT,,,118,NOT,,,,,,,,,,,248,NOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1974, [798] BAKER P. E. (1974),samp. 17691,12442,EASTER SEAMOUNT CHAIN - SALAS Y GOMEZ RIDGE / EASTER ISLAND (RAPA NUI) / RANO KAU,MAUNGA ORITO,-27.17,-109.33,-27.17,-109.33,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,COMENDITIC RHYOLITE,,OBSIDIAN; ORIGINALLY REPORTED AS COMENDITE,,,,,,,,VOLCANIC GLASS,,,,,,,,,,,72.7,0.2,,,,,12.87,,,,,,,,,,,,,,,0.86,,2.06,0.62,0.01,0.07,,,,,,,3.89,5.76,0.01,,0.27,,,0.18,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,NOT,,,11,NOT,,,246,NOT,,,,,,,,,,85,NOT,,,,,28,NOT,,,,,156,NOT,,,1049,NOT,,,126,NOT,,,,,,,,,,,364,NOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1983, [821] HARRIS C. (1983),samp. 15255,14645,ASCENSION / ASCENSION,FIVE MILE POST,-7.93,-14.37,-7.93,-14.37,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,COMENDITIC RHYOLITE,,ORIGINALLY REPORTED AS COMENDITE,1900000,1900000,PLEISTOCENE,,,,,WHOLE ROCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149,MS_ID,,,,,2.38,MS_ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1983, [821] HARRIS C. (1983),samp. A35,14704,ASCENSION / ASCENSION,LITTLE WHITE HILL,-7.93,-14.37,-7.93,-14.37,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,COMENDITIC RHYOLITE,,ORIGINALLY REPORTED AS COMENDITE,1400000,1400000,PLEISTOCENE,,,,,WHOLE ROCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147,MS_ID,,,,,1.34,MS_ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1983, [822] WEIS D. (1983),samp. ASC38,,ASCENSION / ASCENSION,,-7.93,-14.37,-7.93,-14.37,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,COMENDITIC RHYOLITE,,ORIGINALLY REPORTED AS COMENDITE,,,,,,,,WHOLE ROCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.32,TIMS_ID,,,,,,,,3.75,TIMS_ID,,,,,,,,,19.494,,15.618,,,39.097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1982, [823] HARRIS C. (1982),samp. 15255,14645,ASCENSION / ASCENSION,FIVE MILE POST,-7.93,-14.37,-7.93,-14.37,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,COMENDITIC RHYOLITE,,ORIGINALLY REPORTED AS COMENDITE,,,,,,,,WHOLE ROCK,,,,,,,,,,,73.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153,TIMS_ID,,,,,2,TIMS_ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,TIMS_ID,,,,,,,,,,,,,,,0.70773,,,19.633,,15.622,,,39.196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1982, [823] HARRIS C. (1982),samp. A35,14704,ASCENSION / ASCENSION,LITTLE WHITE HILL,-7.93,-14.37,-7.93,-14.37,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,COMENDITIC RHYOLITE,,ORIGINALLY REPORTED AS COMENDITE,,,,,,,,WHOLE ROCK,,,,,,,,,,,74.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147,TIMS_ID,,,,,1,TIMS_ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.1,TIMS_ID,,,,,,,,,,,,,,,0.70898,,,19.463,,15.605,,,38.975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987, [827] WEIS D. (1987),samp. 74,,ASCENSION / ASCENSION,,-7.93,-14.37,-7.93,-14.37,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,COMENDITIC RHYOLITE,,ORIGINALLY REPORTED AS COMENDITE,,,,,,,,WHOLE ROCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,XRF,,,,,2.4,TIMS_ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,INAA,,,,,24,INAA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.51321,,,0.7062,,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987, [828] HARRIS C. (1987),samp. OB6,14155,ASCENSION / ASCENSION,MIDDLETON^S RIDGE,-7.93,-14.37,-7.93,-14.37,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,COMENDITIC RHYOLITE,NONVESICULAR,OBSIDIAN; ORIGINALLY REPORTED AS COMENDITE,,,,,,,,WHOLE ROCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987, [828] HARRIS C. (1987),samp. OB7,14156,ASCENSION / ASCENSION,MIDDLETON^S RIDGE,-7.93,-14.37,-7.93,-14.37,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,COMENDITIC RHYOLITE,NONVESICULAR,OBSIDIAN; ORIGINALLY REPORTED AS COMENDITE,,,,,,,,WHOLE ROCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
