Year,CITATION,SAMPLE NAME,UNIQUE_ID,LOCATION,LOCATION COMMENT,LATITUDE (MIN.),LONGITUDE (MIN.),LATITUDE (MAX.),LONGITUDE (MAX.),ELEVATION (MIN.),ELEVATION (MAX.),SAMPLING TECHNIQUE,LAND/SEA (SAMPLING),ROCK TYPE,ROCK NAME,ROCK TEXTURE,SAMPLE COMMENT,AGE (MIN.),AGE (MAX.),GEOLOGICAL AGE,GEOLOGICAL AGE PREFIX,ERUPTION YEAR,ALTERATION,ALTERATION TYPE,TYPE OF MATERIAL,MINERAL / COMPONENT,SPOT (MINERAL),CRYSTAL,RIM / CORE (MINERAL GRAINS),PRIMARY/SECONDARY,INCLUSION TYPE,MINERAL (INCLUSION),HOSTMINERAL (INCLUSION),HEATING,HEATING TEMPERATURE (?C),SIO2(WT%),TIO2(WT%),ZRO2(WT%),HFO2(WT%),THO2(WT%),UO2(WT%),AL2O3(WT%),CR2O3(WT%),LA2O3(WT%),CE2O3(WT%),ND2O3(WT%),SM2O3(WT%),GD2O3(WT%),DY2O3(WT%),ER2O3(WT%),YB2O3(WT%),Y2O3(WT%),V2O3(WT%),NB2O5(WT%),TA2O5(WT%),FE2O3T(WT%),FE2O3(WT%),FEOT(WT%),FEO(WT%),CAO(WT%),MGO(WT%),MNO(WT%),BAO(WT%),SRO(WT%),PBO(WT%),NIO(WT%),ZNO(WT%),RB2O(WT%),K2O(WT%),NA2O(WT%),P2O5(WT%),H2O(WT%),H2OP(WT%),H2OM(WT%),CO2(WT%),F(WT%),CL(WT%),SO2(WT%),SO3(WT%),S(WT%),LOI(WT%),K(WT%): altern. values or methods,,,,LI(PPM): altern. values or methods,,,,BE(PPM),B(PPM),F(PPM): altern. values or methods,,,,MG(PPM),AL(PPM),P(PPM),S(PPM),CL(PPM),AR39(MOL/G),AR40(AT/G): altern. values or methods,,,,AR40(CCMSTP/G),AR40(MOL/G): altern. values or methods,,,,SC(PPM): altern. values or methods,,,,TI(PPM),V(PPM): altern. values or methods,,,,CR(PPM): altern. values or methods,,,,CO(PPM): altern. values or methods,,,,NI(PPM): altern. values or methods,,,,CU(PPM): altern. values or methods,,,,ZN(PPM): altern. values or methods,,,,GA(PPM): altern. values or methods,,,,GE(PPM),AS(PPM),SE(PPM),RB(PPM): altern. values or methods,,,,,,SR(PPM): altern. values or methods,,,,,,Y(PPM): altern. values or methods,,,,ZR(PPM): altern. values or methods,,,,NB(PPM): altern. values or methods,,,,MO(PPM),AG(PPM),CD(PPM),IN(PPM),SN(PPM),SB(PPM),TE(PPM),CS(PPM),BA(PPM): altern. values or methods,,,,LA(PPM): altern. values or methods,,,,CE(PPM): altern. values or methods,,,,PR(PPM),ND(PPM): altern. values or methods,,,,,,SM(PPM): altern. values or methods,,,,EU(PPM),GD(PPM),TB(PPM),DY(PPM),HO(PPM),ER(PPM),TM(PPM),YB(PPM),LU(PPM),HF(PPM),TA(PPM),W(PPM),TL(PPM),PB(PPM): altern. values or methods,,,,BI(PPM),TH(PPM): altern. values or methods,,,,U(PPM): altern. values or methods,,,,ND143_ND144,EPSILON_ND_INI,SM147_ND144,SR87_SR86,SR87_SR86_INI,RB87_SR86,PB206_PB204,PB206_PB204_INI,PB207_PB204,PB207_PB204_INI,PB207_PB206,PB208_PB204,PB208_PB204_INI,AR36_AR39,AR37_AR39,AR37_AR40,AR38_AR39,AR40_AR36,AR40_AR39,PB206_U238,PB207_U235,PB208_TH232,TH230_TH232_ACT,TH230_U238_ACT,TH232_PB204,TH232_U238,U234_U238_ACT,U235_PB204,U238_PB204,U238_PB206,U238_TH232_ACT,D14C(PER MIL),D18O(PER MIL),D18O(VS SMOW),D18O(VS VSMOW),D26MG(PER MIL),D33S(VS VCDT): altern. values or methods,,,,,,,,,,,,,,,,,,,,D34S(VS VCDT): altern. values or methods,,,,,,,,,,,,,,,,,,,,D56FE(VS IRMM-014),DD(VS SMOW),ALBITE(MOL%),ANORTHITE(MOL%),ENSTATITE(MOL%),FAYALITE(MOL%),FORSTERITE(MOL%),FERROSILITE(MOL%),ILMENITE(MOL%),LARNITE(MOL%),ORTHOCLASE(MOL%),TEPHROITE(MOL%),ULVOSPINEL(MOL%),WOLLASTONITE(MOL%),AGE(A),AGE(KA): altern. values or methods,,,,AGE(MA): altern. values or methods,,,,,,,,AGE_PB207_PB206(MA),AGE_PB207_U235(MA),AGE_PB206_U238(MA),AGE_PB208_TH232(MA)
2018, [22406] ANDREEVA O. A. (2018),samp. BT-2B,533265,CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / KOREAN PENINSULA - CENOZOIC/QUATERNARY / KOREAN PENINSULA / CHANGBAISHAN (BAEKDUSAN/PAEKTSUAN) VOLCANIC FIELD- / NAITOUSHAN FORMATION,,42,128,42,128,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,COMENDITIC RHYOLITE,,"PUMICE, CONE AND CALDERA; ORIGINALLY REPORTED AS COMENDITE",,,CENOZOIC,,,,,INCLUSION,,,,,,GLASS INCLUSION,,ANORTHOCLASE,,,72.44,0.18,,,,,9.77,,,,,,,,,,,,,,,,3.44,,0.16,0,0.12,,,,,,,4.15,3.98,0,,,,,0.33,0.43,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018, [22406] ANDREEVA O. A. (2018),samp. BT-2B,533265,CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / KOREAN PENINSULA - CENOZOIC/QUATERNARY / KOREAN PENINSULA / CHANGBAISHAN (BAEKDUSAN/PAEKTSUAN) VOLCANIC FIELD- / NAITOUSHAN FORMATION,,42,128,42,128,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,COMENDITIC RHYOLITE,,"PUMICE, CONE AND CALDERA; ORIGINALLY REPORTED AS COMENDITE",,,CENOZOIC,,,,,INCLUSION,,,,,,GLASS INCLUSION,,ANORTHOCLASE,True,710,71.31,0.19,,,,,10.11,,,,,,,,,,,,,,,,3.73,,0.16,0.04,0.08,,,,,,,4.3,3.91,0.01,,,,,0.27,0.4,,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018, [22406] ANDREEVA O. A. (2018),samp. BT-2B,533265,CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / KOREAN PENINSULA - CENOZOIC/QUATERNARY / KOREAN PENINSULA / CHANGBAISHAN (BAEKDUSAN/PAEKTSUAN) VOLCANIC FIELD- / NAITOUSHAN FORMATION,,42,128,42,128,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,COMENDITIC RHYOLITE,,"PUMICE, CONE AND CALDERA; ORIGINALLY REPORTED AS COMENDITE",,,CENOZOIC,,,,,INCLUSION,,,,,,GLASS INCLUSION,,ANORTHOCLASE,,,72.34,0.19,,,,,9.74,,,,,,,,,,,,,,,,3.81,,0.18,0,0.06,,,,,,,4.08,5.05,0,,,,,0.36,0.42,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018, [22406] ANDREEVA O. A. (2018),samp. BT-2B,533265,CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / KOREAN PENINSULA - CENOZOIC/QUATERNARY / KOREAN PENINSULA / CHANGBAISHAN (BAEKDUSAN/PAEKTSUAN) VOLCANIC FIELD- / NAITOUSHAN FORMATION,,42,128,42,128,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,COMENDITIC RHYOLITE,,"PUMICE, CONE AND CALDERA; ORIGINALLY REPORTED AS COMENDITE",,,CENOZOIC,,,,,INCLUSION,,,,,,GLASS INCLUSION,,ANORTHOCLASE,True,750,71.62,0.19,,,,,9.92,,,,,,,,,,,,,,,,3.71,,0.18,0,0.08,,,,,,,4.24,4.24,0,,,,,0.37,0.4,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018, [22611] LISZEWSKA K. M. (2018),samp. 150541,,SICILY CHANNEL RIFT / PANTELLERIA / GREEN TUFF IGNIMBRITE,ZINEDI SCARP,36.81133,11.97583,36.81133,11.97583,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,COMENDITIC RHYOLITE,,FALL DEPOSIT(?); ORIGINALLY REPORTED AS COMENDITE,,,,,,,,WHOLE ROCK,,,,,,,,,,,67.34,0.47,,,,,13.88,,,,,,,,,,,,,,,,4.88,,0.67,0.23,0.22,,,,,,,4.92,5.9,0.05,,,,,0.08,,,,,0.6,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,4,ICPMS,,,,,,,,,,,,0.4,ICPMS,,,,,,,,,,,,,,,32.9,ICPMS,,,,,,93.6,ICPMS,,,,,21.7,ICPMS,,,,,64.7,ICPMS,,,1010,ICPMS,,,185,ICPMS,,,,,,,7,,,0.2,380,ICPMS,,,127.3,ICPMS,,,198.5,ICPMS,,,26.81,100.6,ICPMS,,,,,17.76,ICPMS,,,3.02,15.17,2.52,14.19,2.55,7.36,1.08,7.7,1.11,21.5,10.5,1.4,,,,,,,17,ICPMS,,,1.4,ICPMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018, [22611] LISZEWSKA K. M. (2018),samp. 150541,,SICILY CHANNEL RIFT / PANTELLERIA / GREEN TUFF IGNIMBRITE,ZINEDI SCARP,36.81133,11.97583,36.81133,11.97583,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,COMENDITIC RHYOLITE,,FALL DEPOSIT(?); ORIGINALLY REPORTED AS COMENDITE,,,,,,,,MINERAL / COMPONENT (INCL. GROUNDMASS),(AL)KALIFELDSPAR,,,,PRIMARY,,,,,,66.803,,,,,,18.526,,,,,,,,,,,,,,0.536466,,,,0.101,,0,0,,,,,,5.799,7.708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.566872044262,0.48200482887016,,,,,,,32.951123126867,,,,,,,,,,,,,,,,,,,,
2018, [22611] LISZEWSKA K. M. (2018),samp. 150541,,SICILY CHANNEL RIFT / PANTELLERIA / GREEN TUFF IGNIMBRITE,ZINEDI SCARP,36.81133,11.97583,36.81133,11.97583,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,COMENDITIC RHYOLITE,,FALL DEPOSIT(?); ORIGINALLY REPORTED AS COMENDITE,,,,,,,,MINERAL / COMPONENT (INCL. GROUNDMASS),(AL)KALIFELDSPAR,,,,PRIMARY,,,,,,67.166,,,,,,18.645,,,,,,,,,,,,,,0.485268,,,,0.099,,0,0,,,,,,5.755,7.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.256100594816,0.46634083571067,,,,,,,32.277558569473,,,,,,,,,,,,,,,,,,,,
2018, [22611] LISZEWSKA K. M. (2018),samp. 150541,,SICILY CHANNEL RIFT / PANTELLERIA / GREEN TUFF IGNIMBRITE,ZINEDI SCARP,36.81133,11.97583,36.81133,11.97583,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,COMENDITIC RHYOLITE,,FALL DEPOSIT(?); ORIGINALLY REPORTED AS COMENDITE,,,,,,,,MINERAL / COMPONENT (INCL. GROUNDMASS),(AL)KALIFELDSPAR,,,,PRIMARY,,,,,,66.966,,,,,,18.657,,,,,,,,,,,,,,0.52311,,,,0.102,,0,0,,,,,,5.727,7.911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.410774575514,0.48029899279292,,,,,,,32.108926431693,,,,,,,,,,,,,,,,,,,,
2018, [22611] LISZEWSKA K. M. (2018),samp. 150541,,SICILY CHANNEL RIFT / PANTELLERIA / GREEN TUFF IGNIMBRITE,ZINEDI SCARP,36.81133,11.97583,36.81133,11.97583,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,COMENDITIC RHYOLITE,,FALL DEPOSIT(?); ORIGINALLY REPORTED AS COMENDITE,,,,,,,,MINERAL / COMPONENT (INCL. GROUNDMASS),(AL)KALIFELDSPAR,,,,PRIMARY,,,,,,66.911,,,,,,18.65,,,,,,,,,,,,,,0.386211,,,,0.128,,0,0,,,,,,5.64,7.996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.891373515016,0.60057237327089,,,,,,,31.508054111714,,,,,,,,,,,,,,,,,,,,
2018, [22611] LISZEWSKA K. M. (2018),samp. 150541,,SICILY CHANNEL RIFT / PANTELLERIA / GREEN TUFF IGNIMBRITE,ZINEDI SCARP,36.81133,11.97583,36.81133,11.97583,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,COMENDITIC RHYOLITE,,FALL DEPOSIT(?); ORIGINALLY REPORTED AS COMENDITE,,,,,,,,MINERAL / COMPONENT (INCL. GROUNDMASS),(AL)KALIFELDSPAR,,,,PRIMARY,,,,,,66.882,,,,,,18.647,,,,,,,,,,,,,,0.430731,,,,0.098,,0,0,,,,,,5.801,7.947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.24492939011,0.45824314385307,,,,,,,32.296827466036,,,,,,,,,,,,,,,,,,,,
2018, [22611] LISZEWSKA K. M. (2018),samp. 150541,,SICILY CHANNEL RIFT / PANTELLERIA / GREEN TUFF IGNIMBRITE,ZINEDI SCARP,36.81133,11.97583,36.81133,11.97583,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,COMENDITIC RHYOLITE,,FALL DEPOSIT(?); ORIGINALLY REPORTED AS COMENDITE,,,,,,,,MINERAL / COMPONENT (INCL. GROUNDMASS),(AL)KALIFELDSPAR,,,,PRIMARY,,,,,,67.004,,,,,,18.865,,,,,,,,,,,,,,0.596568,,,,0.119,,0,0,,,,,,5.771,7.823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.944168717633,0.56272985333349,,,,,,,32.493101429034,,,,,,,,,,,,,,,,,,,,
2018, [22611] LISZEWSKA K. M. (2018),samp. 150541,,SICILY CHANNEL RIFT / PANTELLERIA / GREEN TUFF IGNIMBRITE,ZINEDI SCARP,36.81133,11.97583,36.81133,11.97583,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,COMENDITIC RHYOLITE,,FALL DEPOSIT(?); ORIGINALLY REPORTED AS COMENDITE,,,,,,,,MINERAL / COMPONENT (INCL. GROUNDMASS),(AL)KALIFELDSPAR,,,,PRIMARY,,,,,,67.077,,,,,,18.856,,,,,,,,,,,,,,0.540918,,,,0.11,,0,0,,,,,,5.584,7.921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.957321127421,0.52150982389953,,,,,,,31.52116904868,,,,,,,,,,,,,,,,,,,,
2018, [22611] LISZEWSKA K. M. (2018),samp. 150541,,SICILY CHANNEL RIFT / PANTELLERIA / GREEN TUFF IGNIMBRITE,ZINEDI SCARP,36.81133,11.97583,36.81133,11.97583,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,COMENDITIC RHYOLITE,,FALL DEPOSIT(?); ORIGINALLY REPORTED AS COMENDITE,,,,,,,,MINERAL / COMPONENT (INCL. GROUNDMASS),(AL)KALIFELDSPAR,,,,PRIMARY,,,,,,66.961,,,,,,18.568,,,,,,,,,,,,,,0.470799,,,,0.097,,0,0,,,,,,5.699,7.641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.766706127135,0.46837645703324,,,,,,,32.764917415831,,,,,,,,,,,,,,,,,,,,
2018, [22611] LISZEWSKA K. M. (2018),samp. 150541,,SICILY CHANNEL RIFT / PANTELLERIA / GREEN TUFF IGNIMBRITE,ZINEDI SCARP,36.81133,11.97583,36.81133,11.97583,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,COMENDITIC RHYOLITE,,FALL DEPOSIT(?); ORIGINALLY REPORTED AS COMENDITE,,,,,,,,MINERAL / COMPONENT (INCL. GROUNDMASS),(AL)KALIFELDSPAR,,,,PRIMARY,,,,,,67.297,,,,,,18.769,,,,,,,,,,,,,,0.497511,,,,0.153,,0,0,,,,,,5.55,7.803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.621459947086,0.73270294668687,,,,,,,31.645837106228,,,,,,,,,,,,,,,,,,,,
2018, [22611] LISZEWSKA K. M. (2018),samp. 150541,,SICILY CHANNEL RIFT / PANTELLERIA / GREEN TUFF IGNIMBRITE,ZINEDI SCARP,36.81133,11.97583,36.81133,11.97583,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,COMENDITIC RHYOLITE,,FALL DEPOSIT(?); ORIGINALLY REPORTED AS COMENDITE,,,,,,,,MINERAL / COMPONENT (INCL. GROUNDMASS),(AL)KALIFELDSPAR,,,,PRIMARY,,,,,,66.611,,,,,,18.763,,,,,,,,,,,,,,0.562065,,,,0.162,,0,0,,,,,,5.509,7.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.826072559788,0.77546730851044,,,,,,,31.398460131702,,,,,,,,,,,,,,,,,,,,
2018, [22611] LISZEWSKA K. M. (2018),samp. 150541,,SICILY CHANNEL RIFT / PANTELLERIA / GREEN TUFF IGNIMBRITE,ZINEDI SCARP,36.81133,11.97583,36.81133,11.97583,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,COMENDITIC RHYOLITE,,FALL DEPOSIT(?); ORIGINALLY REPORTED AS COMENDITE,,,,,,,,MINERAL / COMPONENT (INCL. GROUNDMASS),(AL)KALIFELDSPAR,,,,PRIMARY,,,,,,67.071,,,,,,18.684,,,,,,,,,,,,,,0.490833,,,,0.111,,0,0.137,,,,,,5.836,7.705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.386908539612,0.52850165568685,,,,,,,33.084589804701,,,,,,,,,,,,,,,,,,,,
2018, [22611] LISZEWSKA K. M. (2018),samp. 150541,,SICILY CHANNEL RIFT / PANTELLERIA / GREEN TUFF IGNIMBRITE,ZINEDI SCARP,36.81133,11.97583,36.81133,11.97583,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,COMENDITIC RHYOLITE,,FALL DEPOSIT(?); ORIGINALLY REPORTED AS COMENDITE,,,,,,,,MINERAL / COMPONENT (INCL. GROUNDMASS),(AL)KALIFELDSPAR,,,,PRIMARY,,,,,,66.844,,,,,,18.558,,,,,,,,,,,,,,0.604359,,,,0.099,,0,0.125,,,,,,5.714,7.896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.427812067703,0.46717618290142,,,,,,,32.105011749396,,,,,,,,,,,,,,,,,,,,
2018, [22611] LISZEWSKA K. M. (2018),samp. 150541,,SICILY CHANNEL RIFT / PANTELLERIA / GREEN TUFF IGNIMBRITE,ZINEDI SCARP,36.81133,11.97583,36.81133,11.97583,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,COMENDITIC RHYOLITE,,FALL DEPOSIT(?); ORIGINALLY REPORTED AS COMENDITE,,,,,,,,MINERAL / COMPONENT (INCL. GROUNDMASS),(AL)KALIFELDSPAR,,,,PRIMARY,,,,,,67.026,,,,,,18.429,,,,,,,,,,,,,,0.525336,,,,0.085,,0,0,,,,,,5.483,7.799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.092272409029,0.41010154417874,,,,,,,31.497626046792,,,,,,,,,,,,,,,,,,,,
2018, [22611] LISZEWSKA K. M. (2018),samp. 150541,,SICILY CHANNEL RIFT / PANTELLERIA / GREEN TUFF IGNIMBRITE,ZINEDI SCARP,36.81133,11.97583,36.81133,11.97583,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,COMENDITIC RHYOLITE,,FALL DEPOSIT(?); ORIGINALLY REPORTED AS COMENDITE,,,,,,,,MINERAL / COMPONENT (INCL. GROUNDMASS),(AL)KALIFELDSPAR,,,,PRIMARY,,,,,,66.587,,,,,,18.76,,,,,,,,,,,,,,0.537579,,,,0.157,,0,0,,,,,,5.762,7.781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.738516950341,0.74413950320319,,,,,,,32.517343546456,,,,,,,,,,,,,,,,,,,,
